DisplayTime;FinishTime;SentenceSet;Sentence
1684184944704;1684184951399;0;8
1684184954401;1684184961896;0;7
1684184964675;1684184971814;0;2
1684184974882;1684184983862;0;9
1684184986582;1684184994855;0;0
1684184997978;1684185010168;0;6
1684185012410;1684185020495;0;3
1684185022275;1684185031287;0;5
1684185034155;1684185041664;0;4
1684185044547;1684185052229;0;1
