DisplayTime;FinishTime;SentenceSet;Sentence
1684703389985;1684703399406;0;4
1684703402104;1684703409846;0;9
1684703412123;1684703418910;0;7
1684703421112;1684703428582;0;3
1684703430694;1684703436532;0;5
1684703439537;1684703446435;0;6
1684703449001;1684703454573;0;8
1684703457469;1684703462917;0;0
1684703465233;1684703471065;0;2
1684703472892;1684703478703;0;1
