DisplayTime;FinishTime;SentenceSet;Sentence
1684788106905;1684788110955;0;2
1684788112952;1684788117245;0;5
1684788119992;1684788124123;0;4
1684788126572;1684788130720;0;3
1684788132833;1684788136622;0;8
1684788139464;1684788144663;0;6
1684788147661;1684788150948;0;0
1684788152820;1684788157189;0;1
1684788160005;1684788164194;0;7
1684788166665;1684788171400;0;9
