DisplayTime;FinishTime;SentenceSet;Sentence
1683751922284;1683751927218;0;2
1683751929323;1683751935351;0;9
1683751937732;1683751942610;0;7
1683751944895;1683751950297;0;6
1683751953213;1683751959174;0;3
1683751960963;1683751967310;0;1
1683751970120;1683751975403;0;4
1683751977798;1683751983402;0;5
1683751985724;1683751988871;0;0
1683751991860;1683751995018;0;8
