CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
420.69,8,0,10000,1,79863546,1677187101.86229
420.69,8,0,10000,2,79879578,1677187117.88929
420.69,8,0,10000,3,79893484,1677187131.78894
1,4,0,450.635600002366,3,79968546,1677187206.86005
1,4,0,490.778200004948,1,80010812,1677187249.12257
1,2,0,897.913400007761,3,80019921,1677187258.22576
1,8,0,482.38760001224,3,80034562,1677187272.86776
1,4,0,562.521299998858,1,80038875,1677187277.18085
0,2,0,606.168800001265,2,80061671,1677187299.98885
1,8,0,309.502599990461,1,80087984,1677187326.2883
1,4,0,554.70079999615,1,80096531,1677187334.83524
420.69,8,0,5000,4,80157015,1677187395.31824
420.69,8,0,5000,5,80166937,1677187405.25324
420.69,8,0,5000,6,80176640,1677187414.94724
1,2,0,469.659600010724,4,80235734,1677187474.048
1,8,0,793.878499997314,5,80272546,1677187510.85979
1,8,0,524.270400008769,5,80320078,1677187558.38697
1,2,0,694.505799995037,5,80324750,1677187563.06214
1,2,0,963.166899990407,6,80375953,1677187614.26526
