CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
420.69,8,0,10000,1,81638968,1677188877.2863
420.69,8,0,10000,2,81652250,1677188890.55399
420.69,8,0,10000,3,81664468,1677188902.77899
1,8,0,492.932599995052,3,81739390,1677188977.69998
1,2,0,447.508100009523,1,81743953,1677188982.26498
1,4,0,410.824600007269,1,81769515,1677189007.83291
0,2,0,514.105800012127,3,81809140,1677189047.44705
1,2,0,434.214500008617,3,81829437,1677189067.73966
1,8,0,449.791000003112,1,81855921,1677189094.231
420.69,8,0,5000,4,81893921,1677189132.23104
420.69,8,0,5000,5,81901328,1677189139.63018
420.69,8,0,5000,6,81908593,1677189146.89718
1,8,0,420.16799999366,6,81973421,1677189211.73901
1,8,0,370.374100003042,5,82024812,1677189263.12383
1,4,0,556.907200003858,5,82029156,1677189267.45883
1,4,0,339.158100000001,5,82038062,1677189276.3795
1,2,0,332.429099999368,5,82055046,1677189293.35658
1,2,0,503.958600002457,5,82080593,1677189318.89993
1,4,0,543.610299992375,6,82088875,1677189327.18893
