CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1683585596073;(0.044330, 1.381396, -0.365339);(0.000000, 0.000000, 0.000000, 1.000000);(-0.003966, 0.027113, 0.999625);0.7554321;0;-0.2;1.6;(0.020113, 0.033833, 0.999225);(-0.058061, 0.019375, 0.998125);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596078;(0.044303, 1.381435, -0.365281);(0.000000, 0.000000, 0.000000, 1.000000);(-0.004475, 0.027202, 0.999620);0.7611973;0;-0.3;1.6;(0.018745, 0.033863, 0.999251);(-0.058915, 0.019724, 0.998068);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596083;(0.044303, 1.381435, -0.365281);(0.000000, 0.000000, 0.000000, 1.000000);(-0.005524, 0.027197, 0.999615);0.7848402;0;-0.3;1.6;(0.016997, 0.033865, 0.999282);(-0.058175, 0.019758, 0.998111);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596088;(0.044303, 1.381435, -0.365281);(0.000000, 0.000000, 0.000000, 1.000000);(-0.007170, 0.027276, 0.999602);0.8309323;0;-0.4;1.6;(0.014269, 0.033901, 0.999323);(-0.056526, 0.020040, 0.998200);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596093;(0.044303, 1.381435, -0.365281);(0.000000, 0.000000, 0.000000, 1.000000);(-0.008713, 0.027303, 0.999589);0.860509;0;-0.5;1.6;(0.011445, 0.033827, 0.999362);(-0.056866, 0.020321, 0.998175);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596098;(0.044291, 1.381423, -0.365208);(0.000000, 0.000000, 0.000000, 1.000000);(-0.010151, 0.027389, 0.999573);0.8884585;0;-0.6;1.6;(0.008897, 0.033833, 0.999388);(-0.057220, 0.020644, 0.998148);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596103;(0.044291, 1.381423, -0.365208);(0.000000, 0.000000, 0.000000, 1.000000);(-0.011632, 0.027423, 0.999556);0.9161654;0;-0.7;1.6;(0.006493, 0.033777, 0.999408);(-0.057588, 0.020901, 0.998122);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596108;(0.044291, 1.381423, -0.365208);(0.000000, 0.000000, 0.000000, 1.000000);(-0.012977, 0.027336, 0.999542);0.9416673;0;-0.7;1.6;(0.004376, 0.033616, 0.999425);(-0.057915, 0.020963, 0.998101);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596113;(0.044386, 1.381453, -0.365227);(0.000000, 0.000000, 0.000000, 1.000000);(-0.014104, 0.027247, 0.999529);0.9631788;0;-0.8;1.6;(0.002666, 0.033451, 0.999437);(-0.058190, 0.020979, 0.998085);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596118;(0.044386, 1.381453, -0.365227);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015101, 0.027181, 0.999517);0.9812574;0;-0.9;1.6;(0.001232, 0.033275, 0.999445);(-0.058500, 0.021033, 0.998066);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596123;(0.044386, 1.381453, -0.365227);(0.000000, 0.000000, 0.000000, 1.000000);(-0.016827, 0.027199, 0.999488);1.011328;0;-1.0;1.6;(-0.000069, 0.033108, 0.999452);(-0.058101, 0.021409, 0.998081);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596128;(0.044386, 1.381453, -0.365227);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015467, 0.027169, 0.999511);0.9737986;0;-0.9;1.6;(0.003504, 0.032928, 0.999452);(-0.057082, 0.021553, 0.998137);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596133;(0.044434, 1.381434, -0.365269);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015133, 0.027048, 0.999520);0.9720766;0;-0.9;1.6;(0.004387, 0.032656, 0.999457);(-0.056355, 0.021383, 0.998182);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596138;(0.044434, 1.381434, -0.365269);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015065, 0.026978, 0.999523);0.9851475;0;-0.9;1.5;(0.004570, 0.032523, 0.999461);(-0.055326, 0.021287, 0.998241);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596143;(0.044434, 1.381434, -0.365269);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015068, 0.026915, 0.999524);1.015346;0;-0.9;1.5;(0.004291, 0.032484, 0.999463);(-0.053649, 0.021134, 0.998336);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596148;(0.044368, 1.381340, -0.365268);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015383, 0.026845, 0.999521);1.064604;0;-0.9;1.5;(0.003324, 0.032471, 0.999467);(-0.051650, 0.020962, 0.998445);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596153;(0.044368, 1.381340, -0.365268);(0.000000, 0.000000, 0.000000, 1.000000);(-0.014215, 0.026805, 0.999540);1.021789;0;-0.8;1.5;(0.005149, 0.032351, 0.999463);(-0.052392, 0.020983, 0.998406);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596158;(0.044368, 1.381340, -0.365268);(0.000000, 0.000000, 0.000000, 1.000000);(-0.014188, 0.026676, 0.999543);1.009622;0;-0.8;1.5;(0.005519, 0.032044, 0.999471);(-0.052881, 0.020957, 0.998381);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596163;(0.044368, 1.381340, -0.365268);(0.000000, 0.000000, 0.000000, 1.000000);(-0.014034, 0.026478, 0.999551);1.006359;0;-0.8;1.5;(0.005439, 0.031557, 0.999487);(-0.053338, 0.020926, 0.998357);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596168;(0.044414, 1.381359, -0.365247);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013096, 0.026425, 0.999565);0.9862212;0;-0.8;1.5;(0.006387, 0.031474, 0.999484);(-0.053689, 0.020898, 0.998339);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596173;(0.044414, 1.381359, -0.365247);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013045, 0.026274, 0.999570);0.9858083;0;-0.7;1.5;(0.006279, 0.031136, 0.999495);(-0.053934, 0.020868, 0.998327);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596178;(0.044414, 1.381359, -0.365247);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013341, 0.026325, 0.999564);0.9903504;0;-0.8;1.5;(0.005746, 0.031262, 0.999495);(-0.054134, 0.020884, 0.998315);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596183;(0.044452, 1.381281, -0.365230);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013403, 0.026295, 0.999564);0.9919348;0;-0.8;1.5;(0.005421, 0.031168, 0.999499);(-0.054400, 0.020912, 0.998300);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596188;(0.044452, 1.381281, -0.365230);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013857, 0.026363, 0.999556);0.9991332;0;-0.8;1.5;(0.004621, 0.031309, 0.999499);(-0.054706, 0.020951, 0.998283);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596193;(0.044452, 1.381281, -0.365230);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013949, 0.026105, 0.999562);0.994567;0;-0.8;1.5;(0.003995, 0.031338, 0.999501);(-0.054855, 0.019045, 0.998313);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596198;(0.044452, 1.381281, -0.365230);(0.000000, 0.000000, 0.000000, 1.000000);(-0.012443, 0.025772, 0.999590);0.956194;0;-0.7;1.5;(0.005090, 0.031445, 0.999493);(-0.054983, 0.016316, 0.998354);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596203;(0.044452, 1.381281, -0.365230);(0.000000, 0.000000, 0.000000, 1.000000);(-0.009710, 0.025595, 0.999625);0.9094455;0;-0.6;1.5;(0.006998, 0.031560, 0.999477);(-0.055449, 0.014391, 0.998358);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596208;(0.044470, 1.381299, -0.365149);(0.000000, 0.000000, 0.000000, 1.000000);(-0.009763, 0.025478, 0.999628);0.9057223;0;-0.6;1.5;(0.007219, 0.031419, 0.999480);(-0.055822, 0.014762, 0.998332);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596213;(0.044470, 1.381299, -0.365149);(0.000000, 0.000000, 0.000000, 1.000000);(-0.010066, 0.025381, 0.999627);0.9083632;0;-0.6;1.5;(0.007043, 0.031187, 0.999489);(-0.056183, 0.015246, 0.998304);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596218;(0.044470, 1.381299, -0.365149);(0.000000, 0.000000, 0.000000, 1.000000);(-0.010431, 0.025511, 0.999620);0.9104242;0;-0.6;1.5;(0.006688, 0.031291, 0.999488);(-0.056585, 0.015748, 0.998274);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596223;(0.044557, 1.381274, -0.365116);(0.000000, 0.000000, 0.000000, 1.000000);(-0.010581, 0.025561, 0.999617);0.9066758;0;-0.6;1.5;(0.006511, 0.031379, 0.999486);(-0.057120, 0.015962, 0.998240);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596228;(0.044557, 1.381274, -0.365116);(0.000000, 0.000000, 0.000000, 1.000000);(-0.008122, 0.025747, 0.999636);0.8725175;0;-0.5;1.5;(0.008791, 0.031608, 0.999462);(-0.057659, 0.016244, 0.998204);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596233;(0.044557, 1.381274, -0.365116);(0.000000, 0.000000, 0.000000, 1.000000);(-0.009551, 0.025496, 0.999629);0.8808464;0;-0.5;1.5;(0.007829, 0.031043, 0.999487);(-0.058307, 0.016491, 0.998163);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596238;(0.044557, 1.381274, -0.365116);(0.000000, 0.000000, 0.000000, 1.000000);(-0.010171, 0.025569, 0.999621);0.8825309;0;-0.6;1.5;(0.007158, 0.031112, 0.999490);(-0.058909, 0.016714, 0.998123);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596243;(0.044559, 1.381392, -0.365064);(0.000000, 0.000000, 0.000000, 1.000000);(-0.011049, 0.025640, 0.999610);0.8869787;0;-0.6;1.5;(0.006270, 0.031184, 0.999494);(-0.059482, 0.016900, 0.998086);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596248;(0.044559, 1.381392, -0.365064);(0.000000, 0.000000, 0.000000, 1.000000);(-0.012354, 0.025788, 0.999591);0.8913881;0;-0.7;1.5;(0.005320, 0.031394, 0.999493);(-0.060052, 0.017062, 0.998049);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596253;(0.044559, 1.381392, -0.365064);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013506, 0.026014, 0.999570);0.8971065;0;-0.8;1.5;(0.004275, 0.031799, 0.999485);(-0.060536, 0.017252, 0.998017);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596258;(0.044611, 1.381360, -0.365028);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015471, 0.026083, 0.999540);0.9109756;0;-0.9;1.5;(0.002944, 0.031726, 0.999492);(-0.060998, 0.017655, 0.997982);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596263;(0.044611, 1.381360, -0.365028);(0.000000, 0.000000, 0.000000, 1.000000);(-0.016570, 0.026230, 0.999519);0.9214687;0;-0.9;1.5;(0.001903, 0.031815, 0.999492);(-0.061388, 0.018077, 0.997950);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596268;(0.044611, 1.381360, -0.365028);(0.000000, 0.000000, 0.000000, 1.000000);(-0.014392, 0.026558, 0.999544);0.8914922;0;-0.8;1.5;(0.003888, 0.032231, 0.999473);(-0.061752, 0.018528, 0.997920);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596273;(0.044611, 1.381360, -0.365028);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013625, 0.026801, 0.999548);0.8736584;0;-0.8;1.5;(0.005148, 0.032459, 0.999460);(-0.062060, 0.019014, 0.997891);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596278;(0.044626, 1.381344, -0.365012);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013877, 0.026931, 0.999541);0.8734201;0;-0.8;1.5;(0.005031, 0.032602, 0.999456);(-0.062260, 0.019309, 0.997873);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596283;(0.044626, 1.381344, -0.365012);(0.000000, 0.000000, 0.000000, 1.000000);(-0.014416, 0.027119, 0.999528);0.8759763;0;-0.8;1.6;(0.004847, 0.032693, 0.999454);(-0.062404, 0.019829, 0.997854);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596288;(0.044626, 1.381344, -0.365012);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015280, 0.026740, 0.999526);0.8830259;0;-0.9;1.5;(0.004352, 0.032099, 0.999475);(-0.062635, 0.020052, 0.997835);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596293;(0.044696, 1.381353, -0.365029);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015919, 0.027097, 0.999506);0.8864629;0;-0.9;1.6;(0.003806, 0.032558, 0.999463);(-0.062831, 0.020320, 0.997817);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596298;(0.044696, 1.381353, -0.365029);(0.000000, 0.000000, 0.000000, 1.000000);(-0.016715, 0.027424, 0.999484);0.8949475;0;-1.0;1.6;(0.002952, 0.032991, 0.999451);(-0.062950, 0.020600, 0.997804);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596303;(0.044696, 1.381353, -0.365029);(0.000000, 0.000000, 0.000000, 1.000000);(-0.017187, 0.027544, 0.999473);0.902933;0;-1.0;1.6;(0.002158, 0.033106, 0.999450);(-0.063160, 0.020823, 0.997786);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596308;(0.044696, 1.381353, -0.365029);(0.000000, 0.000000, 0.000000, 1.000000);(-0.017580, 0.027822, 0.999458);0.9099703;0;-1.0;1.6;(0.001467, 0.033447, 0.999439);(-0.063288, 0.021115, 0.997772);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596313;(0.044770, 1.381315, -0.365047);(0.000000, 0.000000, 0.000000, 1.000000);(-0.016198, 0.027884, 0.999480);0.8924628;0;-0.9;1.6;(0.002817, 0.033440, 0.999437);(-0.063401, 0.021364, 0.997759);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596318;(0.044770, 1.381315, -0.365047);(0.000000, 0.000000, 0.000000, 1.000000);(-0.016222, 0.027865, 0.999480);0.8960506;0;-0.9;1.6;(0.002618, 0.033292, 0.999442);(-0.063462, 0.021610, 0.997750);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596323;(0.044770, 1.381315, -0.365047);(0.000000, 0.000000, 0.000000, 1.000000);(-0.017592, 0.027737, 0.999461);0.9099382;0;-1.0;1.6;(0.001842, 0.032993, 0.999454);(-0.063362, 0.021862, 0.997751);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596328;(0.044770, 1.381315, -0.365047);(0.000000, 0.000000, 0.000000, 1.000000);(-0.018415, 0.027681, 0.999447);0.9214279;0;-1.1;1.6;(0.001105, 0.032843, 0.999460);(-0.063358, 0.022061, 0.997747);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596333;(0.044795, 1.381271, -0.364970);(0.000000, 0.000000, 0.000000, 1.000000);(-0.019230, 0.027672, 0.999432);0.933064;0;-1.1;1.6;(0.000347, 0.032732, 0.999464);(-0.063400, 0.022344, 0.997738);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596338;(0.044795, 1.381271, -0.364970);(0.000000, 0.000000, 0.000000, 1.000000);(-0.020441, 0.027539, 0.999412);0.9371811;0;-1.2;1.6;(0.000140, 0.032387, 0.999475);(-0.063488, 0.022540, 0.997728);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596343;(0.044795, 1.381271, -0.364970);(0.000000, 0.000000, 0.000000, 1.000000);(-0.021254, 0.027694, 0.999391);0.9477246;0;-1.2;1.6;(-0.000629, 0.032525, 0.999471);(-0.063542, 0.022771, 0.997719);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596348;(0.044878, 1.381377, -0.364921);(0.000000, 0.000000, 0.000000, 1.000000);(-0.021430, 0.028307, 0.999370);0.9464551;0;-1.2;1.6;(-0.000751, 0.033305, 0.999445);(-0.063585, 0.023034, 0.997711);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596353;(0.044878, 1.381377, -0.364921);(0.000000, 0.000000, 0.000000, 1.000000);(-0.022990, 0.028614, 0.999326);0.9577551;0;-1.3;1.6;(-0.001627, 0.033660, 0.999432);(-0.063653, 0.023314, 0.997700);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596358;(0.044878, 1.381377, -0.364921);(0.000000, 0.000000, 0.000000, 1.000000);(-0.023206, 0.029092, 0.999307);0.9655903;0;-1.3;1.7;(-0.002391, 0.034307, 0.999409);(-0.063729, 0.023522, 0.997690);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596363;(0.044878, 1.381377, -0.364921);(0.000000, 0.000000, 0.000000, 1.000000);(-0.024487, 0.029595, 0.999262);0.9842185;0;-1.4;1.7;(-0.003543, 0.035119, 0.999377);(-0.063430, 0.023766, 0.997703);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596368;(0.044974, 1.381426, -0.364902);(0.000000, 0.000000, 0.000000, 1.000000);(-0.024435, 0.029927, 0.999253);0.9982994;0;-1.4;1.7;(-0.003884, 0.035743, 0.999354);(-0.062651, 0.023866, 0.997750);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596373;(0.044974, 1.381426, -0.364902);(0.000000, 0.000000, 0.000000, 1.000000);(-0.022829, 0.030195, 0.999283);0.9861347;0;-1.3;1.7;(-0.001901, 0.036453, 0.999334);(-0.061122, 0.023790, 0.997847);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596378;(0.044974, 1.381426, -0.364902);(0.000000, 0.000000, 0.000000, 1.000000);(-0.022498, 0.030250, 0.999289);1.012865;0;-1.3;1.7;(-0.001739, 0.036673, 0.999326);(-0.059117, 0.023723, 0.997969);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596383;(0.044974, 1.381426, -0.364902);(0.000000, 0.000000, 0.000000, 1.000000);(-0.022234, 0.030242, 0.999295);1.045427;0;-1.3;1.7;(-0.001620, 0.036779, 0.999322);(-0.056922, 0.023632, 0.998099);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596388;(0.045014, 1.381411, -0.364916);(0.000000, 0.000000, 0.000000, 1.000000);(-0.022143, 0.030345, 0.999294);1.085304;0;-1.3;1.7;(-0.001773, 0.037134, 0.999309);(-0.054570, 0.023559, 0.998232);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596393;(0.045014, 1.381411, -0.364916);(0.000000, 0.000000, 0.000000, 1.000000);(-0.022198, 0.030233, 0.999296);2;0;-1.3;1.7;(-0.002242, 0.036967, 0.999314);(-0.052237, 0.023486, 0.998359);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596398;(0.045014, 1.381411, -0.364916);(0.000000, 0.000000, 0.000000, 1.000000);(-0.021300, 0.030611, 0.999304);2;0;-1.2;1.8;(-0.000256, 0.037989, 0.999278);(-0.049986, 0.023446, 0.998475);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596403;(0.045048, 1.381312, -0.364929);(0.000000, 0.000000, 0.000000, 1.000000);(-0.021313, 0.030628, 0.999304);2;0;-1.2;1.8;(-0.000552, 0.037989, 0.999278);(-0.047920, 0.023463, 0.998576);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596408;(0.045048, 1.381312, -0.364929);(0.000000, 0.000000, 0.000000, 1.000000);(-0.021340, 0.030621, 0.999303);2;0;-1.2;1.8;(-0.000800, 0.037835, 0.999284);(-0.046125, 0.023549, 0.998658);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596413;(0.045048, 1.381312, -0.364929);(0.000000, 0.000000, 0.000000, 1.000000);(-0.021374, 0.030484, 0.999307);2;0;-1.2;1.7;(-0.001121, 0.037601, 0.999292);(-0.044629, 0.023476, 0.998728);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596418;(0.045048, 1.381312, -0.364929);(0.000000, 0.000000, 0.000000, 1.000000);(-0.021334, 0.030709, 0.999301);2;0;-1.2;1.8;(-0.001234, 0.038081, 0.999274);(-0.043410, 0.023518, 0.998781);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596423;(0.045112, 1.381307, -0.364970);(0.000000, 0.000000, 0.000000, 1.000000);(-0.021382, 0.030754, 0.999298);2;0;-1.2;1.8;(-0.001631, 0.038160, 0.999270);(-0.042423, 0.023531, 0.998823);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596428;(0.045112, 1.381307, -0.364970);(0.000000, 0.000000, 0.000000, 1.000000);(-0.021377, 0.030584, 0.999304);2;0;-1.2;1.8;(-0.001915, 0.037621, 0.999290);(-0.041419, 0.023658, 0.998862);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596433;(0.045112, 1.381307, -0.364970);(0.000000, 0.000000, 0.000000, 1.000000);(-0.019941, 0.030788, 0.999327);2;0;-1.1;1.8;(0.000273, 0.037921, 0.999281);(-0.040644, 0.023779, 0.998891);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596438;(0.045112, 1.381307, -0.364970);(0.000000, 0.000000, 0.000000, 1.000000);(-0.018049, 0.031187, 0.999351);2;0;-1.0;1.8;(0.003842, 0.038730, 0.999242);(-0.039962, 0.023867, 0.998916);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596443;(0.045155, 1.381240, -0.364996);(0.000000, 0.000000, 0.000000, 1.000000);(-0.018086, 0.031217, 0.999349);2;0;-1.0;1.8;(0.003468, 0.038847, 0.999239);(-0.039478, 0.023824, 0.998936);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596448;(0.045155, 1.381240, -0.364996);(0.000000, 0.000000, 0.000000, 1.000000);(-0.017687, 0.030821, 0.999368);2;0;-1.0;1.8;(0.003995, 0.038069, 0.999267);(-0.038951, 0.023750, 0.998959);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596453;(0.045155, 1.381240, -0.364996);(0.000000, 0.000000, 0.000000, 1.000000);(-0.017708, 0.030546, 0.999377);2;0;-1.0;1.8;(0.003795, 0.038819, 0.999239);(-0.038755, 0.022548, 0.998994);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596458;(0.045178, 1.381267, -0.365005);(0.000000, 0.000000, 0.000000, 1.000000);(-0.016071, 0.030388, 0.999409);2;0;-0.9;1.7;(0.007232, 0.039393, 0.999198);(-0.038636, 0.021348, 0.999025);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596463;(0.045178, 1.381267, -0.365005);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013791, 0.030742, 0.999432);1.058283;0;-0.8;1.8;(0.011712, 0.040934, 0.999093);(-0.038295, 0.021260, 0.999040);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596468;(0.045178, 1.381267, -0.365005);(0.000000, 0.000000, 0.000000, 1.000000);(-0.008024, 0.032324, 0.999445);0.9487188;0;-0.5;1.9;(0.016054, 0.042524, 0.998967);(-0.041163, 0.022237, 0.998905);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596473;(0.045178, 1.381267, -0.365005);(0.000000, 0.000000, 0.000000, 1.000000);(-0.011011, 0.032538, 0.999410);0.9729556;0;-0.6;1.9;(0.013046, 0.042728, 0.999002);(-0.042282, 0.022386, 0.998855);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596478;(0.045140, 1.381231, -0.365022);(0.000000, 0.000000, 0.000000, 1.000000);(-0.006433, 0.033454, 0.999420);0.8990386;0;-0.4;1.9;(0.017162, 0.044055, 0.998882);(-0.043192, 0.022621, 0.998811);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596483;(0.045140, 1.381231, -0.365022);(0.000000, 0.000000, 0.000000, 1.000000);(-0.008143, 0.036114, 0.999315);0.9210793;0;-0.5;2.1;(0.015345, 0.043911, 0.998918);(-0.047783, 0.029684, 0.998417);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596488;(0.045140, 1.381231, -0.365022);(0.000000, 0.000000, 0.000000, 1.000000);(-0.008727, 0.039015, 0.999201);0.8243242;0;-0.5;2.2;(0.014040, 0.044165, 0.998926);(-0.059955, 0.041665, 0.997331);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596493;(0.045095, 1.381194, -0.365051);(0.000000, 0.000000, 0.000000, 1.000000);(-0.004162, 0.042000, 0.999109);0.667007;0;-0.2;2.4;(0.017393, 0.044575, 0.998855);(-0.072320, 0.057075, 0.995747);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596498;(0.045095, 1.381194, -0.365051);(0.000000, 0.000000, 0.000000, 1.000000);(-0.004704, 0.044021, 0.999020);0.6117006;0;-0.3;2.5;(0.016770, 0.044158, 0.998884);(-0.077989, 0.065680, 0.994788);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596503;(0.045095, 1.381194, -0.365051);(0.000000, 0.000000, 0.000000, 1.000000);(-0.001464, 0.047238, 0.998883);0.506821;0;-0.1;2.7;(0.019092, 0.044786, 0.998814);(-0.090186, 0.079163, 0.992774);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596508;(0.045095, 1.381194, -0.365051);(0.000000, 0.000000, 0.000000, 1.000000);(-0.001304, 0.049996, 0.998749);0.4778344;0;-0.1;2.9;(0.020824, 0.044599, 0.998788);(-0.093081, 0.083691, 0.992135);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596513;(0.045095, 1.381194, -0.365051);(0.000000, 0.000000, 0.000000, 1.000000);(-0.000679, 0.051816, 0.998656);0.4692262;0;0.0;3.0;(0.022497, 0.044436, 0.998759);(-0.093190, 0.084633, 0.992045);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596518;(0.045103, 1.381282, -0.365085);(0.000000, 0.000000, 0.000000, 1.000000);(0.001751, 0.052645, 0.998612);0.4647625;0;0.1;3.0;(0.024480, 0.044414, 0.998713);(-0.093603, 0.083342, 0.992115);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
1683585596523;(0.045103, 1.381282, -0.365085);(0.000000, 0.000000, 0.000000, 1.000000);(-0.000076, 0.050362, 0.998731);0.5022793;0;0.0;2.9;(0.021752, 0.043579, 0.998813);(-0.090165, 0.075829, 0.993036);(-0.031, 0.000, 0.000);(0.031, 0.000, 0.000)
