CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1683584992001;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.025360, 0.030761, 0.999205);0.8385503;0.9286777;1.5;1.8;(0.055588, 0.014888, 0.998343);(-0.004852, 0.046467, 0.998908);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992006;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.025445, 0.030564, 0.999209);0.8348917;0.9450681;1.5;1.8;(0.055712, 0.014552, 0.998341);(-0.004811, 0.046396, 0.998912);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992011;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.025513, 0.030479, 0.999210);0.8348075;0.9545782;1.5;1.7;(0.055784, 0.014476, 0.998338);(-0.004751, 0.046319, 0.998915);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992016;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.025615, 0.030371, 0.999210);0.8337612;0.9798318;1.5;1.7;(0.055902, 0.014338, 0.998333);(-0.004668, 0.046249, 0.998919);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992021;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.025752, 0.030250, 0.999211);0.8333182;1;1.5;1.7;(0.056043, 0.014208, 0.998327);(-0.004542, 0.046148, 0.998924);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992026;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.025934, 0.030073, 0.999211);0.8322431;1;1.5;1.7;(0.056230, 0.013994, 0.998320);(-0.004370, 0.046017, 0.998931);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992031;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.026153, 0.029894, 0.999211);0.8309553;1;1.5;1.7;(0.056465, 0.013774, 0.998310);(-0.004173, 0.045884, 0.998938);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992036;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.026403, 0.029747, 0.999209);0.8312318;1;1.5;1.7;(0.056753, 0.013677, 0.998295);(-0.003966, 0.045708, 0.998947);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992041;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.026668, 0.029564, 0.999207);0.8306627;1;1.5;1.7;(0.057078, 0.013520, 0.998278);(-0.003764, 0.045516, 0.998957);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992046;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.026942, 0.029358, 0.999206);0.8295499;1;1.5;1.7;(0.057417, 0.013315, 0.998262);(-0.003554, 0.045320, 0.998966);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992051;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.027191, 0.029192, 0.999204);0.8269476;1;1.6;1.7;(0.057754, 0.013092, 0.998245);(-0.003391, 0.045210, 0.998972);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992056;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.027464, 0.029086, 0.999200);0.8239682;1;1.6;1.7;(0.058089, 0.012891, 0.998228);(-0.003180, 0.045191, 0.998973);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992061;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.027736, 0.028968, 0.999196);0.820855;1;1.6;1.7;(0.058433, 0.012676, 0.998211);(-0.002979, 0.045159, 0.998975);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992066;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.028012, 0.028845, 0.999191);0.8175753;1;1.6;1.7;(0.058784, 0.012449, 0.998193);(-0.002776, 0.045128, 0.998977);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992071;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.028300, 0.028679, 0.999188);0.8152809;1;1.6;1.6;(0.059130, 0.012218, 0.998176);(-0.002547, 0.045027, 0.998983);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992076;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.028587, 0.028501, 0.999185);0.8134683;1;1.6;1.6;(0.059464, 0.011992, 0.998158);(-0.002310, 0.044899, 0.998989);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992081;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.028852, 0.028368, 0.999181);0.8134274;1;1.7;1.6;(0.059800, 0.011915, 0.998139);(-0.002115, 0.044731, 0.998997);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992086;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.029114, 0.028127, 0.999180);0.8114034;1;1.7;1.6;(0.060169, 0.011656, 0.998120);(-0.001953, 0.044517, 0.999007);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992091;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.029379, 0.027879, 0.999180);0.8103033;1;1.7;1.6;(0.060508, 0.011414, 0.998102);(-0.001760, 0.044276, 0.999018);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992096;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.029660, 0.027673, 0.999177);0.8092974;1;1.7;1.6;(0.060862, 0.011216, 0.998083);(-0.001552, 0.044072, 0.999027);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992101;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.029942, 0.027492, 0.999174);0.8087254;1;1.7;1.6;(0.061224, 0.011068, 0.998063);(-0.001348, 0.043868, 0.999036);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992106;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030192, 0.027310, 0.999171);0.8084225;1;1.7;1.6;(0.061569, 0.010942, 0.998043);(-0.001188, 0.043640, 0.999047);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992111;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030430, 0.027131, 0.999169);0.8087783;1;1.7;1.6;(0.061877, 0.010833, 0.998025);(-0.001019, 0.043398, 0.999057);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992116;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030630, 0.027059, 0.999165);0.8106189;1;1.8;1.6;(0.062110, 0.010875, 0.998010);(-0.000856, 0.043214, 0.999066);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992121;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030802, 0.027097, 0.999158);0.814109;1;1.8;1.6;(0.062289, 0.011080, 0.997997);(-0.000699, 0.043069, 0.999072);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992126;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030929, 0.027149, 0.999153);0.8176925;1;1.8;1.6;(0.062389, 0.011274, 0.997988);(-0.000556, 0.042951, 0.999077);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992131;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.031014, 0.027185, 0.999149);0.820997;1;1.8;1.6;(0.062435, 0.011426, 0.997984);(-0.000442, 0.042837, 0.999082);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992136;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.031068, 0.027221, 0.999147);0.8235611;1;1.8;1.6;(0.062460, 0.011550, 0.997981);(-0.000366, 0.042754, 0.999086);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992141;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.031103, 0.027320, 0.999143);0.8276516;1;1.8;1.6;(0.062425, 0.011756, 0.997980);(-0.000268, 0.042670, 0.999089);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992146;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.031145, 0.027374, 0.999140);0.8304696;1;1.8;1.6;(0.062427, 0.011885, 0.997979);(-0.000191, 0.042588, 0.999093);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992151;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.031137, 0.027410, 0.999139);0.8323981;1;1.8;1.6;(0.062384, 0.011966, 0.997981);(-0.000166, 0.042539, 0.999095);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992156;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.031082, 0.027477, 0.999139);0.8341418;1;1.8;1.6;(0.062299, 0.012076, 0.997985);(-0.000192, 0.042529, 0.999095);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992161;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030986, 0.027569, 0.999140);0.8367838;1;1.8;1.6;(0.062160, 0.012256, 0.997991);(-0.000242, 0.042527, 0.999095);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992166;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030859, 0.027668, 0.999141);0.8393089;1;1.8;1.6;(0.062006, 0.012475, 0.997998);(-0.000341, 0.042550, 0.999094);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992171;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030704, 0.027779, 0.999143);0.8420842;1;1.8;1.6;(0.061833, 0.012760, 0.998005);(-0.000476, 0.042603, 0.999092);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992176;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030540, 0.027867, 0.999145);0.8444565;1;1.8;1.6;(0.061647, 0.013007, 0.998013);(-0.000611, 0.042666, 0.999089);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992181;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030389, 0.027994, 0.999146);0.8474611;1;1.7;1.6;(0.061471, 0.013325, 0.998020);(-0.000725, 0.042751, 0.999086);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992186;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030238, 0.028134, 0.999147);0.8508006;1;1.7;1.6;(0.061247, 0.013644, 0.998029);(-0.000850, 0.042835, 0.999082);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992191;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.030037, 0.028281, 0.999149);0.855002;1;1.7;1.6;(0.060958, 0.013975, 0.998043);(-0.000979, 0.042902, 0.999079);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992196;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.029792, 0.028470, 0.999151);0.8582025;1;1.7;1.6;(0.060590, 0.014231, 0.998061);(-0.001123, 0.043046, 0.999073);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992201;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.029485, 0.028624, 0.999155);0.8620642;1;1.7;1.6;(0.060158, 0.014475, 0.998084);(-0.001325, 0.043124, 0.999069);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992206;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.029140, 0.028761, 0.999162);0.8653575;1;1.7;1.6;(0.059702, 0.014673, 0.998108);(-0.001571, 0.043193, 0.999066);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992211;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.028738, 0.028898, 0.999169);0.8680466;1;1.6;1.7;(0.059211, 0.014849, 0.998135);(-0.001885, 0.043272, 0.999062);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992216;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.028294, 0.028996, 0.999179);0.8694707;1;1.6;1.7;(0.058683, 0.014922, 0.998165);(-0.002245, 0.043356, 0.999057);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992221;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.027797, 0.029091, 0.999190);0.8709677;1;1.6;1.7;(0.058112, 0.015006, 0.998197);(-0.002662, 0.043434, 0.999053);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992226;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.027237, 0.029172, 0.999203);0.872636;1;1.6;1.7;(0.057451, 0.015061, 0.998235);(-0.003119, 0.043510, 0.999048);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992231;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.026650, 0.029268, 0.999216);0.8748787;1;1.5;1.7;(0.056736, 0.015141, 0.998274);(-0.003582, 0.043597, 0.999043);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992236;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.025994, 0.029340, 0.999232);0.8775142;1;1.5;1.7;(0.055924, 0.015191, 0.998319);(-0.004085, 0.043668, 0.999038);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992241;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.025325, 0.029429, 0.999246);0.8797001;1;1.5;1.7;(0.055153, 0.015282, 0.998361);(-0.004646, 0.043739, 0.999032);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992246;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.024623, 0.029521, 0.999261);0.8819824;1;1.4;1.7;(0.054348, 0.015379, 0.998404);(-0.005237, 0.043812, 0.999026);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992251;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.023876, 0.029619, 0.999276);0.8846224;1;1.4;1.7;(0.053486, 0.015489, 0.998448);(-0.005862, 0.043886, 0.999019);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992256;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.023079, 0.029695, 0.999293);0.8867249;1;1.3;1.7;(0.052591, 0.015565, 0.998495);(-0.006550, 0.043950, 0.999012);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992261;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.022254, 0.029756, 0.999309);0.8891264;1;1.3;1.7;(0.051674, 0.015648, 0.998541);(-0.007273, 0.043984, 0.999006);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992266;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.021433, 0.029816, 0.999326);0.8908281;1;1.2;1.7;(0.050787, 0.015717, 0.998586);(-0.008016, 0.044025, 0.998998);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992271;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.020575, 0.029894, 0.999341);0.8919889;1;1.2;1.7;(0.049903, 0.015812, 0.998629);(-0.008831, 0.044077, 0.998989);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992276;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.019697, 0.029936, 0.999358);0.8935187;1;1.1;1.7;(0.048954, 0.015852, 0.998675);(-0.009627, 0.044113, 0.998980);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992281;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.018808, 0.029979, 0.999374);0.8965029;1;1.1;1.7;(0.047943, 0.015919, 0.998723);(-0.010391, 0.044128, 0.998972);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992286;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.017952, 0.030064, 0.999387);0.9001864;1;1.0;1.7;(0.046994, 0.016084, 0.998766);(-0.011148, 0.044141, 0.998963);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992291;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.017220, 0.030167, 0.999397);0.9078052;1;1.0;1.7;(0.046056, 0.016356, 0.998805);(-0.011682, 0.044112, 0.998958);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992296;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.016548, 0.030260, 0.999405);0.9155298;1;0.9;1.7;(0.045176, 0.016622, 0.998841);(-0.012158, 0.044076, 0.998954);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992301;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.015911, 0.030298, 0.999414);0.9210678;1;0.9;1.7;(0.044383, 0.016772, 0.998874);(-0.012642, 0.044033, 0.998950);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992306;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.015272, 0.030362, 0.999422);0.9264797;1;0.9;1.7;(0.043630, 0.016978, 0.998904);(-0.013165, 0.043997, 0.998945);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992311;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.014676, 0.030441, 0.999429);0.9317853;1;0.8;1.7;(0.042940, 0.017210, 0.998929);(-0.013661, 0.043970, 0.998940);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992316;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.014087, 0.030514, 0.999435);0.9367821;1;0.8;1.7;(0.042255, 0.017418, 0.998955);(-0.014150, 0.043948, 0.998934);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992321;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.013544, 0.030580, 0.999441);0.9409968;1;0.8;1.8;(0.041651, 0.017614, 0.998977);(-0.014624, 0.043923, 0.998928);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992326;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.013025, 0.030637, 0.999446);0.9449419;1;0.7;1.8;(0.041077, 0.017795, 0.998998);(-0.015082, 0.043895, 0.998922);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992331;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.012425, 0.030594, 0.999455);0.9439713;1;0.7;1.8;(0.040491, 0.017706, 0.999023);(-0.015681, 0.043870, 0.998914);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992336;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.011040, 0.030502, 0.999474);0.9505476;0.94345;0.6;1.7;(0.038609, 0.017432, 0.999102);(-0.016608, 0.043882, 0.998899);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992341;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(0.004471, 0.030856, 0.999514);1.040391;0.4641748;0.3;1.8;(0.028115, 0.018083, 0.999441);(-0.019935, 0.043994, 0.998833);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992346;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.006583, 0.031164, 0.999493);2;0.1801426;-0.4;1.8;(0.011060, 0.018695, 0.999764);(-0.025894, 0.044065, 0.998693);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992351;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.026207, 0.032559, 0.999126);2;0;-1.5;1.9;(-0.010028, 0.020111, 0.999748);(-0.043234, 0.045265, 0.998039);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992356;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.048333, 0.033941, 0.998255);2;0;-2.8;1.9;(-0.039186, 0.022500, 0.998979);(-0.058675, 0.045817, 0.997225);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992361;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.079335, 0.037970, 0.996125);2;0;-4.6;2.2;(-0.072638, 0.025791, 0.997025);(-0.086423, 0.050250, 0.994991);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992366;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.112752, 0.043220, 0.992683);2;0;-6.5;2.5;(-0.105556, 0.029671, 0.993971);(-0.119625, 0.056723, 0.991197);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992371;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.146991, 0.050150, 0.987866);2;0;-8.5;2.9;(-0.140707, 0.035823, 0.989403);(-0.152774, 0.064331, 0.986165);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992376;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.178985, 0.056186, 0.982246);2;0;-10.3;3.3;(-0.172126, 0.041970, 0.984181);(-0.185271, 0.070180, 0.980178);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992381;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.203341, 0.059349, 0.977308);2;0;-11.8;3.5;(-0.202713, 0.046951, 0.978112);(-0.203916, 0.071627, 0.976365);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992386;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.236328, 0.067403, 0.969333);2;0;-13.7;4.0;(-0.237156, 0.055368, 0.969892);(-0.235357, 0.079278, 0.968670);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992391;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.266134, 0.076200, 0.960920);2;0;-15.5;4.5;(-0.267126, 0.062145, 0.961656);(-0.264909, 0.090105, 0.960054);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
1683584992396;(-0.075595, 1.496188, -0.415551);(0.000000, 0.000000, 0.000000, 1.000000);(-0.300033, 0.084567, 0.950173);2;0;-17.5;5.1;(-0.308409, 0.071210, 0.948585);(-0.291752, 0.097807, 0.951480);(-0.032, 0.000, 0.000);(0.032, 0.000, 0.000)
