CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward;LeftPosition;RightPosition
1683585870896;(0.039770, 1.380799, -0.391296);(0.000000, 0.000000, 0.000000, 1.000000);(-0.000110, 0.016982, 0.999856);2;1;0.0;1.0;(0.015204, 0.021230, 0.999659);(-0.015364, 0.012625, 0.999802);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870901;(0.039742, 1.380867, -0.391279);(0.000000, 0.000000, 0.000000, 1.000000);(-0.000043, 0.017055, 0.999855);2;1;0.0;1.0;(0.015271, 0.021252, 0.999658);(-0.015300, 0.012781, 0.999801);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870906;(0.039742, 1.380867, -0.391279);(0.000000, 0.000000, 0.000000, 1.000000);(0.000011, 0.017163, 0.999853);2;1;0.0;1.0;(0.015339, 0.021307, 0.999655);(-0.015263, 0.012970, 0.999799);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870911;(0.039742, 1.380867, -0.391279);(0.000000, 0.000000, 0.000000, 1.000000);(0.000092, 0.017265, 0.999851);2;1;0.0;1.0;(0.015407, 0.021384, 0.999653);(-0.015176, 0.013107, 0.999799);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870916;(0.039742, 1.380867, -0.391279);(0.000000, 0.000000, 0.000000, 1.000000);(0.000183, 0.017395, 0.999849);2;1;0.0;1.0;(0.015470, 0.021459, 0.999650);(-0.015066, 0.013315, 0.999798);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870921;(0.039717, 1.380912, -0.391344);(0.000000, 0.000000, 0.000000, 1.000000);(0.000281, 0.017535, 0.999846);2;1;0.0;1.0;(0.015542, 0.021539, 0.999647);(-0.014946, 0.013537, 0.999797);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870926;(0.039717, 1.380912, -0.391344);(0.000000, 0.000000, 0.000000, 1.000000);(0.000380, 0.017677, 0.999844);2;1;0.0;1.0;(0.015624, 0.021613, 0.999644);(-0.014835, 0.013772, 0.999795);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870931;(0.039717, 1.380912, -0.391344);(0.000000, 0.000000, 0.000000, 1.000000);(0.000482, 0.017818, 0.999841);2;1;0.0;1.0;(0.015718, 0.021684, 0.999641);(-0.014729, 0.014006, 0.999793);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870936;(0.039717, 1.380912, -0.391344);(0.000000, 0.000000, 0.000000, 1.000000);(0.000583, 0.017974, 0.999838);2;1;0.0;1.0;(0.015823, 0.021775, 0.999638);(-0.014633, 0.014243, 0.999792);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870941;(0.039808, 1.380794, -0.391411);(0.000000, 0.000000, 0.000000, 1.000000);(0.000689, 0.018136, 0.999835);2;1;0.0;1.0;(0.015934, 0.021864, 0.999634);(-0.014537, 0.014498, 0.999789);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870946;(0.039808, 1.380794, -0.391411);(0.000000, 0.000000, 0.000000, 1.000000);(0.000774, 0.018301, 0.999832);2;1;0.0;1.0;(0.016050, 0.021954, 0.999630);(-0.014481, 0.014754, 0.999786);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870951;(0.039808, 1.380794, -0.391411);(0.000000, 0.000000, 0.000000, 1.000000);(0.000865, 0.018471, 0.999829);2;1;0.0;1.1;(0.016185, 0.022044, 0.999626);(-0.014434, 0.015022, 0.999783);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870956;(0.039820, 1.380787, -0.391401);(0.000000, 0.000000, 0.000000, 1.000000);(0.000968, 0.018660, 0.999825);2;1;0.1;1.1;(0.016331, 0.022155, 0.999621);(-0.014372, 0.015299, 0.999780);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870961;(0.039820, 1.380787, -0.391401);(0.000000, 0.000000, 0.000000, 1.000000);(0.001066, 0.018849, 0.999822);2;1;0.1;1.1;(0.016477, 0.022277, 0.999616);(-0.014319, 0.015563, 0.999776);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870966;(0.039820, 1.380787, -0.391401);(0.000000, 0.000000, 0.000000, 1.000000);(0.001161, 0.019061, 0.999818);2;1;0.1;1.1;(0.016632, 0.022406, 0.999611);(-0.014278, 0.015867, 0.999772);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870971;(0.039746, 1.380818, -0.391386);(0.000000, 0.000000, 0.000000, 1.000000);(0.001250, 0.019261, 0.999814);2;1;0.1;1.1;(0.016781, 0.022533, 0.999605);(-0.014242, 0.016144, 0.999768);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870976;(0.039746, 1.380818, -0.391386);(0.000000, 0.000000, 0.000000, 1.000000);(0.001328, 0.019461, 0.999810);2;1;0.1;1.1;(0.016927, 0.022654, 0.999600);(-0.014223, 0.016427, 0.999764);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870981;(0.039746, 1.380818, -0.391386);(0.000000, 0.000000, 0.000000, 1.000000);(0.001403, 0.019643, 0.999806);2;1;0.1;1.1;(0.017047, 0.022764, 0.999596);(-0.014188, 0.016683, 0.999760);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870986;(0.039746, 1.380818, -0.391386);(0.000000, 0.000000, 0.000000, 1.000000);(0.001467, 0.019820, 0.999803);2;1;0.1;1.1;(0.017160, 0.022876, 0.999591);(-0.014167, 0.016926, 0.999756);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870991;(0.039742, 1.380848, -0.391404);(0.000000, 0.000000, 0.000000, 1.000000);(0.001528, 0.019998, 0.999799);2;1;0.1;1.1;(0.017266, 0.023000, 0.999586);(-0.014147, 0.017153, 0.999753);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585870996;(0.039742, 1.380848, -0.391404);(0.000000, 0.000000, 0.000000, 1.000000);(0.001579, 0.020174, 0.999795);2;1;0.1;1.2;(0.017358, 0.023117, 0.999582);(-0.014131, 0.017382, 0.999749);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871001;(0.039742, 1.380848, -0.391404);(0.000000, 0.000000, 0.000000, 1.000000);(0.001633, 0.020329, 0.999792);2;1;0.1;1.2;(0.017452, 0.023206, 0.999578);(-0.014114, 0.017605, 0.999745);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871006;(0.039742, 1.380848, -0.391404);(0.000000, 0.000000, 0.000000, 1.000000);(0.001676, 0.020481, 0.999789);2;1;0.1;1.2;(0.017529, 0.023301, 0.999575);(-0.014101, 0.017811, 0.999742);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871011;(0.039755, 1.380805, -0.391381);(0.000000, 0.000000, 0.000000, 1.000000);(0.001719, 0.020617, 0.999786);2;1;0.1;1.2;(0.017607, 0.023384, 0.999572);(-0.014089, 0.017996, 0.999739);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871016;(0.039755, 1.380805, -0.391381);(0.000000, 0.000000, 0.000000, 1.000000);(0.001780, 0.020730, 0.999784);2;1;0.1;1.2;(0.017684, 0.023448, 0.999569);(-0.014047, 0.018157, 0.999737);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871021;(0.039755, 1.380805, -0.391381);(0.000000, 0.000000, 0.000000, 1.000000);(0.001837, 0.020855, 0.999781);2;1;0.1;1.2;(0.017752, 0.023543, 0.999565);(-0.014004, 0.018300, 0.999735);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871026;(0.039811, 1.380806, -0.391416);(0.000000, 0.000000, 0.000000, 1.000000);(0.001907, 0.020959, 0.999779);2;1;0.1;1.2;(0.017842, 0.023624, 0.999562);(-0.013957, 0.018418, 0.999733);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871031;(0.039811, 1.380806, -0.391416);(0.000000, 0.000000, 0.000000, 1.000000);(0.001963, 0.021063, 0.999776);2;1;0.1;1.2;(0.017925, 0.023715, 0.999558);(-0.013929, 0.018523, 0.999731);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871036;(0.039811, 1.380806, -0.391416);(0.000000, 0.000000, 0.000000, 1.000000);(0.002016, 0.021184, 0.999774);2;1;0.1;1.2;(0.018003, 0.023843, 0.999554);(-0.013900, 0.018620, 0.999730);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871041;(0.039811, 1.380806, -0.391416);(0.000000, 0.000000, 0.000000, 1.000000);(0.002068, 0.021296, 0.999771);2;1;0.1;1.2;(0.018073, 0.023967, 0.999549);(-0.013867, 0.018707, 0.999729);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871046;(0.039864, 1.380781, -0.391492);(0.000000, 0.000000, 0.000000, 1.000000);(0.002120, 0.021378, 0.999769);2;1;0.1;1.2;(0.018147, 0.024036, 0.999546);(-0.013838, 0.018795, 0.999728);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871051;(0.039864, 1.380781, -0.391492);(0.000000, 0.000000, 0.000000, 1.000000);(0.002187, 0.021453, 0.999768);2;1;0.1;1.2;(0.018226, 0.024104, 0.999543);(-0.013786, 0.018871, 0.999727);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871056;(0.039864, 1.380781, -0.391492);(0.000000, 0.000000, 0.000000, 1.000000);(0.002246, 0.021535, 0.999766);2;1;0.1;1.2;(0.018285, 0.024177, 0.999540);(-0.013733, 0.018956, 0.999726);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871061;(0.039864, 1.380781, -0.391492);(0.000000, 0.000000, 0.000000, 1.000000);(0.002302, 0.021612, 0.999764);2;1;0.1;1.2;(0.018342, 0.024251, 0.999538);(-0.013683, 0.019028, 0.999725);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871066;(0.039873, 1.380717, -0.391556);(0.000000, 0.000000, 0.000000, 1.000000);(0.002350, 0.021703, 0.999762);2;1;0.1;1.2;(0.018394, 0.024364, 0.999534);(-0.013642, 0.019087, 0.999725);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871071;(0.039873, 1.380717, -0.391556);(0.000000, 0.000000, 0.000000, 1.000000);(0.002392, 0.021797, 0.999760);2;1;0.1;1.2;(0.018435, 0.024454, 0.999531);(-0.013604, 0.019181, 0.999724);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871076;(0.039873, 1.380717, -0.391556);(0.000000, 0.000000, 0.000000, 1.000000);(0.002471, 0.021879, 0.999758);2;1;0.1;1.3;(0.018480, 0.024530, 0.999528);(-0.013498, 0.019264, 0.999723);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871081;(0.039873, 1.380717, -0.391556);(0.000000, 0.000000, 0.000000, 1.000000);(0.002524, 0.021968, 0.999756);2;1;0.1;1.3;(0.018519, 0.024619, 0.999525);(-0.013435, 0.019349, 0.999723);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871086;(0.039915, 1.380709, -0.391609);(0.000000, 0.000000, 0.000000, 1.000000);(0.002579, 0.022031, 0.999754);2;1;0.1;1.3;(0.018537, 0.024734, 0.999522);(-0.013350, 0.019353, 0.999724);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871091;(0.039915, 1.380709, -0.391609);(0.000000, 0.000000, 0.000000, 1.000000);(0.002619, 0.022118, 0.999752);2;1;0.2;1.3;(0.018542, 0.024860, 0.999519);(-0.013277, 0.019397, 0.999724);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871096;(0.039915, 1.380709, -0.391609);(0.000000, 0.000000, 0.000000, 1.000000);(0.002661, 0.022208, 0.999750);2;1;0.2;1.3;(0.018547, 0.024976, 0.999516);(-0.013199, 0.019458, 0.999724);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871101;(0.039831, 1.380796, -0.391598);(0.000000, 0.000000, 0.000000, 1.000000);(0.002725, 0.022215, 0.999750);2;1;0.2;1.3;(0.018547, 0.025047, 0.999514);(-0.013070, 0.019404, 0.999726);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871106;(0.039831, 1.380796, -0.391598);(0.000000, 0.000000, 0.000000, 1.000000);(0.002771, 0.022275, 0.999748);2;1;0.2;1.3;(0.018565, 0.025114, 0.999512);(-0.012997, 0.019455, 0.999726);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871111;(0.039831, 1.380796, -0.391598);(0.000000, 0.000000, 0.000000, 1.000000);(0.002811, 0.022368, 0.999746);2;1;0.2;1.3;(0.018583, 0.025238, 0.999509);(-0.012935, 0.019515, 0.999726);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871116;(0.039831, 1.380796, -0.391598);(0.000000, 0.000000, 0.000000, 1.000000);(0.002843, 0.022469, 0.999744);2;1;0.2;1.3;(0.018604, 0.025359, 0.999505);(-0.012893, 0.019594, 0.999725);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871121;(0.039816, 1.380804, -0.391535);(0.000000, 0.000000, 0.000000, 1.000000);(0.002873, 0.022548, 0.999742);2;1;0.2;1.3;(0.018617, 0.025443, 0.999503);(-0.012846, 0.019666, 0.999724);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871126;(0.039816, 1.380804, -0.391535);(0.000000, 0.000000, 0.000000, 1.000000);(0.002901, 0.022608, 0.999740);2;1;0.2;1.3;(0.018620, 0.025502, 0.999501);(-0.012791, 0.019725, 0.999724);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871131;(0.039816, 1.380804, -0.391535);(0.000000, 0.000000, 0.000000, 1.000000);(0.002911, 0.022657, 0.999739);2;1;0.2;1.3;(0.018608, 0.025537, 0.999501);(-0.012758, 0.019785, 0.999723);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871136;(0.039805, 1.380779, -0.391572);(0.000000, 0.000000, 0.000000, 1.000000);(0.002916, 0.022720, 0.999738);2;1;0.2;1.3;(0.018590, 0.025578, 0.999500);(-0.012726, 0.019869, 0.999722);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871141;(0.039805, 1.380779, -0.391572);(0.000000, 0.000000, 0.000000, 1.000000);(0.002906, 0.022797, 0.999736);2;1;0.2;1.3;(0.018573, 0.025640, 0.999499);(-0.012730, 0.019958, 0.999720);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871146;(0.039805, 1.380779, -0.391572);(0.000000, 0.000000, 0.000000, 1.000000);(0.002900, 0.022876, 0.999734);2;1;0.2;1.3;(0.018564, 0.025674, 0.999498);(-0.012733, 0.020081, 0.999717);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871151;(0.039805, 1.380779, -0.391572);(0.000000, 0.000000, 0.000000, 1.000000);(0.002895, 0.022948, 0.999732);2;1;0.2;1.3;(0.018559, 0.025700, 0.999497);(-0.012739, 0.020202, 0.999715);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871156;(0.039751, 1.380727, -0.391499);(0.000000, 0.000000, 0.000000, 1.000000);(0.002893, 0.023013, 0.999731);2;1;0.2;1.3;(0.018550, 0.025715, 0.999497);(-0.012736, 0.020318, 0.999713);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871161;(0.039751, 1.380727, -0.391499);(0.000000, 0.000000, 0.000000, 1.000000);(0.002881, 0.023074, 0.999730);2;1;0.2;1.3;(0.018532, 0.025730, 0.999497);(-0.012742, 0.020429, 0.999710);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871166;(0.039751, 1.380727, -0.391499);(0.000000, 0.000000, 0.000000, 1.000000);(0.002862, 0.023148, 0.999728);2;1;0.2;1.3;(0.018516, 0.025757, 0.999497);(-0.012764, 0.020555, 0.999707);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871171;(0.039751, 1.380727, -0.391499);(0.000000, 0.000000, 0.000000, 1.000000);(0.002844, 0.023218, 0.999726);2;1;0.2;1.3;(0.018496, 0.025795, 0.999496);(-0.012780, 0.020659, 0.999705);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871176;(0.039762, 1.380808, -0.391476);(0.000000, 0.000000, 0.000000, 1.000000);(0.002824, 0.023287, 0.999725);2;1;0.2;1.3;(0.018470, 0.025837, 0.999496);(-0.012795, 0.020756, 0.999703);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871181;(0.039762, 1.380808, -0.391476);(0.000000, 0.000000, 0.000000, 1.000000);(0.002808, 0.023365, 0.999723);2;1;0.2;1.3;(0.018447, 0.025915, 0.999494);(-0.012802, 0.020833, 0.999701);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871186;(0.039762, 1.380808, -0.391476);(0.000000, 0.000000, 0.000000, 1.000000);(0.002797, 0.023427, 0.999722);2;1;0.2;1.3;(0.018432, 0.025988, 0.999492);(-0.012809, 0.020878, 0.999700);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871191;(0.039762, 1.380808, -0.391476);(0.000000, 0.000000, 0.000000, 1.000000);(0.002783, 0.023495, 0.999720);2;1;0.2;1.3;(0.018400, 0.026081, 0.999491);(-0.012803, 0.020917, 0.999699);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871196;(0.039797, 1.380811, -0.391511);(0.000000, 0.000000, 0.000000, 1.000000);(0.002779, 0.023577, 0.999718);2;1;0.2;1.4;(0.018376, 0.026190, 0.999488);(-0.012785, 0.020970, 0.999698);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871201;(0.039797, 1.380811, -0.391511);(0.000000, 0.000000, 0.000000, 1.000000);(0.002777, 0.023675, 0.999716);2;1;0.2;1.4;(0.018350, 0.026318, 0.999485);(-0.012762, 0.021036, 0.999697);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871206;(0.039797, 1.380811, -0.391511);(0.000000, 0.000000, 0.000000, 1.000000);(0.002774, 0.023780, 0.999713);2;1;0.2;1.4;(0.018312, 0.026460, 0.999482);(-0.012726, 0.021102, 0.999696);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871211;(0.039795, 1.380834, -0.391554);(0.000000, 0.000000, 0.000000, 1.000000);(0.002772, 0.023926, 0.999710);2;1;0.2;1.4;(0.018285, 0.026623, 0.999478);(-0.012704, 0.021231, 0.999694);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871216;(0.039795, 1.380834, -0.391554);(0.000000, 0.000000, 0.000000, 1.000000);(0.002770, 0.024070, 0.999706);2;1;0.2;1.4;(0.018266, 0.026795, 0.999474);(-0.012688, 0.021345, 0.999692);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871221;(0.039795, 1.380834, -0.391554);(0.000000, 0.000000, 0.000000, 1.000000);(0.002770, 0.024217, 0.999703);2;1;0.2;1.4;(0.018249, 0.026972, 0.999470);(-0.012673, 0.021462, 0.999689);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871227;(0.039795, 1.380834, -0.391554);(0.000000, 0.000000, 0.000000, 1.000000);(0.002766, 0.024304, 0.999701);2;1;0.2;1.4;(0.018244, 0.027034, 0.999468);(-0.012677, 0.021572, 0.999687);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871232;(0.039788, 1.380816, -0.391531);(0.000000, 0.000000, 0.000000, 1.000000);(0.002759, 0.024383, 0.999699);2;1;0.2;1.4;(0.018220, 0.027131, 0.999466);(-0.012670, 0.021633, 0.999686);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871237;(0.039788, 1.380816, -0.391531);(0.000000, 0.000000, 0.000000, 1.000000);(0.002756, 0.024461, 0.999697);2;1;0.2;1.4;(0.018197, 0.027241, 0.999463);(-0.012656, 0.021681, 0.999685);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871242;(0.039788, 1.380816, -0.391531);(0.000000, 0.000000, 0.000000, 1.000000);(0.002748, 0.024581, 0.999694);2;1;0.2;1.4;(0.018160, 0.027465, 0.999458);(-0.012638, 0.021705, 0.999685);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871247;(0.039774, 1.380857, -0.391467);(0.000000, 0.000000, 0.000000, 1.000000);(0.002738, 0.024696, 0.999691);2;1;0.2;1.4;(0.018121, 0.027679, 0.999453);(-0.012626, 0.021733, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871252;(0.039774, 1.380857, -0.391467);(0.000000, 0.000000, 0.000000, 1.000000);(0.002703, 0.024838, 0.999688);2;1;0.2;1.4;(0.018023, 0.027965, 0.999447);(-0.012615, 0.021756, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871257;(0.039774, 1.380857, -0.391467);(0.000000, 0.000000, 0.000000, 1.000000);(0.002671, 0.024969, 0.999685);2;1;0.2;1.4;(0.017914, 0.028231, 0.999441);(-0.012594, 0.021776, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871262;(0.039774, 1.380857, -0.391467);(0.000000, 0.000000, 0.000000, 1.000000);(0.002643, 0.025082, 0.999682);2;1;0.2;1.4;(0.017813, 0.028473, 0.999436);(-0.012568, 0.021786, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871267;(0.039801, 1.380794, -0.391444);(0.000000, 0.000000, 0.000000, 1.000000);(0.002607, 0.025183, 0.999679);2;1;0.1;1.4;(0.017697, 0.028708, 0.999431);(-0.012551, 0.021782, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871272;(0.039801, 1.380794, -0.391444);(0.000000, 0.000000, 0.000000, 1.000000);(0.002570, 0.025294, 0.999677);2;1;0.1;1.4;(0.017581, 0.028952, 0.999426);(-0.012534, 0.021790, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871277;(0.039801, 1.380794, -0.391444);(0.000000, 0.000000, 0.000000, 1.000000);(0.002522, 0.025423, 0.999674);2;1;0.1;1.5;(0.017439, 0.029215, 0.999421);(-0.012523, 0.021812, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871282;(0.039801, 1.380794, -0.391444);(0.000000, 0.000000, 0.000000, 1.000000);(0.002480, 0.025560, 0.999670);2;1;0.1;1.5;(0.017306, 0.029475, 0.999416);(-0.012504, 0.021850, 0.999683);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871287;(0.039808, 1.380740, -0.391395);(0.000000, 0.000000, 0.000000, 1.000000);(0.002446, 0.025689, 0.999667);2;1;0.1;1.5;(0.017181, 0.029727, 0.999410);(-0.012477, 0.021879, 0.999683);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871292;(0.039808, 1.380740, -0.391395);(0.000000, 0.000000, 0.000000, 1.000000);(0.002411, 0.025795, 0.999664);2;1;0.1;1.5;(0.017068, 0.029945, 0.999406);(-0.012457, 0.021894, 0.999683);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871297;(0.039808, 1.380740, -0.391395);(0.000000, 0.000000, 0.000000, 1.000000);(0.002389, 0.025880, 0.999662);2;1;0.1;1.5;(0.016985, 0.030123, 0.999402);(-0.012435, 0.021901, 0.999683);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871302;(0.039816, 1.380705, -0.391385);(0.000000, 0.000000, 0.000000, 1.000000);(0.002364, 0.025952, 0.999660);2;1;0.1;1.5;(0.016903, 0.030268, 0.999399);(-0.012417, 0.021909, 0.999683);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871307;(0.039816, 1.380705, -0.391385);(0.000000, 0.000000, 0.000000, 1.000000);(0.002352, 0.026010, 0.999659);2;1;0.1;1.5;(0.016842, 0.030402, 0.999396);(-0.012388, 0.021902, 0.999683);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871312;(0.039816, 1.380705, -0.391385);(0.000000, 0.000000, 0.000000, 1.000000);(0.002343, 0.026051, 0.999658);2;1;0.1;1.5;(0.016816, 0.030510, 0.999393);(-0.012377, 0.021887, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871317;(0.039816, 1.380705, -0.391385);(0.000000, 0.000000, 0.000000, 1.000000);(0.002333, 0.026097, 0.999657);2;1;0.1;1.5;(0.016794, 0.030599, 0.999391);(-0.012372, 0.021889, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871322;(0.039805, 1.380679, -0.391353);(0.000000, 0.000000, 0.000000, 1.000000);(0.002325, 0.026138, 0.999656);2;1;0.1;1.5;(0.016779, 0.030678, 0.999389);(-0.012367, 0.021890, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871327;(0.039805, 1.380679, -0.391353);(0.000000, 0.000000, 0.000000, 1.000000);(0.002319, 0.026177, 0.999655);2;1;0.1;1.5;(0.016754, 0.030767, 0.999386);(-0.012352, 0.021882, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871332;(0.039805, 1.380679, -0.391353);(0.000000, 0.000000, 0.000000, 1.000000);(0.002324, 0.026213, 0.999654);2;1;0.1;1.5;(0.016753, 0.030843, 0.999384);(-0.012332, 0.021879, 0.999685);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871337;(0.039805, 1.380679, -0.391353);(0.000000, 0.000000, 0.000000, 1.000000);(0.002326, 0.026267, 0.999652);2;1;0.1;1.5;(0.016742, 0.030956, 0.999381);(-0.012310, 0.021879, 0.999685);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871342;(0.039776, 1.380623, -0.391371);(0.000000, 0.000000, 0.000000, 1.000000);(0.002319, 0.026342, 0.999650);2;1;0.1;1.5;(0.016727, 0.031068, 0.999377);(-0.012305, 0.021908, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871347;(0.039776, 1.380623, -0.391371);(0.000000, 0.000000, 0.000000, 1.000000);(0.002312, 0.026404, 0.999649);2;1;0.1;1.5;(0.016700, 0.031174, 0.999374);(-0.012290, 0.021923, 0.999684);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871352;(0.039776, 1.380623, -0.391371);(0.000000, 0.000000, 0.000000, 1.000000);(0.002320, 0.026446, 0.999648);2;1;0.1;1.5;(0.016685, 0.031261, 0.999372);(-0.012252, 0.021922, 0.999685);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871357;(0.039733, 1.380505, -0.391363);(0.000000, 0.000000, 0.000000, 1.000000);(0.002325, 0.026480, 0.999647);2;1;0.1;1.5;(0.016661, 0.031332, 0.999370);(-0.012213, 0.021917, 0.999685);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
1683585871362;(0.039733, 1.380505, -0.391363);(0.000000, 0.000000, 0.000000, 1.000000);(0.002337, 0.026510, 0.999646);2;1;0.1;1.5;(0.016650, 0.031395, 0.999368);(-0.012167, 0.021912, 0.999686);(-0.034, 0.000, 0.000);(0.034, 0.000, 0.000)
