Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,768247703,1677875156.7717047
420.69,8,0,10000,2,768260625,1677875169.6835654
420.69,8,0,10000,3,768273328,1677875182.3865373
1,4,30,762.3232000591233,3,768336531,1677875245.5882168
1,2,15,716.3529000794515,2,768340906,1677875249.9640775
1,4,0,560.4620000198483,2,768345687,1677875254.7590957
0,4,30,725.1007999842986,3,768349843,1677875258.9087152
1,8,15,724.259699982591,3,768354390,1677875263.454534
1,8,-30,689.9092000061646,1,768358937,1677875268.0010495
0,2,-30,897.6722000483423,3,768363671,1677875272.7288797
1,4,0,608.4935999792069,1,768368421,1677875277.4904265
1,8,0,572.270300061442,2,768372562,1677875281.630047
1,2,30,795.0444999700412,2,768376562,1677875285.6317601
1,2,-15,783.5226998981088,3,768380906,1677875289.9633954
1,2,0,591.6706999382004,2,768385296,1677875294.3635602
1,8,0,562.5819999808446,3,768389531,1677875298.592877
1,4,15,656.1646999875084,2,768393734,1677875302.8008974
1,8,30,567.562900072895,2,768398281,1677875307.3394933
1,4,15,735.8546000290662,3,768403062,1677875312.1311462
1,2,-15,791.935500045307,1,768408031,1677875317.098822
1,2,-30,771.6702999863774,2,768412468,1677875321.5275867
1,8,0,623.0322000887245,3,768416578,1677875325.6438236
0,4,30,808.9482000181451,3,768420437,1677875329.498421
1,2,30,888.3659000825137,3,768425109,1677875334.178751
1,8,-30,813.6140000391752,3,768429640,1677875338.700746
1,2,15,835.5897999685258,3,768434000,1677875343.0641518
1,2,-15,656.1453000726178,3,768438671,1677875347.7307181
1,8,-15,696.5797000415623,1,768443171,1677875352.2392752
1,4,30,765.3992999661714,3,768447218,1677875356.277885
1,2,0,619.9465999929234,1,768451406,1677875360.463207
1,8,15,634.1879999348894,2,768455468,1677875364.528959
1,2,30,823.9194000456482,1,768460343,1677875369.4032338
1,4,15,812.7619000701234,2,768464593,1677875373.6622462
1,8,15,540.6619998943061,2,768468734,1677875377.7984684
1,8,-15,807.5891000302508,3,768472906,1677875381.9639575
1,4,-15,772.688499939628,3,768477234,1677875386.294597
420.69,8,0,5000.0,4,768515281,1677875424.351937
420.69,8,0,5000.0,5,768524093,1677875433.155185
420.69,8,0,5000.0,6,768532156,1677875441.2207038
1,8,15,572.5952999750152,5,768594015,1677875503.0756845
1,8,-15,624.3733000559732,4,768598109,1677875507.1681528
1,2,-30,908.3808999825269,6,768602328,1677875511.3970964
1,2,15,740.1554000647739,4,768607140,1677875516.1989856
1,8,30,806.6620000721887,6,768611890,1677875520.9558785
1,4,-15,699.8203000370413,4,768616234,1677875525.29446
1,2,0,645.7175000654534,6,768620265,1677875529.3333328
1,4,-30,665.9979000072926,5,768624937,1677875534.0005531
0,2,30,945.9982000375167,6,768629234,1677875538.296912
1,8,-30,647.3483000267297,5,768633843,1677875542.915136
1,4,-30,887.0792000638321,4,768638140,1677875547.211602
1,2,-30,767.4945000875741,5,768642609,1677875551.6676524
1,2,15,684.2601999491453,5,768647109,1677875556.1662805
1,4,-15,576.9229999827221,5,768651140,1677875560.1990914
1,8,30,741.01299995929,4,768655421,1677875564.4784513
1,4,-15,648.8848999692127,4,768659593,1677875568.6655428
1,4,30,795.1720000095665,6,768664296,1677875573.3678303
0,4,0,711.5985000822693,5,768668828,1677875577.8988695
1,4,15,630.5505999447778,5,768672906,1677875581.9727507
1,2,30,812.2356000207365,5,768677671,1677875586.7348504
1,8,30,834.7563000246882,4,768681703,1677875590.7684956
1,4,0,588.0723000122234,5,768686062,1677875595.1346116
1,4,-30,861.1844999799505,6,768689921,1677875598.9898968
1,4,-30,827.1754000419751,6,768694843,1677875603.9037216
1,2,0,688.8389000054449,4,768699812,1677875608.8710704
1,8,-30,712.3848000159487,4,768704312,1677875613.3787608
1,8,0,664.7029999261722,6,768708562,1677875617.6342976
1,4,0,590.9986000591889,6,768712468,1677875621.5316582
1,4,30,889.3609000919387,4,768716718,1677875625.7775807
1,2,-30,837.5654999949038,4,768721437,1677875630.5009897
1,2,-15,733.1373000601307,5,768726390,1677875635.462163
1,8,-15,616.7402000250295,5,768730765,1677875639.8345833
