Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,688000062,1677794912.0182245
420.69,8,0,10000,2,688012484,1677794924.4300318
420.69,8,0,10000,3,688025140,1677794937.0910773
1,2,-15,724.6253000888973,3,688088640,1677795000.582388
1,8,-30,617.5060000354424,2,688093250,1677795005.200942
1,2,15,714.1431000167504,1,688098156,1677795010.1024115
1,4,-15,683.3429999500513,1,688103093,1677795015.0428941
1,8,15,629.9998999424279,2,688107218,1677795019.1683211
1,8,-30,501.4447999969125,2,688111687,1677795023.6331306
1,8,0,678.8149999305606,1,688115421,1677795027.3669343
1,8,-30,623.5947999488562,2,688119421,1677795031.3664541
1,4,30,779.2554000010714,2,688123250,1677795035.2031574
1,8,0,717.558000058867,1,688127875,1677795039.8175178
1,2,30,899.4278000285849,3,688131828,1677795043.7715075
1,2,-15,763.5825999863446,1,688136953,1677795048.8987098
1,2,15,700.9895999766886,2,688141468,1677795053.4097073
1,4,-30,792.9428000319749,3,688146250,1677795058.1939964
1,2,-30,757.0765000386164,1,688151109,1677795063.0568438
1,2,0,591.4134999588132,2,688155906,1677795067.8528798
1,4,15,573.44139989838,3,688160531,1677795072.4866395
1,4,0,613.1369999460876,1,688164578,1677795076.527522
1,4,-30,613.7292000316083,2,688168953,1677795080.8941126
1,4,0,577.6775000235066,1,688173312,1677795085.2572238
1,8,-15,575.6165000461042,2,688177453,1677795089.3964312
1,2,15,725.8882000427693,3,688182000,1677795093.9496875
1,8,30,685.666999951005,2,688186484,1677795098.4374297
1,2,-15,883.5201999722049,3,688191343,1677795103.2961507
1,8,15,662.6125999577343,1,688195546,1677795107.4878585
1,8,-15,661.1218000147492,2,688200437,1677795112.3853562
1,8,15,588.4082000087947,2,688204828,1677795116.7775247
1,4,30,720.3593999696895,3,688209671,1677795121.6141958
1,4,30,652.4849000237882,2,688214625,1677795126.569831
1,8,30,638.6361999288201,3,688219187,1677795131.1351998
420.69,8,0,5000.0,4,688257812,1677795169.759893
420.69,8,0,5000.0,5,688265578,1677795177.5225668
420.69,8,0,5000.0,6,688272750,1677795184.6937523
1,2,-30,718.1932998904958,5,688328937,1677795240.8846586
1,4,30,628.8619000082836,6,688333687,1677795245.6414013
1,4,-15,567.5718000242487,5,688338265,1677795250.206492
1,8,15,678.7392000518739,6,688342562,1677795254.5115044
1,2,-30,885.2126999376342,6,688346687,1677795258.6373065
1,4,-15,706.1409999700263,6,688350890,1677795262.8335392
1,4,0,593.0192000782117,5,688355187,1677795267.1399202
1,4,15,539.5104999737814,5,688359781,1677795271.7300992
1,8,0,516.5106000462547,5,688364062,1677795276.0090594
1,2,-30,725.4934000633657,4,688367828,1677795279.7763975
1,4,-30,722.6241999855265,6,688372187,1677795284.1394143
1,2,0,1015.7671999735758,5,688376453,1677795288.4063132
1,2,30,798.953399932012,5,688381109,1677795293.0556114
1,4,-15,724.0103000625968,4,688386015,1677795297.9708326
1,2,0,628.9911999450997,4,688390718,1677795302.6653578
1,2,-15,885.0806000959128,6,688395281,1677795307.233321
1,4,-30,802.8163000093773,4,688400125,1677795312.0760684
1,4,15,629.2827999535948,4,688405015,1677795316.9609828
1,2,15,588.3881999729201,4,688409500,1677795321.441899
1,4,15,603.9554999992251,4,688413437,1677795325.3784907
1,8,30,685.9675000272691,6,688417750,1677795329.7039757
1,8,-30,603.9973999690264,6,688422468,1677795334.4105918
1,8,-15,663.2955000353977,4,688427265,1677795339.206315
1,2,0,651.0582999875769,5,688431546,1677795343.4991038
1,2,30,886.7864999305457,4,688435531,1677795347.4795477
1,4,0,580.2740000039339,5,688440562,1677795352.5064533
1,8,-15,603.0876999106258,4,688445296,1677795357.2393823
1,8,0,459.8905999995768,4,688449296,1677795361.2420716
1,2,30,721.3336000535637,4,688453437,1677795365.3889549
1,8,30,562.813299995847,4,688457531,1677795369.4730754
