Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,2675578,1677890239.888352
420.69,8,0,10000,2,2688390,1677890252.7007377
420.69,8,0,10000,3,2786000,1677890350.3115554
1,8,-15,624.0968000001121,2,2850296,1677890414.6037824
0,2,0,1123.1438000003582,1,2855000,1677890419.305784
1,4,30,735.0109999996821,2,2860203,1677890424.5157828
0,2,-15,-109.0,1,2864921,1677890429.2370687
1,8,-15,836.4651999999442,3,2870046,1677890434.3510695
1,2,-30,895.170200000317,3,2874453,1677890438.7600713
1,8,15,677.2739000001966,1,2879781,1677890444.0890691
1,4,-15,621.5654000001596,2,2883984,1677890448.2900693
1,8,30,632.5240000000267,2,2888140,1677890452.4540696
1,2,-15,734.2376999999178,2,2892515,1677890456.8251956
1,4,0,542.0430000002998,3,2897265,1677890461.576069
0,2,15,740.4915000001129,2,2901234,1677890465.5480697
0,8,-15,552.7957000003116,1,2905671,1677890469.9870708
1,8,30,831.5795000002399,1,2910265,1677890474.5750701
0,2,30,835.6900000002643,1,2915125,1677890479.442069
1,2,30,1138.494999999617,1,2920125,1677890484.4411523
1,8,0,525.7742000002654,1,2925468,1677890489.7853417
1,4,-15,662.9834999998056,3,2929843,1677890494.149776
0,2,-15,699.1827999999405,1,2934140,1677890498.4470801
1,8,0,628.4758000000838,3,2938593,1677890502.8970916
1,4,15,669.4194999999272,3,2942656,1677890506.9600358
1,4,-15,718.266100000088,1,2947156,1677890511.4658747
1,2,-15,875.7460000000865,2,2952359,1677890516.670275
1,8,-30,723.9939999998714,3,2957218,1677890521.5242748
1,4,0,539.1278000001112,2,2961421,1677890525.7341964
1,2,-15,669.7737999997262,2,2966437,1677890530.7461972
1,4,0,462.8928999999662,2,2971484,1677890535.801197
1,2,15,678.5515999999152,3,2976453,1677890540.7621975
1,8,0,971.0759999997354,1,2980890,1677890545.2071977
1,4,15,627.4434000000983,3,2986312,1677890550.615197
0,2,15,945.1391000001568,3,2990375,1677890554.6812055
1,2,0,525.9973999999747,2,2995281,1677890559.5851967
1,4,30,815.6548999999504,3,2999796,1677890564.110656
1,2,15,596.3765000000567,2,3004406,1677890568.7136896
1,4,15,608.9489000000103,2,3009171,1677890573.485656
1,4,-30,661.6778000001577,2,3013750,1677890578.0663352
1,8,-30,777.735999999928,3,3018671,1677890582.984465
420.69,8,0,5000.0,4,3056750,1677890621.0603707
420.69,8,0,5000.0,5,3063906,1677890628.2243683
420.69,8,0,5000.0,6,3140156,1677890704.4733303
1,2,0,823.9348000001119,4,3198406,1677890762.7123537
1,8,-15,567.6394999999648,5,3202906,1677890767.2163527
1,4,0,573.3902999999518,6,3207046,1677890771.3613534
1,8,15,812.6170999998212,4,3211515,1677890775.827353
1,4,-30,789.24550000003,5,3216703,1677890781.0173614
1,2,30,835.221600000219,5,3221968,1677890786.283504
1,2,0,648.4647999999797,4,3226375,1677890790.6815844
1,8,30,785.5097999999234,6,3230656,1677890794.9672625
1,2,0,540.2428000001382,5,3234984,1677890799.2942615
1,4,-30,750.0881999998601,5,3239062,1677890803.3702629
0,2,15,871.9755999999652,4,3243953,1677890808.2576818
1,4,-30,796.1514999996471,4,3248765,1677890813.0826924
1,4,-15,582.2628000000041,4,3253656,1677890817.9598486
1,4,30,754.8452999998663,6,3258515,1677890822.8266816
1,4,30,841.1763000002938,4,3263750,1677890828.0606825
1,8,30,717.627400000234,6,3268171,1677890832.479682
1,2,-30,994.0907000003936,6,3273234,1677890837.5497837
1,2,30,956.3095000002395,4,3278640,1677890842.9487412
1,2,-30,739.1235999997807,6,3283921,1677890848.2287405
1,8,-15,688.3202999996829,5,3288593,1677890852.902742
1,2,-15,639.9722000000256,4,3292703,1677890857.0157409
1,8,15,569.8155999997798,4,3297171,1677890861.4897401
1,2,15,802.0878000001321,4,3301625,1677890865.938745
1,4,15,531.7161000001906,4,3306109,1677890870.4237401
1,2,30,861.4774000001635,6,3310218,1677890874.5259137
1,8,15,741.796299999729,6,3314562,1677890878.8701973
1,8,0,558.2127000001637,4,3319250,1677890883.5661983
1,8,-30,658.8691000000981,6,3323250,1677890887.5571995
0,2,-30,856.8974999997554,6,3328359,1677890892.6681972
1,8,-30,776.8844000001227,4,3333015,1677890897.3251991
1,2,15,751.7689000000391,5,3337828,1677890902.1381977
1,2,-30,937.5328000000227,6,3342562,1677890906.8721972
