CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,8,-30,507.225000005215,1,167855328,1677274781.57155
1,4,-30,456.685900015524,2,167872484,1677274798.73645
1,4,-30,432.857800009893,3,167884671,1677274810.92042
1,2,-30,459.982299999334,3,167888250,1677274814.50146
1,8,-30,384.339700013166,1,167926250,1677274852.50282
1,4,-30,371.27960001491,3,167930203,1677274856.45151
0,2,-30,453.492400000338,2,167960359,1677274886.60361
0,2,-30,471.057999992277,1,167964093,1677274890.33845
0,4,-30,406.74289999553,3,167968437,1677274894.68973
1,2,-30,499.046200009994,3,167975625,1677274901.87043
1,8,-30,445.315699992003,2,167983953,1677274910.20332
1,2,-30,545.09890000592,1,167988453,1677274914.70468
1,4,-30,408.430900014006,4,168107812,1677275034.05108
1,8,-30,468.547399996547,6,168128953,1677275055.2043
0,2,-30,488.567000018898,6,168194531,1677275120.77663
1,2,-30,432.874499991536,6,168206625,1677275132.87806
