CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,8,-30,530.125100002275,1,77021171,1677184259.47545
1,2,-30,511.502599995234,1,77052140,1677184290.44883
1,4,-30,665.573900009273,2,77056281,1677184294.59083
1,4,-30,630.150599998538,2,77060578,1677184298.88984
1,2,-30,741.969300008728,2,77087781,1677184326.08409
1,4,-30,576.828200003016,2,77119750,1677184358.05509
1,2,-30,951.364600009052,6,77287875,1677184526.19196
1,8,-30,551.218899996835,5,77292265,1677184530.57696
1,8,-30,513.104999987641,4,77296453,1677184534.75796
1,2,-30,687.484999998938,5,77323093,1677184561.39596
1,8,-30,593.515999990283,6,77332125,1677184570.43396
1,4,-30,562.562499992433,4,77363609,1677184601.91696
