CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,4,-30,615.684400003753,3,86703500,1677193941.81669
0,2,-30,463.548800002551,1,86721625,1677193959.9282
1,8,-30,512.053499999107,3,86734156,1677193972.4592
0,2,-30,583.965599999297,1,86742687,1677193980.99723
1,8,-30,534.391799996607,2,86777812,1677194016.11524
1,4,-30,541.429200002691,2,86781875,1677194020.17925
1,2,-30,733.021200005547,1,86803468,1677194041.78124
1,8,-30,634.805999998585,3,86812500,1677194050.80552
1,2,-30,687.124200001941,5,86973609,1677194211.9231
0,4,-30,531.827099996386,4,86995000,1677194233.31726
1,2,-30,531.519200009294,6,87016609,1677194254.92126
1,4,-30,494.835300003993,6,87021515,1677194259.82126
1,2,-30,768.102799990098,5,87025781,1677194264.08526
1,4,-30,648.319899988943,4,87043921,1677194282.23139
1,8,-30,555.824099992984,4,87053171,1677194291.48739
