CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,4,-30,752.786799999891,2,1264515,1677108502.82993
1,2,-30,1074.61230000005,3,1268828,1677108507.14093
0,2,-30,892.988299999994,1,1311562,1677108549.87785
0,2,-30,-109,3,1325078,1677108563.38338
1,2,-30,1111.40850000008,2,1333859,1677108572.17277
1,2,-30,635.844500000227,2,1343671,1677108581.98477
1,8,-30,769.746500000034,1,1405734,1677108644.05072
1,2,-30,914.47490000011,6,1559875,1677108798.17813
0,8,-30,-109,4,1564750,1677108803.05867
1,4,-30,586.25509999994,6,1594109,1677108832.42343
1,8,-30,804.658100000021,6,1598765,1677108837.07843
1,4,-30,782.782899999953,4,1603437,1677108841.74243
1,8,-30,796.687500000113,4,1696781,1677108935.08659
1,4,-30,729.134699999955,6,1701015,1677108939.32958
1,8,-30,733.50639999982,5,1709875,1677108948.17786
