CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,8,-30,927.667499996838,3,79992421,1677187230.72656
0,2,-30,657.584500001045,2,80006765,1677187245.0707
1,4,-30,761.996700003161,2,80015375,1677187253.68176
1,4,-30,666.617699997383,1,80066515,1677187304.82485
1,8,-30,467.83000000543,3,80074937,1677187313.24685
1,2,-30,876.599199993885,6,80249375,1677187487.68784
0,2,-30,-109,4,80263437,1677187501.74284
1,2,-30,729.898100002552,4,80268203,1677187506.50979
1,4,-30,773.178500003647,6,80286718,1677187525.03079
1,2,-30,685.413100011298,6,80296546,1677187534.85279
1,2,-30,662.704600003432,4,80301000,1677187539.30879
1,8,-30,568.593100001104,6,80342671,1677187580.97725
1,8,-30,643.444500001729,6,80346593,1677187584.89626
1,4,-30,939.366000002716,6,80366218,1677187604.52826
