CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,2,-30,579.77780000912,3,506064140,1677104167.15955
1,4,-30,448.157500006724,3,506102593,1677104205.60622
1,8,-30,535.239399989601,2,506112234,1677104215.25374
1,8,-30,766.681000004988,3,506161656,1677104264.67398
1,4,-30,413.760300023947,3,506183031,1677104286.05287
1,4,-30,659.095800012816,6,506313812,1677104416.8321
1,2,-30,550.66840001056,6,506330515,1677104433.5351
1,8,-30,433.850299971178,6,506352125,1677104455.14214
1,8,-30,512.620599995367,4,506355937,1677104458.95279
0,2,-30,423.897599972785,5,506386906,1677104489.91582
1,2,-30,530.336599968374,5,506390984,1677104493.99182
0,4,-30,601.055499977898,6,506408906,1677104511.91878
1,2,-30,823.611600030214,4,506412734,1677104515.75178
1,4,-30,831.93260000227,5,506421953,1677104524.96172
