Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer,timeDelay
3840,2160,121,121,0,Desktop,1.3875000000000004,1.0,1.0,1.0,-0.05,0.7000000000000001,1.0450000000000004,57.71531100478467,-1.0400000000000005,58.14302884615382,1.015625,109
