CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
420.69,8,0,10000,1,80031343,1677186960.40253
420.69,8,0,10000,2,80043671,1677186972.7317
420.69,8,0,10000,3,80057046,1677186986.09867
1,8,0,674.029700003681,3,80122125,1677187051.1804
1,4,0,549.136199999717,3,80164390,1677187093.44406
1,8,0,668.581000002101,2,80172828,1677187101.88202
1,4,0,631.324300000793,3,80203984,1677187133.0414
1,2,0,578.068400002318,2,80248484,1677187177.54225
420.69,8,0,5000,4,80284812,1677187213.86765
420.69,8,0,5000,5,80292281,1677187221.33374
420.69,8,0,5000,6,80300312,1677187229.3677
1,8,0,691.527400002466,6,80375578,1677187304.63673
1,4,0,573.838900000206,6,80393421,1677187322.4727
1,4,0,505.785700003267,6,80402312,1677187331.3628
1,2,0,528.758299999405,4,80423312,1677187352.36457
1,8,0,764.14840000181,5,80440593,1677187369.64385
1,2,0,675.060599995428,6,80461328,1677187390.38137
1,2,0,579.817000002018,5,80481156,1677187410.21245
