CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
420.69,8,0,10000,1,1882171,1677109120.48047
420.69,8,0,10000,2,1895968,1677109134.27532
420.69,8,0,10000,3,1909437,1677109147.74138
1,8,0,649.890600000086,1,1978218,1677109216.52421
1,2,0,729.060399999904,2,1982234,1677109220.54821
1,2,0,595.284400000006,2,1986750,1677109225.05721
1,4,0,918.592800000093,1,2003656,1677109241.96221
1,8,0,482.731499999923,2,2026203,1677109264.52024
1,2,0,602.541899999929,1,2039750,1677109278.05624
1,2,0,919.457000000344,2,2079296,1677109317.60976
1,4,0,578.297500000113,3,2101812,1677109340.12524
420.69,8,0,5000,4,2150265,1677109388.56963
420.69,8,0,5000,5,2159156,1677109397.46963
420.69,8,0,5000,6,2167484,1677109405.80163
1,8,0,743.98580000017,5,2257937,1677109496.24763
1,8,0,579.892799999849,4,2309546,1677109547.85637
1,4,0,756.968000000066,6,2328890,1677109567.19637
1,4,0,889.171000000184,6,2346796,1677109585.09979
