CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,4,-30,433.872899997747,2,168444296,1677275370.5402
1,8,-30,572.721600005403,2,168473640,1677275399.8895
1,4,-30,468.249300025869,1,168510656,1677275436.90838
1,2,-30,588.865399997681,1,168515062,1677275441.30828
1,8,-30,507.95610001334,5,168690171,1677275616.41048
0,2,-30,496.33740001847,6,168698765,1677275625.00819
1,4,-30,529.476799998898,6,168710234,1677275636.48664
1,8,-30,498.131500000833,6,168732156,1677275658.398
0,4,-30,466.785799999721,5,168753468,1677275679.70971
1,2,-30,463.461599978851,6,168766125,1677275692.37671
1,4,-30,494.835800022352,4,168769937,1677275696.17767
0,2,-30,476.338300006697,4,168785359,1677275711.61221
1,2,-30,603.441099982243,4,168788921,1677275715.17078
1,8,-30,447.182700005593,5,168800734,1677275726.97754
1,2,-30,547.183000013698,6,168805234,1677275731.47731
