CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,2,30,548.336300238967,2,-1181388875,1677104534.01975
1,8,30,426.821499768645,3,-1181384734,1677104538.1735
1,2,30,534.336500041187,1,-1181376390,1677104546.51592
1,8,30,775.204399771988,2,-1181313187,1677104609.70634
1,4,30,912.893600001931,3,-1181308375,1677104614.52932
0,2,30,704.029400072992,3,-1181291078,1677104631.82546
1,4,30,508.925900034606,2,-1181286453,1677104636.44409
1,2,30,577.264199670404,4,-1181134937,1677104787.95846
1,8,30,439.977700062096,6,-1181122859,1677104800.03411
1,8,30,412.015199832618,4,-1181118578,1677104804.32628
1,4,30,579.922700006515,5,-1181110437,1677104812.46225
1,4,30,515.988500028849,6,-1181098406,1677104824.49366
1,2,30,546.11570032686,6,-1181074140,1677104848.75945
