CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,8,30,402.560999992071,1,167851625,1677274777.86863
1,2,30,527.370099993655,3,167859625,1677274785.86719
1,2,30,479.169700000435,2,167892750,1677274819.00219
1,4,30,461.704899990233,1,167918171,1677274844.42539
1,8,30,456.205599996261,1,167951781,1677274878.02137
1,2,30,515.368499993579,2,167955890,1677274882.13377
1,4,30,553.178099999437,2,167992265,1677274918.50451
0,4,30,499.988699998008,5,168145359,1677275071.60525
1,2,30,453.151699996321,5,168149843,1677275076.08344
1,4,30,460.979000021704,5,168165531,1677275091.77159
1,8,30,470.190699994797,6,168177125,1677275103.37036
1,4,30,617.860800001305,6,168228328,1677275154.57523
1,8,30,518.238499990199,5,168236203,1677275162.44291
