Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
0,4,-0,-109,3
0,6,-0,-109,2
0,8,-0,-109,1
0,8,-14,-109,3
0,8,-14,-109,2
0,8,7,-109,1
0,6,-0,-109,2
0,8,21,-109,3
0,8,0,-109,1
0,6,-21,-109,2
0,8,0,-109,3
0,6,-0,-109,1
1,8,7,734.144499987829,2
0,8,-14,-109,2
0,4,14,-109,1
0,8,-7,-109,2
1,8,-21,705.585099986289,2
0,4,-21,-109,1
1,6,-21,1210.28369996604,2
0,8,-21,-109,2
0,8,-14,-109,3
0,4,-14,-109,1
0,6,21,-109,3
1,8,-21,925.247000003234,1
1,8,-0,1566.57419999503,2
0,8,21,-109,1
0,6,-0,-109,3
0,8,7,-109,2
0,6,-7,-109,1
0,8,-7,-109,3
0,6,14,-109,3
0,4,21,-109,1
0,4,21,-109,1
0,8,0,-109,3
0,8,-0,-109,3
1,4,-0,1088.79050000943,2
0,4,-21,-109,3
0,4,-7,-109,1
0,4,0,-109,3
0,4,7,-109,3
1,4,0,1000.94890000438,2
0,4,0,-109,3
1,8,7,905.836599992123,2
0,4,7,-109,1
0,6,21,-109,2
1,6,7,1006.02389999805,2
1,4,7,463.857599996496,2
1,4,0,472.402299983893,2
1,8,14,641.046500004828,2
0,6,-7,-109,1
0,6,0,-109,1
0,6,-0,-109,3
0,4,21,-109,3
0,6,-14,-109,3
0,6,0,-109,1
0,8,-21,-109,1
1,8,21,1022.7322999821,2
0,6,-21,-109,3
1,4,-21,1393.54590000259,2
0,4,-7,-109,1
0,6,-14,-109,1
0,8,-14,-109,3
0,8,14,-109,3
0,6,14,-109,3
0,4,-14,-109,1
0,6,0,-109,3
1,6,-14,995.61799998302,2
0,8,14,-109,1
0,4,-7,-109,1
0,8,21,-109,2
1,6,14,678.890800042078,2
1,4,21,397.40429998748,2
1,4,14,382.847199969925,2
1,6,-7,928.892699998338,2
0,6,-0,-109,3
1,6,7,944.632199997082,2
1,4,14,533.63519999804,2
0,4,14,-109,3
0,4,-0,-109,1
0,6,0,-109,1
0,6,21,-109,1
1,8,0,636.21049996838,2
0,6,21,-109,1
0,8,14,-109,3
0,4,-21,-109,3
0,4,-14,-109,3
0,6,7,-109,3
0,6,0,-109,1
0,6,7,-109,3
0,8,-14,-109,2
0,4,-14,-109,3
0,6,21,-109,1
0,8,-21,-109,1
0,4,-14,-109,1
0,6,-14,-109,1
1,4,-7,820.510999994818,2
0,6,-7,-109,1
0,8,7,-109,3
0,8,0,-109,1
0,8,-0,-109,3
0,6,14,-109,1
0,8,-7,-109,1
0,8,21,-109,2
0,8,14,-109,1
0,8,-0,-109,1
0,6,-14,-109,1
1,4,-21,1201.15500001376,2
0,8,7,-109,1
0,4,21,-109,1
1,4,0,701.146899952088,2
1,8,-7,1140.88209997537,2
0,4,-0,-109,3
0,6,-21,-109,1
0,6,-21,-109,1
0,8,-7,-109,1
1,6,-7,997.275799975265,2
0,4,-7,-109,1
0,4,7,-109,1
0,8,-14,-109,1
0,4,-0,-109,1
0,4,14,-109,1
1,4,7,991.791100005154,2
0,4,-0,-109,1
1,8,-0,796.315199983306,2
0,6,7,-109,1
1,6,14,1060.45079999277,2
1,6,-0,1082.34269998176,2
0,8,21,-109,3
0,8,0,-109,1
1,6,-21,963.063500003424,2
0,8,0,-109,3
0,6,-0,-109,1
1,8,-14,599.578500023577,2
0,4,14,-109,1
1,8,-7,859.491500010714,2
0,4,-21,-109,1
1,8,-21,1328.03969998751,2
0,8,-14,-109,3
0,4,-14,-109,1
0,6,21,-109,3
0,8,21,-109,1
0,6,-0,-109,3
1,8,7,1358.06499997526,2
0,6,-7,-109,1
0,8,-7,-109,3
0,6,14,-109,3
0,4,21,-109,1
0,4,21,-109,1
0,8,0,-109,3
0,8,-0,-109,3
0,4,-21,-109,3
0,4,-7,-109,1
0,4,0,-109,3
0,4,7,-109,3
0,4,0,-109,3
0,4,7,-109,1
1,6,21,1202.75990001066,2
0,6,-7,-109,1
0,6,0,-109,1
0,6,-0,-109,3
0,4,21,-109,3
0,6,-14,-109,3
0,6,0,-109,1
0,8,-21,-109,1
0,6,-21,-109,3
0,4,-7,-109,1
0,6,-14,-109,1
0,8,-14,-109,3
0,8,14,-109,3
0,6,14,-109,3
0,4,-14,-109,1
0,6,0,-109,3
0,8,14,-109,1
0,4,-7,-109,1
1,8,21,1104.26170000248,2
0,6,-0,-109,3
0,4,14,-109,3
0,4,-0,-109,1
1,6,0,1354.1684999913,1
0,6,21,-109,1
1,6,21,1361.07290000329,1
1,8,14,831.193600021303,3
1,4,-21,1224.34190002643,3
1,4,-14,624.28569997102,3
0,6,7,-109,3
0,6,0,-109,1
0,6,7,-109,3
1,8,-14,788.61800004635,2
0,4,-14,-109,3
0,6,21,-109,1
1,8,14,837.167600050103,3
1,6,-14,691.067599979229,3
1,8,-0,1125.99270004686,1
1,6,14,964.404699971434,3
1,8,-0,667.487499999348,1
1,4,-21,1040.02180002537,3
1,4,7,818.944800001569,2
1,8,-0,1208.60650000069,1
1,6,7,611.886399969459,1
1,8,-14,623.873599976301,3
1,8,-14,575.244200005196,3
1,8,-21,723.080199965276,3
1,6,0,898.108199992217,1
1,6,-21,665.573699978646,3
1,4,-14,1368.56030003075,1
1,4,14,681.854800026864,2
1,4,-0,839.709099960979,2
1,6,-14,901.879400011618,1
1,4,0,645.919100028928,2
1,4,-14,627.674199986737,2
0,6,14,-109,1
1,6,-7,925.600000013597,2
1,6,0,817.166000019293,2
1,8,0,637.625300031155,3
1,4,7,810.441599980928,3
1,4,14,941.499599950854,1
1,8,0,1314.42080001254,1
1,6,-0,842.441899989732,3
1,4,-0,641.081899983343,3
1,8,-7,585.464700005483,2
1,8,21,1207.1483000149,3
0,6,21,-109,2
1,4,0,1034.33400002215,3
1,4,21,1385.08440000843,1
1,4,21,536.179599989206,2
1,8,7,817.60160001833,3
1,6,7,615.824399978388,3
1,8,0,802.197900015395,2
1,6,14,1324.09310002951,2
1,4,-0,1017.1089000036,1
1,4,-7,1276.91949996771,2
1,6,-7,666.696600030642,2
0,6,-0,-109,3
1,4,-7,783.886399989948,2
1,4,-7,830.166800002567,1
1,4,-7,610.643199990969,2
0,8,-7,-109,2
1,4,7,1104.44109997153,1
1,6,-21,597.101900024805,2
1,4,-14,1021.61400002334,3
1,8,-7,1006.2529999963,1
1,8,14,758.901899968274,3
1,6,7,745.053699993528,3
1,8,21,683.693700001109,1
1,8,-7,1097.87230001204,3
1,8,14,937.413700038102,3
1,4,21,648.196599966846,3
1,4,-21,1132.65809998522,3
1,6,0,729.446500012651,2
1,6,21,825.134899987839,1
1,4,0,911.597899972927,2
1,8,14,817.908300025389,1
1,6,-7,614.141699971166,3
1,6,-14,1385.5753000211,1
1,8,7,631.214799996465,1
1,6,0,902.883199971635,2
1,4,-0,591.162000022829,2
0,4,-21,-109,3
1,4,0,1095.23600001959,1
1,6,21,853.375600007363,1
1,6,-21,846.013300001156,1
1,8,-14,533.964800004847,1
1,4,-14,875.518600045703,2
1,4,14,811.910899993032,3
1,4,21,577.917300045025,3
1,4,14,650.872999973595,3
1,4,-21,671.320100020617,3
1,4,21,1057.6049999767,1
1,6,-7,677.09199996572,1
1,8,21,1189.21660002926,2
0,4,7,-109,3
0,6,-21,-109,3
1,8,-7,744.266499994788,2
1,8,0,550.893399977591,1
1,4,14,729.964299997315,1
1,6,-14,870.569799965248,2
1,6,-0,1019.48700000905,1
1,4,-21,597.910600012634,1
1,4,-0,483.953800049145,1
1,6,7,587.521099947859,2
1,8,-21,772.762299977709,2
1,6,-0,701.386200028006,1
1,8,-21,712.687899995595,1
1,6,14,624.136099996045,2
1,6,21,747.130200030748,1
1,8,21,695.853599984199,2
1,8,7,729.722500018775,1
1,8,-14,582.947599989362,3
1,6,-14,417.489499956369,3
1,8,-0,696.41179998545,1
1,8,0,461.478899986483,1
1,6,-7,587.017000009306,2
1,6,-21,412.642899955623,2
1,8,14,607.119799995795,1
1,6,7,871.393500009086,1
1,6,-0,586.640499994624,2
1,4,-7,506.338500007056,2
1,8,-21,658.537500010803,1
1,8,7,513.066700016148,1
1,6,0,437.350900025573,1
1,8,21,519.777600009926,1
1,6,14,478.270900025032,2
1,8,-14,448.063499989454,1
1,8,7,596.358699953649,1
1,4,7,583.59890000103,2
1,4,0,329.865100033581,2
1,6,21,494.453000017907,2
1,8,-21,626.08379998384,2
1,8,-0,425.841699991375,2
1,4,-14,672.429200025741,1
1,6,14,719.059000021312,1
1,6,21,711.307100017089,2
1,6,-0,731.469499991741,3
1,8,-7,1107.43400000175,2
1,4,-21,1363.1789000323,3
1,4,7,570.140999971423,3
1,6,-21,596.815900000744,3
