Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
0,8,21,-109,2
1,8,7,1399.39129998349,3
1,8,-0,630.017300016712,3
1,6,0,687.009700046852,2
1,6,21,424.899299975019,1
1,4,14,419.628800006118,1
1,6,-14,334.820399988908,1
0,4,-0,-109,2
0,4,-7,-109,3
1,4,-21,860.85609998228,3
1,4,-21,410.215699983761,3
1,4,7,328.537699996028,3
1,8,-21,456.925899951253,3
1,4,14,497.744999997318,3
1,8,14,966.832400005311,2
1,6,-14,621.23640003521,2
1,8,7,516.326400040649,1
0,6,-0,-109,3
1,6,14,764.374299961142,3
1,6,-0,539.413299990352,2
1,6,-7,581.55010000011,2
1,6,0,578.967100006063,1
0,4,-0,-109,3
1,4,21,681.827999997418,3
1,8,-21,587.872400003485,2
1,4,-7,429.371299975552,2
1,4,21,687.047100040596,3
1,6,-7,1208.09900003625,3
1,6,-0,562.372100012377,2
1,8,14,580.33730002027,1
0,6,7,-109,3
1,4,-21,1012.5944000287,3
1,6,-21,297.827799975872,3
0,6,-21,-109,2
1,8,14,676.776599950623,1
1,8,-14,1447.87940004282,3
1,8,0,853.247800023761,2
1,8,-0,433.298100015614,1
0,6,14,-109,2
1,4,21,1392.00380001822,2
1,6,21,629.118199980818,2
0,8,14,-109,3
1,4,-7,634.792499997653,3
1,4,0,673.846799993422,1
1,6,-0,805.979599998333,2
1,4,-7,762.950800006744,3
1,4,7,758.98609996913,3
1,8,-21,614.465399991255,1
1,4,-14,607.683399979956,1
1,8,14,708.057500011288,2
1,8,21,1045.18539999519,3
1,8,0,452.543499992695,3
1,4,21,1334.53319995571,3
1,8,0,603.717700051144,2
1,6,-14,871.952300014906,2
0,6,-21,-109,3
1,8,-7,658.980000004172,2
1,4,-0,455.413999964017,2
1,6,-14,721.319300002884,3
1,4,-14,551.831699962728,3
1,8,-14,361.139600045513,1
1,6,14,878.060200015549,2
1,8,0,537.150499989744,1
1,4,0,438.6728999638,1
1,6,7,480.678500022274,1
1,8,7,563.29319998296,2
1,4,-7,484.274599988945,1
1,6,0,436.262300001923,1
1,8,-7,342.755799993407,1
1,6,21,884.12810000265,3
1,8,-0,909.890800012741,3
1,8,21,850.941199980676,2
1,8,-7,766.293099961709,3
1,8,-14,1353.53249997972,2
1,4,7,517.335999986622,1
0,8,21,-109,3
1,6,-7,618.581100014504,2
1,6,7,584.482199974824,1
1,8,-14,478.24570000777,1
0,4,-14,-109,3
1,6,14,910.600300001912,2
1,6,14,411.829099987168,3
1,8,0,331.281599992886,3
1,8,7,557.815900010988,2
1,6,0,757.587699973024,2
1,8,-0,556.48230004264,1
1,4,-0,658.294699966442,3
1,4,-14,679.444700010587,2
0,8,-21,-109,3
1,8,-7,526.20309998421,3
1,6,-21,310.696099997964,3
1,4,-21,455.469399978407,2
1,4,14,485.163900008425,2
1,6,7,434.059199990239,3
1,6,-7,500.418599982746,1
1,4,-21,592.263200026006,1
1,4,7,362.790999989025,1
1,4,0,1135.31849998655,3
1,4,0,516.12089998927,2
1,4,14,396.42309996672,1
1,6,-21,422.427700014319,1
1,6,-0,592.424000028055,3
1,8,-14,355.858799998183,2
1,6,7,438.695999965072,3
1,4,14,845.880899982527,1
1,8,-0,782.294200031552,2
1,6,21,393.028899965808,1
1,4,-0,960.715699995868,3
1,4,0,522.307099945843,1
1,6,-14,404.819699990563,1
1,6,0,360.511699979194,1
1,4,21,839.708100011572,3
1,4,7,768.679000026546,2
1,8,-7,817.706500002183,2
1,6,21,694.270199976396,2
1,8,7,582.408000013325,2
1,8,21,534.437099992298,1
0,8,-21,-109,2
1,4,-14,590.809000012465,1
1,6,-7,749.263400034048,2
1,8,21,785.337299978361,2
1,4,-0,400.960299998056,2
1,4,-7,518.363400009926,3
1,6,-0,603.829899974167,3
1,4,-0,446.26719999034,3
1,6,7,832.799999971408,3
1,6,-21,648.656199974008,2
1,6,14,717.598200015724,2
1,8,14,524.461100049317,3
1,6,-21,515.303699994925,3
1,8,21,423.405100006144,3
1,4,-14,428.582300021313,3
1,8,-21,236.470800006296,3
1,8,-21,590.593600002117,2
