Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
0,4,-24,-109,3
0,4,16,-109,2
1,8,-8,1073.66890000086,3
1,6,-16,1445.20569999842,2
1,8,-16,642.150000025518,3
1,8,-0,526.891599988099,1
0,8,-24,-109,2
1,4,-24,774.400599996094,2
1,4,-8,994.086899966002,3
1,6,-0,1181.45840003528,3
1,6,8,707.481599991675,1
1,6,-8,800.734099986963,1
1,8,16,1335.19629999902,2
1,4,8,1806.7172999694,2
0,8,-24,-109,1
0,4,-24,-109,2
1,4,16,645.147900035605,1
1,6,0,871.525800026953,1
1,6,24,1070.80360001093,2
1,4,-16,642.011000014842,1
1,4,-8,495.205600044224,1
1,8,-0,921.90140002314,2
1,6,-16,920.800299962517,3
0,8,16,-109,2
1,6,24,1021.83179999376,2
1,6,-16,520.722999990918,1
1,6,-16,1181.50399997504,1
1,6,-0,1378.27769998368,1
1,6,-24,1018.13370000711,2
0,8,-24,-109,1
1,8,0,819.457600006368,2
1,6,-24,1005.68190001324,2
1,8,0,663.755300044082,3
1,6,0,677.212100007106,3
1,8,-24,665.454700003844,1
0,6,-24,-109,3
1,4,16,839.901899973862,1
1,4,8,1426.63609998673,1
0,8,-0,-109,3
1,4,8,547.972699973267,3
1,8,-24,1000.12429995369,1
1,8,8,878.888999981806,2
1,8,-8,1068.88299999665,3
1,6,-8,1232.89000003971,2
1,4,-16,1138.11240001488,2
1,8,-8,1488.66460000537,2
1,6,16,1473.10999995936,2
1,8,0,1186.46250001295,2
1,8,8,653.996300007217,2
1,4,8,518.680599980522,2
1,8,-16,766.615400029346,2
1,8,24,606.359299967531,1
1,4,-0,629.708599994425,1
1,4,8,633.983000003733,3
1,6,0,656.558000013698,2
1,4,16,1101.34600003622,3
1,6,-8,706.167199994903,3
1,8,8,888.421400039457,3
1,4,24,870.827600007411,1
1,6,0,1196.82279997179,2
1,8,8,758.589200031944,1
1,6,-0,579.444399973378,3
1,6,16,631.967300022021,1
1,6,-16,947.81049998384,1
1,4,-0,985.437699997798,2
1,6,-8,1186.28800002299,2
1,6,-0,595.195700003766,1
1,8,-16,1302.4785999991,1
1,8,16,868.832200005651,1
1,8,0,548.634200004395,1
1,4,-24,1071.64899998717,3
1,4,0,878.405500025488,2
1,4,16,620.573199991137,1
1,6,-0,1353.75959996274,2
1,4,-8,1313.31889994582,3
1,6,24,216.861499994062,2
0,4,24,-109,3
1,6,8,765.655899999198,2
1,4,24,949.686300006229,1
0,4,-0,-109,3
1,8,24,631.024900005665,2
1,8,-8,576.975399974268,1
1,6,0,1072.19599996135,2
1,8,-8,802.259600019548,2
1,8,24,472.105100049172,3
1,4,0,780.12700000219,1
1,6,-24,1156.00459999079,2
1,8,8,676.779700032435,1
1,6,16,584.271099997219,1
1,4,0,653.072800018359,2
1,4,0,607.176400019322,1
1,4,-8,1139.12549998751,2
1,6,8,734.73580000829,3
1,8,0,594.170299995691,2
1,6,24,895.1536000208,3
1,6,16,844.782399999909,1
1,4,24,860.289000029676,1
0,6,-8,-109,2
1,4,-16,572.641499977559,2
1,8,-16,992.496999966912,2
1,4,24,364.803299944848,3
1,8,24,594.116200049408,1
1,4,-16,891.194799969904,3
0,4,-16,-109,3
1,6,24,1252.72500002431,1
1,4,0,874.72170003131,2
1,6,8,659.853000015952,3
1,4,-0,533.879000050016,1
1,4,-8,959.134100001771,3
1,8,-16,578.761100009084,2
1,6,8,694.875599987805,3
1,6,-24,1442.80739995558,2
1,4,-24,1271.57360000676,2
1,8,24,624.21020003641,1
1,8,-0,775.456600004341,3
1,4,-0,749.267400006298,3
1,8,16,724.948100043926,1
1,6,16,565.068199994508,1
1,8,16,768.030700037722,2
0,8,-0,-109,2
1,4,-24,1095.959900002,3
1,4,16,537.271699981298,2
1,8,-24,1214.07290000608,2
1,8,-24,629.149499986321,1
1,4,-24,1192.43389996374,2
1,8,16,536.104700000957,2
1,8,-24,1077.1021000077,1
1,6,-24,882.513199987821,3
1,8,-0,965.796200031415,3
1,4,24,627.724000016693,3
1,4,-0,554.84349996224,3
1,6,-8,624.232600032352,2
1,4,-16,825.69790002564,3
1,8,-0,774.273600018583,2
