Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,89504531,1677798665.8351872
420.69,8,0,10000,2,89523593,1677798684.9101052
420.69,8,0,10000,3,89539828,1677798701.1411095
1,8,15,891.887000001967,1,89611593,1677798772.907846
1,4,0,607.9273000035901,1,89616890,1677798778.2008996
0,2,-30,911.773399999598,3,89621593,1677798782.8976815
1,8,0,558.3728000023402,2,89626812,1677798788.1217015
0,8,-15,740.5617000007769,3,89631718,1677798793.0287423
1,4,-15,967.2201999896206,2,89636468,1677798797.7857041
1,2,0,507.3152999943122,1,89641781,1677798803.0933893
1,8,30,873.9781000007642,1,89646156,1677798807.4733884
0,4,-30,763.164900007192,1,89650781,1677798812.088389
1,8,-30,790.1008000011789,2,89655796,1677798817.1083918
0,2,30,1130.727700012736,1,89660812,1677798822.1294436
1,2,0,679.8597999990452,1,89665406,1677798826.7124236
0,2,-30,-109.0,3,89669968,1677798831.2794237
0,4,30,639.7108999921475,3,89675578,1677798836.8814237
1,8,-30,789.2822999969358,2,89680265,1677798841.5704243
1,4,-15,674.9040999970166,1,89685234,1677798846.5394235
1,4,0,624.2271000050241,2,89689953,1677798851.2660844
1,8,15,917.4883999916492,1,89694703,1677798856.0200841
1,8,-15,747.7341000016313,3,89699546,1677798860.8620827
1,4,15,756.9810000099242,3,89704140,1677798865.4547803
0,4,-30,1126.8821999951033,1,89709140,1677798870.443616
1,4,-30,748.7411000005668,3,89713812,1677798875.1216183
1,8,30,859.212300009327,3,89718250,1677798879.5556173
1,8,0,636.5462999932934,3,89722625,1677798883.9376168
0,4,30,982.4952000021003,2,89727656,1677798888.9586332
1,8,30,764.0544999998529,3,89732500,1677798893.806432
1,2,15,1060.202300006873,2,89737296,1677798898.602671
1,4,0,604.3247000019765,1,89741750,1677798903.0656176
1,2,-15,888.3032999987481,1,89746093,1677798907.407343
0,2,15,-109.0,3,89750828,1677798912.1312597
1,4,-30,736.484800011036,2,89755781,1677798917.0951235
1,8,-30,621.1481000031345,2,89760765,1677798922.0802732
0,2,15,653.7023999957601,1,89765562,1677798926.878273
0,2,30,687.6168999992078,3,89769578,1677798930.8837664
1,4,30,703.5643000093987,2,89774343,1677798935.6597676
1,4,15,690.7180999955162,3,89778703,1677798940.0127697
1,2,0,633.7836999995634,3,89782921,1677798944.236767
1,4,30,847.5946999937296,2,89787796,1677798949.102926
1,4,-15,790.281100006192,1,89792265,1677798953.5769258
1,4,-15,693.0414000056917,3,89797281,1677798958.5989332
1,8,-15,816.9453999984544,1,89802421,1677798963.7259264
420.69,8,0,5000.0,4,89842328,1677799003.644925
420.69,8,0,5000.0,5,89851609,1677799012.9129305
420.69,8,0,5000.0,6,89859875,1677799021.1879268
1,2,15,813.1033000067109,5,89916609,1677799077.9269931
1,8,15,648.0730000006733,4,89921406,1677799082.718977
0,2,-15,855.1647999960696,4,89925750,1677799087.0556147
0,2,-30,866.5026000057114,4,89930406,1677799091.7236228
1,8,-15,701.4389999934938,4,89935578,1677799096.8957546
1,2,-30,1148.9890000051819,6,89939984,1677799101.2897468
0,2,30,700.9855000036769,6,89944968,1677799106.283698
1,4,30,710.6410999953514,5,89949859,1677799111.171436
1,2,30,743.3977000004379,4,89954796,1677799116.114323
1,2,0,696.3270000091288,6,89959687,1677799120.992321
1,2,15,743.5257000001147,4,89964515,1677799125.825321
1,4,15,974.3265999972355,5,89969000,1677799130.303327
1,8,0,480.96749999641906,5,89973468,1677799134.771322
1,4,15,572.6350000008242,6,89977734,1677799139.0411043
1,8,0,527.9775999919511,4,89982296,1677799143.6111047
1,2,-15,797.216500006849,4,89986609,1677799147.9161046
1,8,-30,778.0331999933114,5,89991843,1677799153.1581042
1,2,-30,928.9599999869242,5,89997062,1677799158.3741317
1,2,30,809.9398000016809,4,90001531,1677799162.8381052
0,2,-30,803.195500000962,4,90005781,1677799167.092118
0,4,-30,766.2217999863205,6,90010625,1677799171.9368138
0,2,30,877.849799999618,5,90014750,1677799176.0608468
0,4,30,881.9104999969713,6,90019468,1677799180.7859063
1,2,-15,845.6192999987397,5,90024156,1677799185.459906
0,2,30,916.6870000011986,6,90029468,1677799190.7814264
1,4,-30,664.7435000017285,5,90033765,1677799195.0825007
1,2,-30,925.6764999994775,6,90038609,1677799199.9164329
1,8,15,797.9659000087995,6,90043796,1677799205.1144257
0,2,-30,847.859899990377,6,90048687,1677799209.9936137
1,8,-15,707.6456000035396,4,90053531,1677799214.8378496
1,4,30,757.1152999993647,5,90058515,1677799219.8279355
1,8,30,877.513299998478,6,90063359,1677799224.6683114
0,2,30,869.9673000050243,5,90068109,1677799229.4273412
1,2,30,855.4742999953451,5,90072765,1677799234.0813386
1,4,-30,709.7616000068374,5,90078000,1677799239.303338
1,2,-15,745.2843000032008,5,90082140,1677799243.4513397
0,2,30,775.0984999987995,6,90087312,1677799248.6283395
1,2,-30,868.2778000042308,4,90091687,1677799252.999339
1,2,30,794.7993999954779,4,90096203,1677799257.5133376
0,2,15,841.7370000064839,5,90100421,1677799261.7393384
1,2,15,642.3013999996474,5,90104812,1677799266.1293383
1,4,0,672.4000000071246,4,90109000,1677799270.3113384
