Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,3620640,1677891184.9555538
420.69,8,0,10000,2,3632921,1677891197.2305532
420.69,8,0,10000,3,3645640,1677891209.9525607
1,8,15,764.9330999997037,1,3710296,1677891274.6146202
1,8,15,709.7184999997044,1,3714546,1677891278.8617787
0,2,-15,715.1682000002584,2,3719140,1677891283.4567711
1,4,-15,584.1686000002628,1,3723859,1677891288.1717713
1,8,0,404.72630000014397,2,3727921,1677891292.2397919
1,4,15,647.4395999997942,1,3732437,1677891296.7407799
0,2,-15,602.8604999996023,1,3737156,1677891301.4717724
0,2,30,715.9478000002455,2,3741812,1677891306.1277719
1,2,0,683.6818000000821,1,3746828,1677891311.13661
1,2,-15,650.6878999997898,1,3751390,1677891315.69661
0,2,-15,748.621100000415,3,3756421,1677891320.7306106
0,2,15,724.5431999998946,2,3760625,1677891324.9384441
1,8,0,442.24279999972714,2,3765656,1677891329.9594443
1,4,-30,756.443299999697,2,3770468,1677891334.7814436
1,4,-15,813.2998999998708,1,3775312,1677891339.6284442
1,2,15,673.5471999999536,2,3779718,1677891344.0244436
1,2,30,636.5635000001166,3,3784265,1677891348.5824432
1,2,0,758.6063999996586,3,3789078,1677891353.3891087
1,8,-30,663.5193000001127,1,3793796,1677891358.10111
1,2,-15,670.7090999997636,2,3798000,1677891362.3032029
1,8,30,734.222699999842,3,3802109,1677891366.4204113
0,4,30,589.0868999999075,3,3807078,1677891371.390412
1,4,-30,843.8999999997723,2,3811609,1677891375.9257314
1,2,0,520.1547000000719,2,3816937,1677891381.2489603
1,8,-30,645.2376000001241,2,3820937,1677891385.248961
1,2,15,526.2835000002415,2,3825875,1677891390.1789608
1,4,0,544.371700000207,3,3829890,1677891394.2081614
1,8,-15,503.82089999986056,2,3834437,1677891398.748961
1,2,0,431.204200000062,2,3838515,1677891402.8289623
1,8,15,563.5413999997727,3,3842390,1677891406.6949606
1,2,15,880.7053999998207,2,3846890,1677891411.203098
1,4,30,806.2742999999646,3,3851406,1677891415.716685
1,2,-30,747.5515999998752,3,3855656,1677891419.962699
0,2,-15,632.2336000002142,1,3860875,1677891425.1917002
1,4,0,412.578700000191,2,3865765,1677891430.070701
0,8,-30,593.4489000000358,1,3870421,1677891434.7363968
0,2,-15,633.7155000000312,1,3875140,1677891439.447399
1,4,15,665.1729999997915,1,3879484,1677891443.7923727
1,4,-15,725.9144000003434,1,3883984,1677891448.3004584
420.69,8,0,5000.0,4,3922031,1677891486.3444166
420.69,8,0,5000.0,5,3929421,1677891493.7338204
420.69,8,0,5000.0,6,3936859,1677891501.1678195
0,4,30,739.9134000001286,6,3995484,1677891559.7888336
1,8,-30,726.7891999999083,4,3999828,1677891564.130835
1,2,-15,621.2887999999257,5,4004234,1677891568.5409591
0,2,30,795.3421000001217,4,4008343,1677891572.6525042
1,4,30,617.4400999997633,4,4013437,1677891577.752911
0,2,15,758.1236999998655,6,4018437,1677891582.7539117
1,4,15,800.5290000000205,4,4022593,1677891586.8999815
1,8,0,482.94190000016533,6,4026828,1677891591.1380768
1,4,-30,735.5849999998245,4,4031593,1677891595.9081824
1,8,-15,654.4198000000652,4,4036781,1677891601.0931816
0,4,30,850.6090999998523,4,4041578,1677891605.8895276
1,4,0,541.1403000002028,4,4046296,1677891610.6065266
1,8,30,664.2325000001765,4,4050875,1677891615.1824663
1,2,30,991.4069000000527,4,4055515,1677891619.8330345
0,4,-15,641.9210000002895,5,4060656,1677891624.9660335
0,4,15,708.8192000000308,6,4064625,1677891628.9410343
0,2,30,874.9710999999625,4,4069187,1677891633.4970326
1,8,0,508.72500000006403,5,4073703,1677891638.0210354
1,4,30,974.5864999999103,6,4078062,1677891642.3710327
0,2,-15,845.5293999999558,4,4082531,1677891646.8450334
1,4,0,523.37270000036,5,4087140,1677891651.4544175
0,2,-30,881.8105999998043,6,4091703,1677891656.0133963
1,8,-30,702.2714999997479,4,4096750,1677891661.0563962
1,8,30,907.7799000000741,6,4101140,1677891665.450063
1,2,15,832.7602000003171,6,4105734,1677891670.0430615
0,2,30,986.1812000002974,5,4110343,1677891674.660063
1,8,-15,648.2030999999697,6,4115312,1677891679.6250622
1,4,15,1080.0402999997605,4,4119703,1677891684.0150645
1,2,-30,900.2721999999412,4,4124515,1677891688.8210611
1,4,-30,936.398700000078,6,4129250,1677891693.5600624
0,2,30,904.5857000004762,4,4134625,1677891698.9350622
1,2,30,921.4053999998359,5,4139781,1677891704.0870633
1,2,-30,1190.0700000000288,6,4144734,1677891709.045144
1,8,-15,550.4214999995529,5,4150265,1677891714.5734344
1,2,-15,636.9877000001143,5,4155093,1677891719.4032714
1,8,15,581.7006000001275,6,4159375,1677891723.6790996
1,8,30,686.5904999998893,6,4164281,1677891728.5933852
1,2,-30,906.6458999999813,4,4168609,1677891732.9166698
1,4,30,802.749900000359,6,4173156,1677891737.4597654
1,2,30,865.7839000001477,5,4178093,1677891742.4116702
1,4,-15,557.13260000031,5,4182406,1677891746.7216694
