Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,915859,1677888480.1664588
420.69,8,0,10000,2,928484,1677888492.7874606
420.69,8,0,10000,3,941765,1677888506.0757186
1,2,-15,962.3230000000067,3,1009218,1677888573.5343604
1,2,30,707.919299999995,1,1014328,1677888578.6383598
1,2,30,1072.050300000038,2,1018718,1677888583.024361
1,2,-15,686.3322999999273,1,1024031,1677888588.3373609
1,2,0,780.7603999998864,3,1028500,1677888592.804361
1,8,15,762.0372000000461,1,1033562,1677888597.8703609
0,4,-30,647.2745000000177,2,1037796,1677888602.1134138
1,8,0,460.38450000006924,2,1042000,1677888606.316565
1,4,-15,870.471999999987,2,1046953,1677888611.2575948
1,2,0,809.4580999999525,1,1051687,1677888615.992125
1,2,-30,870.3561000001318,3,1056531,1677888620.8371246
1,2,-30,754.0116000001635,2,1061125,1677888625.4401257
1,8,-15,699.9664999999968,1,1065421,1677888629.7321255
1,2,0,603.58499999999,3,1070218,1677888634.5218694
0,2,15,971.865600000152,3,1075296,1677888639.6018696
0,8,30,1021.1331000001937,2,1079968,1677888644.2738693
1,4,30,670.1345999999066,2,1084968,1677888649.2808714
1,4,30,894.1202000000121,3,1089625,1677888653.9358711
1,2,15,769.1280999999126,2,1094281,1677888658.591886
1,2,0,801.0785000000542,1,1099296,1677888663.6009157
1,4,-30,726.4881999998724,3,1103625,1677888667.9379168
1,4,0,568.4545000000671,2,1107796,1677888672.1139848
1,2,15,671.6072999999287,1,1111921,1677888676.230126
1,2,30,705.2393999999058,3,1116562,1677888680.875124
0,2,-15,766.996799999939,1,1121468,1677888685.7746305
0,8,30,-109.0,2,1126015,1677888690.333636
1,8,-30,795.2673999999806,1,1130843,1677888695.1507258
0,4,15,661.2076000000488,1,1136125,1677888700.4313984
1,2,-30,726.2861999999277,2,1140828,1677888705.1343966
1,4,-30,926.3459000000385,3,1146046,1677888710.3593967
1,4,0,579.9840000001186,1,1151312,1677888715.6263998
1,8,-15,715.580400000059,3,1155453,1677888719.7633982
0,4,30,736.1440999999704,1,1159703,1677888724.0173984
1,8,15,718.9752999999346,1,1164828,1677888729.1413994
1,8,-15,722.8660999998428,3,1170031,1677888734.3444285
0,4,-15,1044.935199999978,3,1175140,1677888739.4523985
0,2,30,1008.2904999998536,1,1179984,1677888744.299398
1,8,0,585.4982999998501,2,1184984,1677888749.2973998
0,2,30,723.2029000000839,1,1189546,1677888753.8633902
1,4,30,1148.2130000000925,1,1193765,1677888758.0833893
420.69,8,0,5000.0,4,1231859,1677888796.16639
420.69,8,0,5000.0,5,1239625,1677888803.9333894
420.69,8,0,5000.0,6,1247328,1677888811.632389
1,8,0,934.4143999998469,4,1306296,1677888870.6073656
1,8,-15,580.6388999998635,5,1311218,1677888875.5283659
1,8,15,615.2393999999877,6,1316281,1677888880.5985017
1,8,-30,982.5208999999777,6,1321390,1677888885.6953647
1,8,-30,715.8395000000528,4,1326703,1677888891.0163653
1,4,15,628.9032999999708,5,1330906,1677888895.2143662
1,8,0,614.5590000000229,4,1335203,1677888899.5203655
1,2,15,910.8435000002064,6,1339265,1677888903.5710044
0,8,-30,700.3839999999091,6,1344312,1677888908.6200054
1,8,30,651.0930999999491,5,1348468,1677888912.7809048
0,4,-30,1181.3051999999207,4,1353046,1677888917.36339
0,8,30,726.9599000000344,4,1358281,1677888922.597234
1,4,15,1012.6478000001189,4,1363390,1677888927.7036538
0,4,-15,1034.4242000000268,6,1368734,1677888933.0486536
1,4,-30,664.1363999998848,5,1373859,1677888938.1726565
1,4,0,963.1011000000544,6,1378343,1677888942.646655
1,8,30,1076.8244999998533,6,1383015,1677888947.318708
1,4,-15,973.3249000000033,4,1387484,1677888951.7937653
0,4,30,854.2486000000426,6,1392750,1677888957.056654
0,2,-15,786.400699999982,6,1397953,1677888962.2596533
1,4,-30,704.8668999999936,6,1402781,1677888967.093892
1,2,30,891.9310000000369,5,1407531,1677888971.838654
1,2,-15,918.0832999999584,6,1412296,1677888976.603654
1,4,30,1106.734399999974,4,1417500,1677888981.8077312
1,8,30,693.6741999999558,5,1422031,1677888986.3477302
1,4,-15,675.0536000001066,6,1426500,1677888990.8157327
1,2,15,570.8028999999133,5,1430734,1677888995.0487306
1,8,30,580.0815000001567,5,1435656,1677888999.9607303
1,2,-30,826.1730000000771,6,1440406,1677889004.722847
1,2,-15,579.5344999998324,5,1445468,1677889009.784731
1,8,-30,613.3172000001341,5,1450484,1677889014.7977302
1,8,15,548.717699999921,5,1455015,1677889019.3327305
0,4,-15,772.0449000000062,4,1460046,1677889024.356731
0,4,15,732.7769999998654,4,1464500,1677889028.8173697
0,4,-15,789.65020000002,6,1468921,1677889033.235773
1,4,15,590.2620000000898,5,1474000,1677889038.3143668
1,4,0,673.8700999998546,6,1478265,1677889042.5815337
1,4,15,628.8403000000162,6,1482500,1677889046.8125386
1,4,-15,544.7651999999525,5,1487359,1677889051.666809
