Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,767255109,1677874164.1778498
420.69,8,0,10000,2,767270500,1677874179.5621512
420.69,8,0,10000,3,767284046,1677874193.114832
0,8,15,704.1018000422046,3,767351859,1677874260.9283366
1,8,0,509.28449997119606,2,767356500,1677874265.5626523
0,8,30,847.362200086005,1,767361046,1677874270.1080472
1,8,-30,650.6042000222951,2,767365968,1677874275.0258021
1,2,-30,734.9534000353888,1,767370750,1677874279.820564
1,4,0,584.99619998876,2,767375718,1677874284.7866187
0,2,30,926.5975000420585,3,767380562,1677874289.6217122
0,8,30,817.242999965325,3,767384796,1677874293.8585806
1,8,0,670.8226000741124,3,767388781,1677874297.853299
1,2,-30,789.8289000699297,3,767393390,1677874302.4545548
0,2,15,863.7297000354156,3,767397421,1677874306.483333
0,8,30,724.4924000082538,3,767401703,1677874310.7742658
0,4,-30,763.2546000499278,2,767406140,1677874315.2013977
1,8,-15,840.5908999815583,1,767410140,1677874319.2084534
0,4,15,707.0860000643879,3,767414343,1677874323.41385
1,8,15,822.5635999664664,3,767418656,1677874327.7143428
0,2,-15,778.1098000090569,1,767422843,1677874331.9034133
1,2,15,855.5820999285206,1,767427000,1677874336.065898
0,2,30,995.4029999757186,2,767432156,1677874341.2249515
0,8,-30,910.2093000514433,1,767436578,1677874345.6420603
1,8,-30,1178.2630000347272,1,767441265,1677874350.3349514
1,2,15,933.9269999731332,2,767446171,1677874355.2432864
1,4,0,655.3811000743881,3,767450437,1677874359.5089302
0,4,15,771.2562999771908,1,767455406,1677874364.4728615
1,8,-15,889.7710999557748,1,767459546,1677874368.6173766
0,8,30,883.8119999822229,1,767463890,1677874372.9601393
1,4,-30,946.2660000976175,2,767468250,1677874377.32166
0,2,30,765.925100011751,3,767473156,1677874382.213342
0,8,30,974.4953000303358,1,767478078,1677874387.1495996
1,4,-15,1075.9763001082465,1,767482328,1677874391.3919685
1,8,0,651.24990004953,2,767487484,1677874396.552314
0,2,-30,932.6275999741629,3,767492156,1677874401.2235947
0,4,-30,898.9390000319108,1,767496296,1677874405.3601997
1,2,0,618.3376999655738,2,767500968,1677874410.025682
1,4,30,973.3657000437379,1,767505562,1677874414.621142
0,2,-30,872.7385000642389,3,767510640,1677874419.712492
1,2,-15,1183.2602000180632,3,767515781,1677874424.8495364
0,2,30,785.4641000125557,3,767520875,1677874429.9354725
0,8,30,849.3642000798136,3,767525375,1677874434.440167
0,2,-30,860.2861000075936,3,767529921,1677874438.9891486
1,4,15,927.6473000030965,1,767534875,1677874443.9454613
1,4,-15,1012.0815999656916,1,767540062,1677874449.132978
1,8,0,609.8861999893561,3,767544812,1677874453.8707263
0,8,30,936.5100999679416,3,767549078,1677874458.1442077
0,4,15,880.4627999747172,3,767554078,1677874463.1372898
0,8,-30,-109.0,1,767558875,1677874467.9359138
0,2,30,615.5877999812365,2,767563953,1677874473.0193417
1,2,-15,734.6324000358582,1,767568328,1677874477.396702
1,8,30,674.9139000279829,2,767573281,1677874482.352782
1,2,-30,894.0177000444382,1,767577500,1677874486.557459
1,8,15,711.8160999929532,2,767581625,1677874490.6920903
1,2,30,839.941099923104,1,767586078,1677874495.1399574
0,8,30,688.1621000906453,3,767590453,1677874499.515509
0,2,15,627.4193999674171,3,767595203,1677874504.2719605
1,8,15,888.8709999704733,1,767599218,1677874508.2898355
1,2,0,637.7521000653505,2,767604203,1677874513.2703605
1,4,30,715.3090999312699,3,767609093,1677874518.1528256
420.69,8,0,5000.0,4,767674796,1677874583.8611696
420.69,8,0,5000.0,5,767683296,1677874592.3550286
420.69,8,0,5000.0,6,767691421,1677874600.4876947
1,8,-30,571.3509999299422,5,767752437,1677874661.501495
0,8,-15,672.6182000096887,6,767756531,1677874665.5917065
0,8,30,863.3366999533027,6,767760812,1677874669.8805294
1,4,15,704.1016000406817,5,767765843,1677874674.9072714
1,4,0,589.004600009881,4,767770625,1677874679.686999
1,2,15,803.2263999888673,4,767774734,1677874683.791998
1,8,-15,597.9314999971539,5,767778859,1677874687.9260507
1,8,30,630.9956999579445,5,767783703,1677874692.7650068
1,4,-30,653.4709999654442,4,767787765,1677874696.8295162
1,4,15,759.4881000081077,4,767792359,1677874701.427732
1,4,0,540.6480000205338,5,767796656,1677874705.72686
1,8,15,534.3173000114039,5,767800859,1677874709.9256327
1,2,30,553.114099948667,4,767804828,1677874713.8907971
0,4,30,628.3716000001878,6,767809031,1677874718.0919337
1,8,-15,633.01579997316,6,767813859,1677874722.918411
0,4,30,572.1710000038147,5,767818093,1677874727.159074
1,2,30,681.4660999774933,4,767821828,1677874730.8971765
1,2,-15,669.3673000521958,5,767826156,1677874735.2226145
1,4,30,701.6264999369159,4,767830750,1677874739.821603
0,2,30,629.3851000340655,5,767835406,1677874744.469559
1,4,-30,725.3337998958305,5,767839406,1677874748.4702654
0,4,30,624.3987000165507,6,767844265,1677874753.3235862
1,4,-15,755.7059000795707,4,767848953,1677874758.024337
0,2,-15,821.5271999910474,6,767852968,1677874762.0296571
1,2,15,734.1824001017958,5,767857265,1677874766.3256273
1,8,30,656.5171999940649,5,767861359,1677874770.4161544
1,2,-30,918.5449000764638,6,767866031,1677874775.1013083
1,4,30,576.6241000350565,5,767870687,1677874779.7551372
0,8,30,803.728299968876,6,767874500,1677874783.559555
0,2,30,719.4665000392124,6,767878875,1677874787.9321253
0,4,-15,667.2749999528751,6,767883375,1677874792.431739
1,4,-30,630.6645999979228,5,767887906,1677874796.9718325
0,2,30,1161.1940999832004,4,767891765,1677874800.8260195
0,2,-15,564.3990999637172,6,767896687,1677874805.7593255
1,2,0,633.7798999706283,4,767900437,1677874809.4974318
1,2,0,568.9605000047013,5,767904500,1677874813.5615416
1,4,15,637.1592999752611,4,767908937,1677874818.0063019
0,8,-30,681.1654999004677,4,767913046,1677874822.1056137
1,8,-30,646.9202000265941,4,767916984,1677874826.052506
0,2,30,858.4663000041619,5,767920859,1677874829.9293768
0,4,-15,713.2881000256166,6,767925703,1677874834.7704866
