CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
0,4,30,516.944500003243,2,80126281,1677187055.3411
1,4,30,553.020799994934,1,80130062,1677187059.1251
1,4,30,567.759099995252,2,80134250,1677187063.31316
1,4,30,610.792599993525,2,80138578,1677187067.62931
1,8,30,696.374999996275,1,80155546,1677187084.60809
1,2,30,742.626499992562,3,80159484,1677187088.54594
1,8,30,568.246499995817,2,80208343,1677187137.40808
1,8,30,579.066100003198,1,80225890,1677187154.94233
1,8,30,1057.27190000145,2,80234859,1677187163.91198
1,2,30,691.316900000325,6,80363203,1677187292.25353
1,2,30,690.564899993129,4,80371218,1677187300.27833
1,4,30,537.853800004465,4,80410718,1677187339.77229
1,2,30,686.142299990403,4,80414546,1677187343.6079
