CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,2,30,556.6842000084,2,168440421,1677275366.67439
0,2,30,526.229100007564,3,168465203,1677275391.45658
1,2,30,543.799000003142,1,168469328,1677275395.57469
1,4,30,494.132399992319,3,168481828,1677275408.0727
1,4,30,385.953999994323,1,168498828,1677275425.07856
1,2,30,613.514000022784,2,168528234,1677275454.47537
1,8,30,496.258600000525,3,168532796,1677275459.0399
1,8,30,518.878500003135,3,168540687,1677275466.93061
1,4,30,445.03979998664,2,168552312,1677275478.55376
1,4,30,530.796900009969,2,168560281,1677275486.52335
1,8,30,401.714400006691,2,168568375,1677275494.62073
1,8,30,529.398399983998,6,168718734,1677275644.97535
1,2,30,480.314299984835,6,168773859,1677275700.11214
