CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,4,15,384.724299944006,2,506833921,1677104936.93877
1,4,30,521.404900002759,1,506856343,1677104959.36591
1,4,15,406.308600035496,1,506864734,1677104967.75185
1,4,30,413.744600020815,2,506868828,1677104971.84177
1,4,-15,437.606999996584,2,506873015,1677104976.03278
1,4,-15,516.862100045197,1,506877031,1677104980.04078
1,4,30,462.138800005428,3,506890390,1677104993.40377
1,4,0,460.902599963825,2,506894484,1677104997.49277
1,4,-30,395.550999961793,2,506898468,1677105001.48529
1,4,0,447.750599993393,3,506907500,1677105010.51829
1,4,-30,469.572499973234,3,506912140,1677105015.15029
0,4,-15,489.012699978426,2,506928734,1677105031.74316
1,4,-30,730.864699984901,2,506937265,1677105040.27686
1,4,-30,541.157800002489,6,507048562,1677105151.57016
1,4,15,477.275000008754,4,507057546,1677105160.56922
1,4,-15,426.726900037844,6,507065593,1677105168.60522
1,4,30,464.049200000241,5,507073484,1677105176.50319
1,4,0,540.68139998382,6,507078125,1677105181.14719
1,4,15,476.021700011566,4,507082171,1677105185.18019
1,4,-15,449.380300004501,5,507103343,1677105206.36552
1,4,0,398.687599980272,6,507154437,1677105257.4452
