CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1684784452479;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.025426, 0.060407, 0.997850);2;0;1.459644;3.464294
1684784452484;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039013, 0.053090, 0.997827);2;0;2.239015;3.045565
1684784452489;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.049737, 0.049716, 0.997524);2;0;2.854432;2.853209
1684784452494;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.057263, 0.050443, 0.997084);2;0;3.286921;2.896164
1684784452499;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.062881, 0.051080, 0.996713);2;0;3.609936;2.933738
1684784452504;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.066877, 0.051560, 0.996428);2;0;3.839726;2.962096
1684784452509;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.069754, 0.051852, 0.996216);2;0;4.005239;2.979490
1684784452514;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.071861, 0.051944, 0.996061);2;0;4.126437;2.985236
1684784452519;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.073537, 0.052026, 0.995935);2;0;4.222898;2.990322
1684784452524;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076408, 0.053319, 0.995650);2;0;4.388362;3.065345
1684784452529;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.078428, 0.054349, 0.995437);2;0;4.504899;3.125123
1684784452534;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.080402, 0.055161, 0.995235);2;0;4.618700;3.172374
1684784452539;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.081696, 0.055750, 0.995097);2;0;4.693368;3.206611
1684784452544;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.082602, 0.056226, 0.994995);2;0;4.745651;3.234250
1684784452549;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.083206, 0.056536, 0.994927);2;0;4.780541;3.252266
1684784452554;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.083539, 0.056717, 0.994889);2;0;4.799735;3.262786
1684784452559;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.083811, 0.056859, 0.994858);2;0;4.815460;3.271083
1684784452564;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.083931, 0.056997, 0.994840);2;0;4.822424;3.279039
1684784452569;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.083946, 0.057128, 0.994831);2;0;4.823303;3.286584
1684784452574;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.083976, 0.057242, 0.994822);2;0;4.825095;3.293189
1684784452579;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.083914, 0.057352, 0.994821);2;0.3822652;4.821509;3.299501
1684784452584;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.083962, 0.057500, 0.994809);2;0.5816956;4.824335;3.308010
1684784452589;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084018, 0.057669, 0.994794);2;0.8422421;4.827602;3.317787
1684784452594;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084058, 0.057954, 0.994774);2;0.8328651;4.830001;3.334202
1684784452599;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084001, 0.058387, 0.994754);2;0.8070795;4.826849;3.359103
1684784452604;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084033, 0.058749, 0.994730);2;0.7995722;4.828795;3.379955
1684784452609;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084209, 0.059107, 0.994694);2;0.7977641;4.839033;3.400639
1684784452614;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084500, 0.059499, 0.994646);2;0.7888954;4.855871;3.423312
1684784452619;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084728, 0.059915, 0.994601);2;0.9662271;4.869180;3.447353
1684784452624;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084910, 0.060261, 0.994565);2;0.9632633;4.879751;3.467342
1684784452629;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085090, 0.060522, 0.994533);2;0.9810371;4.890186;3.482434
1684784452634;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085216, 0.060589, 0.994519);2;0.9592824;4.897451;3.486332
1684784452639;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085268, 0.060465, 0.994522);2;0.9280713;4.900402;3.479196
1684784452644;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085255, 0.060238, 0.994537);2;0.9191068;4.899615;3.466133
1684784452649;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085250, 0.060023, 0.994550);2;0.9423339;4.899246;3.453715
1684784452654;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085279, 0.059774, 0.994563);2;0.9199268;4.900852;3.439366
1684784452659;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085322, 0.059558, 0.994572);2;0.9212066;4.903275;3.426946
1684784452664;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085260, 0.059355, 0.994589);2;0.9058692;4.899658;3.415235
1684784452669;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085177, 0.059160, 0.994608);2;0.9071115;4.894806;3.403958
1684784452674;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085096, 0.059011, 0.994624);2;0.8905976;4.890062;3.395360
1684784452679;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.085000, 0.058775, 0.994646);2;0.8801546;4.884516;3.381740
1684784452684;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084911, 0.058673, 0.994660);2;0.8442602;4.879326;3.375874
1684784452689;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084828, 0.058678, 0.994666);2;0.8413399;4.874577;3.376132
1684784452694;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084755, 0.058737, 0.994669);2;0.8552808;4.870360;3.379472
1684784452699;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084709, 0.058847, 0.994667);2;0.8499324;4.867764;3.385829
1684784452704;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084685, 0.058975, 0.994661);2;0.8513591;4.866389;3.393168
1684784452709;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084645, 0.059136, 0.994655);2;0.8558565;4.864165;3.402464
1684784452714;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084567, 0.059267, 0.994654);2;0.8418865;4.859705;3.409956
1684784452719;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084483, 0.059345, 0.994656);2;0.8318164;4.854888;3.414462
1684784452724;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084403, 0.059415, 0.994659);2;0.8400608;4.850283;3.418425
1684784452729;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084319, 0.059460, 0.994663);2;0.8644956;4.845476;3.421033
1684784452734;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.084265, 0.059476, 0.994667);2;0.8899548;4.842344;3.421893
