CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1684185273712;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.127737, 0.136052, 0.982432);0.7331012;0.9000925;-7.408119;7.884473
1684185273717;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.127720, 0.135596, 0.982498);0.7228203;0.9148777;-7.406630;7.857857
1684185273722;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.127527, 0.135205, 0.982576);0.7160975;0.9127052;-7.394981;7.834848
1684185273727;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.127414, 0.135049, 0.982613);0.7148176;0.8945618;-7.388214;7.825629
1684185273732;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.127263, 0.134949, 0.982646);0.7127987;0.9088024;-7.379302;7.819654
1684185273737;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.127092, 0.134943, 0.982669);0.7108911;0.9062123;-7.369375;7.819114
1684185273742;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.126892, 0.134961, 0.982692);0.708217;0.9267995;-7.357717;7.819947
1684185273747;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.126693, 0.135094, 0.982700);0.7063636;0.9141638;-7.346252;7.827515
1684185273752;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.126445, 0.135270, 0.982707);0.7050816;0.9085774;-7.331961;7.837548
1684185273757;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.126199, 0.135518, 0.982705);0.7076433;0.9136686;-7.317867;7.851744
1684185273762;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125915, 0.135757, 0.982708);0.7120358;0.9388343;-7.301569;7.865388
1684185273767;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125659, 0.135933, 0.982717);0.7163616;0.9779797;-7.286825;7.875416
1684185273772;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125422, 0.136013, 0.982736);0.7191831;0.9783905;-7.273065;7.879790
1684185273777;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125252, 0.136096, 0.982746);0.7225758;0.9777776;-7.263261;7.884486
1684185273782;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125080, 0.136276, 0.982743);0.7243689;0.9383931;-7.253377;7.894783
1684185273787;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.124914, 0.136481, 0.982736);0.725463;0.9322776;-7.243908;7.906573
1684185273792;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.124777, 0.136852, 0.982702);0.7279129;0.8995405;-7.236304;7.928098
1684185273797;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.124629, 0.137689, 0.982604);0.7343761;0.81609;-7.228524;7.976702
1684185273802;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.124442, 0.139247, 0.982407);0.7454186;0.729366;-7.219258;8.067407
1684185273807;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.124198, 0.140676, 0.982235);0.7437217;0.6940898;-7.206480;8.150463
1684185273812;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.123880, 0.142015, 0.982082);0.7430008;0.6814861;-7.189332;8.228284
1684185273817;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.123362, 0.143090, 0.981991);0.7616735;0.6524896;-7.160237;8.290461
1684185273822;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.122884, 0.143824, 0.981944);0.7781777;0.649239;-7.133096;8.332790
1684185273827;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.122426, 0.144386, 0.981919);0.7838569;0.6454566;-7.106991;8.365081
1684185273832;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.121990, 0.144700, 0.981927);0.7867915;0.6363841;-7.081899;8.382987
1684185273837;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.121596, 0.144852, 0.981953);0.7874776;0.6284425;-7.059062;8.391404
1684185273842;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.121209, 0.144929, 0.981990);0.7938687;0.643341;-7.036555;8.395490
1684185273847;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.120572, 0.144774, 0.982091);0.7996848;0.6044912;-6.999195;8.385829
1684185273852;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.119826, 0.144535, 0.982218);0.8070879;0.6012114;-6.955457;8.371120
1684185273857;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.119063, 0.144312, 0.982343);0.813837;0.6107963;-6.910735;8.357295
1684185273862;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.118275, 0.143971, 0.982488);0.8130446;0.5835156;-6.864424;8.336600
1684185273867;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.117456, 0.143605, 0.982640);0.8093277;0.5829051;-6.816253;8.314463
1684185273872;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.116605, 0.143345, 0.982780);0.806021;0.5786547;-6.766430;8.298435
1684185273877;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.115756, 0.143169, 0.982906);0.8049934;0.6112049;-6.716723;8.287351
1684185273882;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.114911, 0.143023, 0.983026);0.804391;0.6237007;-6.667341;8.278038
1684185273887;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.114043, 0.142877, 0.983148);0.8035573;0.6430099;-6.616636;8.268665
1684185273892;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.113240, 0.142742, 0.983261);0.8030475;0.7241882;-6.569670;8.260044
1684185273897;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.112180, 0.142454, 0.983424);0.8112835;0.7578588;-6.507655;8.242274
1684185273902;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.110080, 0.141756, 0.983762);0.8392624;0.6490456;-6.384678;8.199647
1684185273907;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.102415, 0.140104, 0.984826);0.8986943;0.1781082;-5.937024;8.096697
1684185273912;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.091216, 0.137612, 0.986277);0.9017318;0;-5.283985;7.943005
1684185273917;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.077049, 0.135380, 0.987793);2;0;-4.460096;7.803914
1684185273922;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.061831, 0.133849, 0.989071);0.9092461;0;-3.577136;7.706881
1684185273927;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.050454, 0.132405, 0.989911);0.883664;0;-2.917721;7.618362
1684185273932;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.042362, 0.131007, 0.990476);0.8600684;0;-2.449003;7.534599
1684185273937;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.036698, 0.129849, 0.990854);0.8355272;0;-2.121102;7.465899
1684185273942;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.032528, 0.128838, 0.991132);0.8167502;0;-1.879732;7.406390
1684185273947;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.029232, 0.127719, 0.991380);0.8125179;0;-1.688930;7.340947
1684185273952;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.026374, 0.126950, 0.991558);0.809207;0;-1.523650;7.295926
1684185273957;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.024047, 0.126500, 0.991675);0.8030752;0;-1.389103;7.269488
1684185273962;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.022079, 0.126308, 0.991745);0.7976396;0;-1.275354;7.258062
1684185273967;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.020556, 0.126257, 0.991785);0.792195;0;-1.187361;7.254915
1684185273972;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.019239, 0.126299, 0.991806);0.7853894;0;-1.111296;7.257130
1684185273977;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.018198, 0.126241, 0.991833);0.777182;0;-1.051154;7.253648
1684185273982;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.017276, 0.126060, 0.991872);0.7693556;0;-0.997871;7.243029
1684185273987;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.016476, 0.125795, 0.991920);0.7610349;0;-0.951592;7.227639
1684185273992;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015807, 0.125357, 0.991986);0.7498682;0;-0.912912;7.202261
1684185273997;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.015140, 0.124848, 0.992060);0.7394091;0;-0.874338;7.172787
1684185274002;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.014653, 0.124464, 0.992116);0.7361349;0.2796965;-0.846153;7.150573
1684185274007;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.014173, 0.124121, 0.992166);0.7352853;0.519137;-0.818420;7.130713
1684185274012;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013734, 0.123817, 0.992210);0.7365567;0.7410923;-0.793032;7.113093
1684185274017;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.013300, 0.123645, 0.992237);0.7387749;0.9056522;-0.767933;7.103123
1684185274022;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.012995, 0.123584, 0.992249);0.7407625;0.9133618;-0.750319;7.099608
1684185274027;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.012636, 0.123595, 0.992252);0.7427168;0.9149085;-0.729584;7.100165
1684185274032;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.012376, 0.123512, 0.992266);0.7474677;0.9096438;-0.714563;7.095366
1684185274037;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.012190, 0.123506, 0.992269);0.7529006;0.9053545;-0.703822;7.094998
1684185274042;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.012028, 0.123504, 0.992271);0.7577416;0.9358907;-0.694492;7.094894
1684185274047;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.011878, 0.123526, 0.992270);0.7628497;0.9658078;-0.685807;7.096146
1684185274052;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.011796, 0.123570, 0.992266);0.768602;0.9862245;-0.681073;7.098691
1684185274057;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.011741, 0.123600, 0.992263);0.7739913;1;-0.677911;7.100402
