CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1683751215609;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.055469, 0.051152, 0.997149);2;0;-3.183968;2.936608
1683751215614;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.051225, 0.051909, 0.997337);2;0;-2.940246;2.979428
1683751215619;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.049065, 0.052652, 0.997407);2;0;-2.816249;3.021772
1683751215624;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.046956, 0.053321, 0.997473);2;0;-2.695199;3.059871
1683751215629;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.044734, 0.054218, 0.997527);2;0;-2.567721;3.111092
1683751215634;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.042781, 0.055055, 0.997566);2;0;-2.455651;3.158923
1683751215639;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041203, 0.056136, 0.997573);2;0;-2.365166;3.220804
1683751215644;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040492, 0.057422, 0.997529);2;0;-2.324520;3.294571
1683751215649;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039956, 0.058712, 0.997475);2;0;-2.293863;3.368567
1683751215654;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039246, 0.059764, 0.997441);2;0;-2.253227;3.428909
1683751215659;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039411, 0.060733, 0.997376);2;0;-2.262854;3.484597
1683751215664;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039914, 0.061449, 0.997312);2;0;-2.291842;3.525815
1683751215669;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040262, 0.061869, 0.997272);2;0;-2.311875;3.550000
1683751215674;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039821, 0.062282, 0.997264);2;0.4176571;-2.286647;3.573652
1683751215679;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039153, 0.062396, 0.997283);2;0.5486236;-2.248249;3.580100
1683751215684;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.038885, 0.062477, 0.997289);2;0.5384075;-2.232857;3.584693
1683751215689;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039205, 0.062453, 0.997278);2;0.5597346;-2.251243;3.583399
1683751215694;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040151, 0.062311, 0.997249);2;0.5114633;-2.305588;3.575357
1683751215699;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040707, 0.062348, 0.997224);2;0.5062171;-2.337558;3.577581
1683751215704;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041024, 0.062380, 0.997209);2;0.525517;-2.355774;3.579424
1683751215709;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041334, 0.062234, 0.997205);2;0.518137;-2.373556;3.571106
1683751215714;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041543, 0.061689, 0.997231);2;0.487381;-2.385444;3.539820
1683751215719;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041511, 0.061095, 0.997268);2;0.4652802;-2.383521;3.505720
1683751215724;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041557, 0.060686, 0.997291);2;0.5001709;-2.386145;3.482198
1683751215729;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041495, 0.060371, 0.997313);2;0.501789;-2.382521;3.464095
1683751215734;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041562, 0.060248, 0.997318);2;0.4799446;-2.386358;3.457063
1683751215739;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041555, 0.060085, 0.997328);2;0.4925091;-2.385935;3.447682
1683751215744;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041505, 0.059943, 0.997339);2;0.4902017;-2.383032;3.439482
1683751215749;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.041165, 0.059809, 0.997361);2;0.4560181;-2.363491;3.431777
1683751215754;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040837, 0.059766, 0.997377);2;0.4764312;-2.344637;3.429225
1683751215759;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040739, 0.060003, 0.997367);2;0.3766502;-2.339042;3.442857
1683751215764;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040528, 0.060090, 0.997370);2;0.3236374;-2.326943;3.447815
1683751215769;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040504, 0.060250, 0.997361);2;0.3460331;-2.325571;3.457006
1683751215774;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040206, 0.060632, 0.997350);2;0.30516;-2.308506;3.478917
1683751215779;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.040032, 0.061312, 0.997316);2;0.271413;-2.298607;3.517968
1683751215784;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039515, 0.061955, 0.997297);2;0.2585545;-2.268988;3.554798
1683751215789;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039259, 0.063076, 0.997236);2;0.2531181;-2.254453;3.619208
1683751215794;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.038757, 0.063845, 0.997207);2;0.2133621;-2.225721;3.663318
1683751215799;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.038245, 0.064623, 0.997177);2;0.2227022;-2.196398;3.707951
1683751215804;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.038218, 0.065950, 0.997091);2;0.1416327;-2.195064;3.784175
1683751215809;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.038130, 0.067131, 0.997015);2;0.2063636;-2.190156;3.852000
1683751215814;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.037914, 0.067610, 0.996991);2;0.1780104;-2.177818;3.879524
1683751215819;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.037871, 0.067858, 0.996976);2;0.1595576;-2.175396;3.893767
1683751215824;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.037833, 0.068077, 0.996963);2;0.1777656;-2.173212;3.906321
