CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1684184646904;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.077252, 0.062747, 0.995035);2;0.9519227;4.439374;3.608283
1684184646909;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.077193, 0.062895, 0.995030);2;0.9516666;4.436060;3.616828
1684184646914;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.077127, 0.063070, 0.995025);2;0.9448316;4.432264;3.626836
1684184646919;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.077081, 0.063279, 0.995015);2;0.9422433;4.429671;3.638912
1684184646924;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.077047, 0.063545, 0.995001);2;0.9412398;4.427786;3.654175
1684184646929;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.077014, 0.063840, 0.994984);2;0.9449161;4.425998;3.671152
1684184646934;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076967, 0.064153, 0.994968);2;0.9486137;4.423367;3.689191
1684184646939;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076919, 0.064559, 0.994945);2;0.935772;4.420758;3.712539
1684184646944;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076864, 0.065023, 0.994919);2;0.9371759;4.417707;3.739235
1684184646949;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076809, 0.065510, 0.994891);2;0.9354998;4.414676;3.767292
1684184646954;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076740, 0.066034, 0.994862);2;0.9488084;4.410845;3.797451
1684184646959;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076659, 0.066570, 0.994833);2;0.9651169;4.406337;3.828303
1684184646964;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076584, 0.067113, 0.994802);2;0.9952596;4.402200;3.859534
1684184646969;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076527, 0.067705, 0.994766);2;1;4.399098;3.893595
1684184646974;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076474, 0.068190, 0.994737);2;1;4.396147;3.921512
1684184646979;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076439, 0.068834, 0.994695);2;1;4.394357;3.958613
1684184646984;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076425, 0.069650, 0.994640);2;1;4.393806;4.005595
1684184646989;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076279, 0.070274, 0.994607);2;0.9772519;4.385552;4.041536
1684184646994;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076225, 0.071094, 0.994553);2;0.958572;4.382717;4.088735
1684184646999;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076158, 0.071803, 0.994507);2;0.9631037;4.379106;4.129589
1684184647004;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076131, 0.072445, 0.994463);2;0.9553483;4.377712;4.166559
1684184647009;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076112, 0.072991, 0.994424);2;0.9613614;4.376826;4.198025
1684184647014;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076112, 0.073429, 0.994392);2;0.9591088;4.376958;4.223237
1684184647019;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076126, 0.073756, 0.994367);2;0.9602032;4.377858;4.242098
1684184647024;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076138, 0.073993, 0.994348);2;0.952072;4.378665;4.255744
1684184647029;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076107, 0.073948, 0.994354);2;0.9179421;4.376837;4.253110
1684184647034;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076078, 0.073876, 0.994361);2;0.9325963;4.375137;4.248967
1684184647039;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076058, 0.073775, 0.994370);2;0.9372972;4.373930;4.243156
1684184647044;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.076051, 0.073755, 0.994372);2;0.9294378;4.373556;4.242000
