CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1684535868675;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125322, 0.083020, 0.988637);2;0.02603214;-7.224440;4.800086
1684535868680;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125459, 0.082771, 0.988640);2;0.04166065;-7.232209;4.785756
1684535868685;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125202, 0.082709, 0.988678);2;0.01609137;-7.217295;4.782006
1684535868690;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125309, 0.082488, 0.988683);2;0.002852658;-7.223326;4.769285
1684535868695;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125440, 0.082269, 0.988684);2;0.1622567;-7.230825;4.756633
1684535868700;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125619, 0.082028, 0.988682);2;0.1706586;-7.241044;4.742798
1684535868705;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125846, 0.081745, 0.988676);2;0.174916;-7.254028;4.726530
1684535868710;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125695, 0.081721, 0.988697);2;0.08388765;-7.245267;4.725040
1684535868715;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125733, 0.081628, 0.988700);2;0.1953852;-7.247426;4.719708
1684535868720;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125813, 0.081470, 0.988703);2;0.2074535;-7.251927;4.710589
1684535868725;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125916, 0.081233, 0.988709);2;0.2326426;-7.257793;4.696896
1684535868730;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125876, 0.080879, 0.988744);2;0.2420167;-7.255263;4.676353
1684535868735;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125723, 0.080676, 0.988780);2;0.2453076;-7.246271;4.664506
1684535868740;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125569, 0.080344, 0.988826);2;0.2880439;-7.237129;4.645203
1684535868745;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125470, 0.080081, 0.988860);2;0.3078648;-7.231248;4.629868
1684535868750;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.125206, 0.080122, 0.988890);2;0.3438954;-7.215960;4.632118
1684535868755;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.124746, 0.080060, 0.988954);2;0.401907;-7.189260;4.628239
1684535868760;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.124623, 0.079863, 0.988985);2;0.4542684;-7.182070;4.616759
1684535868765;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.124504, 0.079700, 0.989013);2;0.506071;-7.175060;4.607230
1684535868770;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.124268, 0.079672, 0.989045);2;0.4980083;-7.161339;4.605466
1684535868775;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.123787, 0.079517, 0.989118);2;0.4745135;-7.133400;4.596240
1684535868780;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.122661, 0.079847, 0.989231);2;0.3940455;-7.068396;4.614722
1684535868785;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.119827, 0.079876, 0.989576);2;0.2435265;-6.904262;4.614757
1684535868790;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.113151, 0.079925, 0.990358);2;0;-6.517900;4.613972
1684535868795;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.102691, 0.080174, 0.991477);2;0;-5.913242;4.623086
1684535868800;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.090874, 0.080109, 0.992635);2;0;-5.230772;4.613983
1684535868805;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.075220, 0.080450, 0.993916);2;0;-4.327940;4.627545
1684535868810;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.062646, 0.080749, 0.994764);2;0;-3.603466;4.640751
1684535868815;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.052309, 0.080989, 0.995342);2;0;-3.008349;4.651774
1684535868820;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.044836, 0.081245, 0.995685);2;0;-2.578288;4.664862
1684535868825;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.039564, 0.081583, 0.995881);2;0;-2.275024;4.683251
1684535868830;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.035640, 0.081984, 0.995996);2;0;-2.049367;4.705592
1684535868835;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.032912, 0.082439, 0.996053);2;0;-1.892493;4.731328
1684535868840;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.030983, 0.082932, 0.996074);2;0;-1.781596;4.759395
1684535868845;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.029461, 0.083429, 0.996078);2;0;-1.694119;4.787797
1684535868850;(0.000000, 0.400000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.028233, 0.083962, 0.996069);2;0;-1.623552;4.818261
