CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1684534669632;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039179, 0.086587, 0.995474);2;0.5968848;2.253816;4.971088
1684534669637;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039013, 0.086717, 0.995469);2;0.5759887;2.244291;4.978593
1684534669642;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039211, 0.086711, 0.995462);2;0.5158504;2.255702;4.978254
1684534669647;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039349, 0.086728, 0.995455);2;0.506772;2.263654;4.979280
1684534669652;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039411, 0.086791, 0.995447);2;0.4889649;2.267253;4.982906
1684534669657;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039492, 0.086791, 0.995443);2;0.4805636;2.271910;4.982937
1684534669662;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039610, 0.086838, 0.995435);2;0.485879;2.278716;4.985623
1684534669667;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039787, 0.086838, 0.995428);2;0.4724953;2.288880;4.985706
1684534669672;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.039923, 0.086874, 0.995419);2;0.488567;2.296703;4.987788
1684534669677;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040226, 0.086836, 0.995410);2;0.4707348;2.314122;4.985653
1684534669682;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040465, 0.086770, 0.995406);2;0.4829587;2.327891;4.981893
1684534669687;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040688, 0.086683, 0.995405);2;0.5363641;2.340727;4.976936
1684534669692;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040893, 0.086586, 0.995405);2;0.5541059;2.352487;4.971398
1684534669697;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040905, 0.086339, 0.995426);2;0.5779197;2.353142;4.957196
1684534669702;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040985, 0.086176, 0.995437);2;0.5977719;2.357708;4.947847
1684534669707;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.041066, 0.086090, 0.995441);2;0.6011741;2.362320;4.942894
1684534669712;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.041144, 0.085999, 0.995445);2;0.6188765;2.366816;4.937678
1684534669717;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.041200, 0.085916, 0.995450);2;0.723762;2.370000;4.932886
1684534669722;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.041226, 0.085836, 0.995456);2;0.7690476;2.371500;4.928276
1684534669727;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.041268, 0.085739, 0.995463);2;0.786103;2.373910;4.922698
1684534669732;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.041208, 0.085682, 0.995470);2;0.7853289;2.370410;4.919420
1684534669737;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.041053, 0.085613, 0.995482);2;0.853591;2.361489;4.915435
1684534669742;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040904, 0.085566, 0.995493);2;0.8601398;2.352888;4.912685
1684534669747;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040829, 0.085193, 0.995528);2;0.797495;2.348516;4.891225
1684534669752;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040823, 0.085007, 0.995544);2;0.773407;2.348144;4.880529
1684534669757;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.040765, 0.085050, 0.995542);2;0.7356513;2.344795;4.882982
1684534669762;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.041300, 0.085033, 0.995522);2;0.5838282;2.375574;4.882093
1684534669767;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.044157, 0.085260, 0.995380);2;0.2527038;2.540064;4.895737
1684534669772;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.049397, 0.085495, 0.995113);2;0.1302838;2.841833;4.910508
1684534669777;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.056605, 0.085622, 0.994719);2;0.02932082;3.256914;4.919685
1684534669782;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.062810, 0.085763, 0.994334);2;0;3.614481;4.929649
1684534669787;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.072558, 0.086005, 0.993649);2;0;4.176437;4.946881
1684534669792;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.081756, 0.086229, 0.992915);2;0;4.707092;4.963354
1684534669797;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.089217, 0.086313, 0.992265);2;0;5.137810;4.971417
1684534669802;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.095305, 0.086501, 0.991683);2;0;5.489508;4.985088
1684534669807;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.100026, 0.086624, 0.991207);2;0;5.762411;4.994515
1684534669812;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.103730, 0.086817, 0.990809);2;0;5.976640;5.007576
1684534669817;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.106553, 0.086999, 0.990494);2;0;6.140032;5.019652
1684534669822;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.108282, 0.087273, 0.990282);2;0;6.240173;5.036416
1684534669827;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.110186, 0.087250, 0.990074);2;0;6.350378;5.036138
1684534669832;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.111487, 0.087180, 0.989935);2;0;6.425596;5.032837
1684534669837;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.112537, 0.087075, 0.989825);2;0;6.486351;5.027401
1684534669842;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.113672, 0.087092, 0.989694);2;0;6.552014;5.029033
1684534669847;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.114797, 0.087028, 0.989569);2;0;6.617146;5.025979
1684534669852;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116125, 0.086955, 0.989421);2;0;6.694009;5.022513
1684534669857;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.117306, 0.086770, 0.989298);2;0;6.762265;5.012491
1684534669862;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.118125, 0.086696, 0.989207);2;0.1648474;6.809680;5.008737
1684534669867;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.118198, 0.086516, 0.989214);2;0.259677;6.813774;4.998358
1684534669872;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.118672, 0.086068, 0.989196);2;0.2969027;6.840960;4.972654
1684534669877;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.119333, 0.085846, 0.989136);2;0.2672424;6.879129;4.960190
1684534669882;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.119144, 0.085636, 0.989177);2;0.4675218;6.868033;4.947947
1684534669887;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.119418, 0.085207, 0.989181);2;0.450498;6.883666;4.923251
1684534669892;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.119529, 0.084869, 0.989197);2;0.4654021;6.889888;4.903753
1684534669897;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.119572, 0.084527, 0.989221);2;0.4902521;6.892201;4.883963
1684534669902;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.119946, 0.084290, 0.989196);2;0.4661108;6.913685;4.870448
1684534669907;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.119850, 0.084034, 0.989229);2;0.4377931;6.908000;4.855567
1684534669912;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.119384, 0.084028, 0.989286);2;0.3750692;6.881012;4.854951
1684534669917;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.119078, 0.084070, 0.989319);2;0.3893116;6.863302;4.857213
1684534669922;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.118592, 0.084215, 0.989365);2;0.418868;6.835272;4.865290
1684534669927;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.118331, 0.084441, 0.989377);2;0.3959063;6.820250;4.878210
1684534669932;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.118249, 0.084455, 0.989386);2;0.3470605;6.815545;4.879004
1684534669937;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.117978, 0.084574, 0.989408);2;0.3345255;6.799912;4.885728
1684534669942;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.117933, 0.084565, 0.989414);2;0.3084199;6.797313;4.885209
1684534669947;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.117649, 0.084692, 0.989437);2;0.267948;6.780893;4.892382
1684534669952;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.117344, 0.084899, 0.989456);2;0.2581592;6.763343;4.904161
1684534669957;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.117179, 0.085062, 0.989461);2;0.2558933;6.753936;4.913532
1684534669962;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116954, 0.085258, 0.989471);2;0.3003115;6.740999;4.924763
1684534669967;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116858, 0.085356, 0.989474);2;0.3315499;6.735478;4.930335
1684534669972;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116695, 0.085608, 0.989471);2;0.3574023;6.726211;4.944864
1684534669977;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116591, 0.085793, 0.989468);2;0.3959052;6.720307;4.955511
1684534669982;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116434, 0.086045, 0.989464);2;0.4377444;6.711359;4.970034
1684534669987;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116272, 0.086244, 0.989466);2;0.4499792;6.702103;4.981427
1684534669992;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116232, 0.086332, 0.989463);2;0.4066421;6.699817;4.986536
1684534669997;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116116, 0.086521, 0.989460);2;0.4129821;6.693184;4.997384
1684534670002;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116087, 0.086687, 0.989449);2;0.432013;6.691632;5.006977
1684534670007;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116117, 0.086778, 0.989438);2;0.4763095;6.693390;5.012255
1684534670012;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116180, 0.086974, 0.989413);2;0.4616964;6.697177;5.023675
1684534670017;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116184, 0.087101, 0.989401);2;0.4806947;6.697462;5.030992
1684534670022;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.116122, 0.087159, 0.989403);2;0.4910688;6.693940;5.034358
1684534670027;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.115885, 0.087300, 0.989419);2;0.4940574;6.680312;5.042333
1684534670032;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.115867, 0.087345, 0.989417);2;0.4747401;6.679262;5.044932
1684534670037;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.115722, 0.087357, 0.989433);2;0.4896717;6.670908;5.045555
