CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1683751908233;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.277357, 0.063366, 0.958675);2;0;-16.135820;3.781608
1683751908238;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.277716, 0.062657, 0.958618);2;0;-16.156574;3.739640
1683751908243;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.277920, 0.062003, 0.958601);2;0;-16.168076;3.700784
1683751908248;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278068, 0.061407, 0.958597);2;0;-16.176317;3.665300
1683751908253;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278192, 0.060893, 0.958593);2;0.1663353;-16.183178;3.634720
1683751908258;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278306, 0.060418, 0.958591);2;0.5572811;-16.189484;3.606440
1683751908263;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278417, 0.060039, 0.958582);2;0.8364826;-16.195777;3.583959
1683751908268;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278535, 0.059716, 0.958568);2;0.9221797;-16.202520;3.564735
1683751908273;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278636, 0.059490, 0.958553);2;0.9878812;-16.208318;3.551370
1683751908278;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278714, 0.059308, 0.958541);2;1;-16.212791;3.540555
1683751908283;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278717, 0.059216, 0.958546);2;1;-16.212903;3.535072
1683751908288;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278700, 0.059133, 0.958556);2;1;-16.211788;3.530106
1683751908293;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278713, 0.059142, 0.958552);2;1;-16.212565;3.530665
1683751908298;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278696, 0.059133, 0.958557);2;1;-16.211515;3.530052
1683751908303;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278607, 0.059104, 0.958585);2;1;-16.206204;3.528253
1683751908308;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278521, 0.059002, 0.958616);2;1;-16.200934;3.522091
1683751908313;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278451, 0.058898, 0.958643);2;1;-16.196672;3.515801
1683751908318;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278357, 0.058776, 0.958678);2;1;-16.190923;3.508362
1683751908323;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278313, 0.058705, 0.958695);2;1;-16.188248;3.504085
1683751908328;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278233, 0.058652, 0.958721);2;1;-16.183389;3.500852
1683751908333;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278185, 0.058592, 0.958739);2;1;-16.180480;3.497204
1683751908338;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278180, 0.058552, 0.958743);2;1;-16.180106;3.494801
1683751908343;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278175, 0.058487, 0.958748);2;1;-16.179758;3.490915
1683751908348;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278118, 0.058491, 0.958764);2;1;-16.176358;3.491079
1683751908353;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278040, 0.058514, 0.958786);2;1;-16.171741;3.492396
1683751908358;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.277972, 0.058548, 0.958803);2;1;-16.167720;3.494370
1683751908363;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.277959, 0.058622, 0.958803);2;1;-16.166982;3.498737
1683751908368;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278193, 0.058472, 0.958744);2;1;-16.180854;3.490053
1683751908373;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.278733, 0.058256, 0.958600);2;0.9585875;-16.212896;3.477715
1683751908378;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.275912, 0.058665, 0.959391);2;0.08220162;-16.044719;3.499192
1683751908383;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.260916, 0.059182, 0.963546);2;0;-15.151605;3.514758
1683751908388;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.230224, 0.059839, 0.971296);2;0;-13.334596;3.525370
1683751908393;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.185486, 0.060966, 0.980754);2;0;-10.709640;3.557092
1683751908398;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.131273, 0.061821, 0.989417);2;0;-7.557690;3.575343
