CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1684703379474;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.143777, 0.055524, 0.988051);1.000102;0;8.279347;3.216403
1684703379479;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.145973, 0.055872, 0.987710);0.9830738;0;8.406847;3.237636
1684703379484;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.141837, 0.056200, 0.988294);2;0;8.167135;3.254635
1684703379489;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.143579, 0.057235, 0.987982);0.932149;0;8.268645;3.315507
1684703379494;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.145105, 0.058352, 0.987694);0.9348994;0;8.357706;3.381050
1684703379499;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.146210, 0.059349, 0.987472);1.030453;0;8.422283;3.439455
1684703379504;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.146491, 0.060709, 0.987347);1.112615;0;8.439319;3.518503
1684703379509;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.147043, 0.061603, 0.987210);1.128743;0;8.471832;3.570687
1684703379514;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.146744, 0.062679, 0.987187);1.151314;0;8.455024;3.632974
1684703379519;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.146510, 0.063701, 0.987156);1.158385;0;8.441993;3.692190
1684703379524;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.146145, 0.064535, 0.987156);1.150038;0;8.421244;3.740357
1684703379529;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.145820, 0.065301, 0.987154);1.139356;0;8.402843;3.784639
1684703379534;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.145977, 0.065593, 0.987111);1.125197;0;8.412089;3.801668
1684703379539;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.146325, 0.065864, 0.987041);1.111408;0;8.432477;3.817623
1684703379544;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.146185, 0.066205, 0.987039);1.104028;0;8.424537;3.837322
