CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1684704388307;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065864, 0.111360, 0.991595);2;0.9931235;-3.800139;6.407668
1684704388312;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.066020, 0.111354, 0.991585);2;1;-3.809166;6.407405
1684704388317;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.066069, 0.111364, 0.991581);2;1;-3.811978;6.408024
1684704388322;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065808, 0.111270, 0.991609);2;0.9809045;-3.796874;6.402451
1684704388327;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065643, 0.111173, 0.991631);2;0.9861281;-3.787281;6.396805
1684704388332;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065240, 0.111033, 0.991673);2;0.9523509;-3.763932;6.388526
1684704388337;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065174, 0.110811, 0.991702);2;0.9544299;-3.760030;6.375699
1684704388342;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065245, 0.110598, 0.991721);2;0.9417545;-3.764020;6.363429
1684704388347;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065322, 0.110362, 0.991743);2;0.9438941;-3.768367;6.349787
1684704388352;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065494, 0.110095, 0.991761);2;0.9297784;-3.778234;6.334428
1684704388357;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065326, 0.109775, 0.991807);2;0.8745297;-3.768407;6.315898
1684704388362;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065296, 0.109449, 0.991845);2;0.855687;-3.766516;6.297058
1684704388367;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.065095, 0.108944, 0.991914);2;0.8136017;-3.754703;6.267806
1684704388372;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064910, 0.108550, 0.991970);2;0.7984508;-3.743856;6.244984
1684704388377;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064779, 0.108221, 0.992014);2;0.7913651;-3.736165;6.225881
1684704388382;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064749, 0.107987, 0.992042);2;0.8175592;-3.734333;6.212356
1684704388387;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064699, 0.107848, 0.992060);2;0.8086649;-3.731358;6.204325
1684704388392;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064653, 0.107743, 0.992074);2;0.8109818;-3.728645;6.198270
1684704388397;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064715, 0.107670, 0.992078);0.7213717;0.7944674;-3.732224;6.194063
1684704388402;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064719, 0.107614, 0.992084);0.7204455;0.8065006;-3.732403;6.190840
1684704388407;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064665, 0.107580, 0.992091);0.7200528;0.7996775;-3.729266;6.188859
1684704388412;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064484, 0.107499, 0.992112);2;0.7802591;-3.718832;6.184108
1684704388417;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064330, 0.107524, 0.992119);2;0.8194834;-3.709946;6.185440
1684704388422;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.064218, 0.107559, 0.992123);2;0.8187469;-3.703483;6.187423
