CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1684184938084;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.256190, 0.066027, 0.964369);2;1;14.877324;3.916729
1684184938089;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.256098, 0.066025, 0.964393);2;1;14.871867;3.916537
1684184938094;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.256016, 0.066029, 0.964415);2;1;14.866987;3.916669
1684184938099;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.255954, 0.066042, 0.964431);2;1;14.863293;3.917363
1684184938104;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.255965, 0.066037, 0.964428);2;1;14.863980;3.917087
1684184938109;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.256069, 0.066075, 0.964398);2;1;14.870199;3.919447
1684184938114;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.254202, 0.066122, 0.964888);2;0.5331234;14.759319;3.920218
1684184938119;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.250374, 0.066134, 0.965888);2;0.4272225;14.532169;3.916920
1684184938124;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.245059, 0.066101, 0.967252);2;0.3746141;14.217086;3.909453
1684184938129;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.239865, 0.066027, 0.968558);2;0.3718501;13.909537;3.899858
1684184938134;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.235190, 0.066000, 0.969706);2;0.3516712;13.633099;3.893670
1684184938139;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.231018, 0.065981, 0.970710);2;0.3444454;13.386745;3.888521
1684184938144;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.227352, 0.065927, 0.971578);2;0.3364527;13.170407;3.881881
1684184938149;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.224330, 0.065859, 0.972285);2;0.3411706;12.992150;3.875099
1684184938154;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.221784, 0.065800, 0.972873);2;0.3383222;12.842140;3.869281
1684184938159;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.219699, 0.065725, 0.973351);2;0.3429757;12.719284;3.862999
1684184938164;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.217995, 0.065662, 0.973739);2;0.3419102;12.618963;3.857767
1684184938169;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.216637, 0.065596, 0.974046);2;0.3460074;12.539014;3.852682
1684184938174;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.215521, 0.065523, 0.974298);2;0.35579;12.473323;3.847447
1684184938179;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.214613, 0.065451, 0.974504);2;0.3633282;12.419881;3.842400
1684184938184;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.213872, 0.065357, 0.974673);2;0.3600868;12.376216;3.836242
1684184938189;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.213224, 0.065276, 0.974820);2;0.3567393;12.338079;3.830903
1684184938194;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.212646, 0.065176, 0.974953);2;0.3542197;12.304028;3.824550
1684184938199;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.212195, 0.065051, 0.975060);2;0.3717721;12.277447;3.816834
1684184938204;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(0.211829, 0.064916, 0.975149);2;0.4036542;12.255780;3.808605
