CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity
1684184414684;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.092334, 0.081807, 0.992362);2;0;-5.315786;4.712614
1684184414689;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.090277, 0.081623, 0.992566);2;0;-5.196940;4.701086
1684184414694;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.088845, 0.081422, 0.992712);2;0;-5.114162;4.688906
1684184414699;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.087826, 0.081203, 0.992821);2;0;-5.055263;4.675847
1684184414705;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.087104, 0.080971, 0.992903);2;0;-5.013543;4.662117
1684184414710;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.086550, 0.080747, 0.992970);2;0;-4.981445;4.648966
1684184414715;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.086127, 0.080521, 0.993025);2;0;-4.956988;4.635754
1684184414720;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085823, 0.080293, 0.993070);2;0;-4.939358;4.622476
1684184414725;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085544, 0.080078, 0.993111);2;0;-4.923153;4.610007
1684184414730;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085326, 0.079858, 0.993148);2;0;-4.910508;4.597205
1684184414735;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085089, 0.079647, 0.993185);2;0.2344423;-4.896757;4.584916
1684184414740;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084902, 0.079419, 0.993219);2;0.702433;-4.885849;4.571699
1684184414745;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084744, 0.079173, 0.993252);2;0.8083768;-4.876667;4.557434
1684184414750;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084624, 0.078927, 0.993282);2;0.9871955;-4.869612;4.543239
1684184414755;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084512, 0.078678, 0.993311);2;1;-4.863071;4.528811
1684184414760;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084394, 0.078451, 0.993339);2;1;-4.856207;4.515665
1684184414765;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084287, 0.078232, 0.993366);2;1;-4.849930;4.503029
1684184414770;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084199, 0.078035, 0.993389);2;1;-4.844790;4.491596
1684184414775;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084159, 0.077845, 0.993407);2;1;-4.842401;4.480612
1684184414780;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084147, 0.077699, 0.993419);2;1;-4.841664;4.472214
1684184414785;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084173, 0.077538, 0.993430);2;1;-4.843098;4.462944
1684184414790;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084230, 0.077309, 0.993443);2;1;-4.846301;4.449722
1684184414795;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084306, 0.077118, 0.993451);2;1;-4.850572;4.438769
1684184414800;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084375, 0.076969, 0.993457);2;1;-4.854541;4.430215
1684184414805;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084401, 0.076822, 0.993466);2;1;-4.855981;4.421728
1684184414810;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084441, 0.076752, 0.993468);2;1;-4.858258;4.417732
1684184414815;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084475, 0.076730, 0.993467);2;1;-4.860203;4.416435
1684184414820;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084499, 0.076685, 0.993468);2;1;-4.861554;4.413870
1684184414825;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084503, 0.076661, 0.993470);2;1;-4.861804;4.412476
1684184414830;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084510, 0.076696, 0.993467);2;1;-4.862200;4.414512
1684184414835;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084504, 0.076748, 0.993463);2;1;-4.861865;4.417492
1684184414840;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084503, 0.076815, 0.993458);2;1;-4.861848;4.421355
1684184414845;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084509, 0.076913, 0.993450);2;1;-4.862229;4.427030
1684184414850;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084548, 0.077014, 0.993439);2;1;-4.864530;4.432864
1684184414855;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084661, 0.077143, 0.993419);2;1;-4.871079;4.440325
1684184414860;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084740, 0.077267, 0.993403);2;1;-4.875706;4.447508
1684184414865;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084829, 0.077393, 0.993385);2;1;-4.880855;4.454844
1684184414870;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.084936, 0.077552, 0.993364);2;1;-4.887074;4.464023
1684184414875;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085051, 0.077725, 0.993340);2;1;-4.893824;4.474032
1684184414880;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085169, 0.077923, 0.993315);2;1;-4.900686;4.485498
1684184414885;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085295, 0.078102, 0.993290);2;1;-4.907991;4.495894
1684184414890;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085414, 0.078296, 0.993264);2;1;-4.914959;4.507124
1684184414895;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085569, 0.078484, 0.993236);2;1;-4.923948;4.518065
1684184414900;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085756, 0.078697, 0.993203);2;1;-4.934826;4.530404
1684184414905;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.085968, 0.078912, 0.993168);2;1;-4.947163;4.542865
1684184414910;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.086193, 0.079168, 0.993128);2;1;-4.960219;4.557730
1684184414915;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.086451, 0.079418, 0.993086);2;1;-4.975203;4.572293
1684184414920;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.086713, 0.079671, 0.993043);2;1;-4.990429;4.586973
1684184414925;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.086994, 0.079912, 0.992999);2;1;-5.006754;4.600982
1684184414930;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.087291, 0.080148, 0.992953);2;1;-5.024008;4.614737
1684184414935;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.087578, 0.080425, 0.992906);2;1;-5.040628;4.630831
1684184414940;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.087851, 0.080827, 0.992849);2;1;-5.056553;4.654118
1684184414945;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.090925, 0.080564, 0.992594);2;0.6444239;-5.233904;4.640268
1684184414950;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.105543, 0.080472, 0.991153);2;0;-6.078227;4.641677
1684184414955;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.131617, 0.080021, 0.988066);2;0;-7.587525;4.630164
1684184414960;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.163939, 0.080100, 0.983213);2;0;-9.466322;4.657490
1684184414965;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.194489, 0.078961, 0.977722);2;0;-11.250426;4.617205
1684184414970;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.228970, 0.078703, 0.970247);2;0;-13.278347;4.637493
1684184414975;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.247403, 0.078586, 0.965721);2;0;-14.369276;4.652234
1684184414980;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.257635, 0.078522, 0.963046);2;0;-14.977112;4.661325
1684184414985;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.263641, 0.078460, 0.961425);2;0;-15.334635;4.665486
1684184414990;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.267437, 0.078495, 0.960373);2;0;-15.561054;4.672607
1684184414995;(0.000000, 0.000000, 0.000000);(0.000000, 0.000000, 0.000000, 1.000000);(-0.270590, 0.078557, 0.959484);2;0;-15.749295;4.680603
