Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,424895468,1677532127.8987343
420.69,8,0,10000,2,424911031,1677532143.4586918
420.69,8,0,10000,3,424930765,1677532163.2006927
1,8,-30,692.9972000038251,2,424993968,1677532226.4001076
1,8,-15,593.1776000037789,2,424999046,1677532231.476106
1,2,0,840.8875000281259,1,425004015,1677532236.452107
1,8,30,549.8139000232331,2,425009062,1677532241.4861057
0,8,15,414.80530000664294,1,425013390,1677532245.8221078
1,2,0,526.368200019002,1,425017312,1677532249.7421067
1,8,0,600.0350999496877,2,425021703,1677532254.140379
1,4,15,679.4934000321664,2,425025796,1677532258.2193742
1,8,-15,497.80389998015016,1,425030656,1677532263.0897171
1,8,-15,821.3320000180975,3,425035531,1677532267.9617188
1,8,-30,504.1712000351399,1,425040078,1677532272.5107183
1,2,15,612.4958000113256,1,425044609,1677532277.0447192
1,8,15,504.7525000376627,1,425049296,1677532281.7307181
1,2,-15,785.4306999910623,2,425053375,1677532285.8085856
1,4,0,673.959500036668,3,425057843,1677532290.2726305
0,8,0,557.8884999817237,3,425062250,1677532294.6756718
1,8,30,862.4474999927916,3,425066062,1677532298.484761
1,4,15,502.9699000264518,3,425071078,1677532303.5024543
1,2,30,889.5112000140361,2,425075718,1677532308.1514218
1,8,30,522.5028999815695,3,425080000,1677532312.4345374
1,4,15,433.36560000572354,3,425084859,1677532317.2836235
1,2,15,706.7278000144288,2,425089515,1677532321.9514017
1,2,0,470.9016999662854,1,425093703,1677532326.138489
0,2,-15,-109.0,3,425097703,1677532330.1295161
1,8,-30,674.4752000053413,2,425103015,1677532335.438518
1,2,-15,457.37830002000555,3,425107750,1677532340.1845288
1,4,-15,598.5609999592416,2,425111906,1677532344.3375297
1,4,-30,551.1548999897204,3,425116656,1677532349.0925314
1,4,-15,556.6259999726899,2,425121343,1677532353.7755291
1,4,0,400.1414999915287,1,425125234,1677532357.6595287
1,2,30,746.7534000137821,1,425129453,1677532361.8825302
1,2,15,548.727200014051,1,425134421,1677532366.8595302
1,4,30,510.2402000306174,3,425139046,1677532371.481529
420.69,8,0,5000.0,4,425180093,1677532412.5177891
420.69,8,0,5000.0,5,425188593,1677532421.0270662
420.69,8,0,5000.0,6,425198531,1677532430.963067
1,4,-15,358.2168999677524,4,425255593,1677532488.0293908
1,8,0,855.9164999718778,6,425259953,1677532492.3783906
0,2,30,885.5171000435948,6,425264578,1677532497.0033908
1,2,30,679.2682000054047,4,425269640,1677532502.0683925
1,8,15,435.0231999964453,4,425274187,1677532506.6237397
1,4,-30,1116.2285999711603,5,425278875,1677532511.3057399
1,8,-30,500.90169999422505,4,425284281,1677532516.71374
1,8,15,472.8750999751501,5,425288421,1677532520.8447402
1,4,15,475.48640001006424,4,425293109,1677532525.5467398
1,8,0,728.382500001695,5,425297312,1677532529.749742
1,4,-30,560.1792000201531,6,425302078,1677532534.5017421
1,4,0,539.4103000257164,4,425305953,1677532538.38274
1,2,-30,887.9288000138476,6,425310453,1677532542.8797407
1,2,30,749.4667999530211,6,425314859,1677532547.2963955
1,2,15,563.4940999993123,4,425319343,1677532551.7774038
1,4,-15,545.6822999953292,4,425323734,1677532556.1713965
1,4,30,592.1218000552617,4,425328609,1677532561.0443974
0,8,15,521.2665999974124,6,425332578,1677532565.0143962
1,4,0,516.168600003235,4,425337109,1677532569.5363975
1,4,-30,802.4145999774337,5,425341953,1677532574.3773966
1,2,-30,757.3298999890685,5,425346234,1677532578.6713955
1,2,-15,533.9571000044234,6,425351125,1677532583.5545673
1,8,0,673.3714999831282,5,425355250,1677532587.6792357
1,8,-15,562.8514999956824,4,425359593,1677532592.0217369
1,2,-30,865.0517999744043,5,425364031,1677532596.4687388
1,8,30,570.601099982392,4,425368375,1677532600.8117378
1,2,0,495.53700000653043,6,425373031,1677532605.456737
1,8,15,377.96869995910674,6,425377375,1677532609.8083687
1,4,30,636.6795000471175,4,425381578,1677532614.0144594
1,2,-15,673.7701999922283,6,425385546,1677532617.9774601
1,2,-30,829.5994000476785,5,425390453,1677532622.8774607
1,4,30,616.694700027816,5,425394968,1677532627.39446
