Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,427886031,1677535118.4601076
420.69,8,0,10000,2,427898812,1677535131.24728
420.69,8,0,10000,3,427912093,1677535144.520278
1,2,15,534.2765999925323,2,427972546,1677535204.9770925
1,4,-15,488.6086999871768,2,427976656,1677535209.0882647
1,4,0,528.2343000257388,3,427981312,1677535213.7442694
1,8,-30,505.23950002063066,2,427985421,1677535217.8462687
1,4,15,503.5667999731377,1,427989703,1677535222.125642
1,8,30,500.2439999920316,1,427993875,1677535226.2987456
1,8,0,348.9796999460086,1,427997718,1677535230.1508393
1,8,0,493.6382999843918,3,428001890,1677535234.3248394
1,8,30,445.31659996975213,1,428006515,1677535238.9418387
1,4,0,562.6493000276387,3,428010984,1677535243.4158397
1,2,15,506.3854000149295,1,428015390,1677535247.8163846
1,2,30,706.7058999640867,2,428019718,1677535252.1518972
1,4,15,479.91550003318116,1,428024140,1677535256.5748959
1,8,-30,678.3544000321999,3,428028093,1677535260.5198967
1,8,0,681.1805000146851,3,428032250,1677535264.676664
1,4,15,566.758900004439,3,428036406,1677535268.8316627
1,2,-30,690.0427000331692,2,428040328,1677535272.7581983
1,4,30,554.9237000490539,1,428045156,1677535277.5911982
1,8,-15,442.650499983225,1,428049343,1677535281.7741983
1,8,-30,671.6106000207365,3,428053812,1677535286.2491996
1,2,0,584.6217999900691,2,428058812,1677535291.248199
1,8,0,504.06199996033683,1,428063437,1677535295.8641984
1,2,-30,694.6277999635786,1,428067656,1677535300.090199
1,4,15,468.50299997860566,1,428072171,1677535304.6072006
1,8,-15,583.7601000061259,2,428076515,1677535308.9411979
1,8,-15,492.80280002532527,2,428081375,1677535313.8001988
1,2,-15,629.6897999676876,3,428085343,1677535317.7672005
1,4,-30,430.7687999648042,1,428089328,1677535321.7646549
1,4,30,471.1235000253655,1,428093812,1677535326.2481549
1,2,30,737.8542000046,2,428098328,1677535330.7502081
420.69,8,0,5000.0,4,428136234,1677535368.6666145
420.69,8,0,5000.0,5,428143843,1677535376.2676158
420.69,8,0,5000.0,6,428152140,1677535384.5656147
1,4,0,511.9688000380993,6,428208625,1677535441.049326
1,4,-15,708.6221000030637,4,428212796,1677535445.2273257
1,2,15,593.7239999733865,5,428217687,1677535450.1163263
1,8,-30,610.140300003346,6,428222343,1677535454.781325
1,2,-15,615.3817000417039,4,428227125,1677535459.5603256
1,8,30,602.3390000304207,5,428232000,1677535464.4373257
1,8,15,572.0486000031233,5,428236671,1677535469.094327
1,2,0,516.5844000261277,5,428241265,1677535473.6943247
1,2,0,563.7368999854662,6,428245703,1677535478.1263256
1,4,-30,607.5375999757089,5,428249796,1677535482.2193244
1,8,15,549.2095000194386,5,428254218,1677535486.6533258
1,4,-15,564.4587000100873,6,428258890,1677535491.3253248
1,4,0,558.3216000199318,6,428263390,1677535495.8193247
1,4,30,679.7612000340596,6,428267875,1677535500.3033261
1,2,15,481.7971999840811,6,428272906,1677535505.3433259
1,2,-30,668.977199992165,6,428277015,1677535509.4523256
1,2,0,506.953000029549,6,428281328,1677535513.7578392
1,4,-30,425.8967000027187,6,428285296,1677535517.7268393
1,2,-30,403.34729995485395,6,428289046,1677535521.4698396
1,4,-15,446.6268999935128,6,428293578,1677535526.0018387
1,4,30,740.4139999966137,4,428297937,1677535530.3638403
1,8,-15,562.0867000510916,5,428302593,1677535535.028841
1,8,15,501.68350001005456,5,428306609,1677535539.0328388
1,2,-15,472.3091999734752,6,428311218,1677535543.6538393
1,8,30,472.11709996592253,6,428315937,1677535548.3638391
1,4,-30,690.4258999824524,5,428319687,1677535552.109839
1,2,30,640.0639999741688,5,428323687,1677535556.12484
1,8,15,500.8111000028439,4,428328515,1677535560.9500964
1,2,-15,512.8840999645181,4,428332796,1677535565.2262068
1,2,30,744.9365999749862,6,428336953,1677535569.390275
