Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,429456421,1677536688.850299
420.69,8,0,10000,2,429476578,1677536709.010175
420.69,8,0,10000,3,429493250,1677536725.6763468
1,2,0,633.6195999723859,2,429557156,1677536789.5822358
1,2,-30,677.3986000302248,2,429562046,1677536794.4834704
1,8,-15,718.867400017567,3,429566093,1677536798.5304322
1,2,30,483.7475999924354,1,429570687,1677536803.1174302
1,8,-30,517.5047999913804,1,429575234,1677536807.6624298
1,4,30,503.79949999880046,1,429579875,1677536812.3002288
1,8,-30,494.59880002215505,1,429583796,1677536816.2292595
1,2,15,569.3391999779269,1,429588328,1677536820.7542593
1,2,-15,489.0590999824926,3,429592515,1677536824.9462614
0,2,-15,429.3827000041492,2,429597031,1677536829.4542599
1,8,0,840.6311999973841,2,429600906,1677536833.3382616
1,2,0,381.64849998103455,1,429605765,1677536838.18826
1,2,-30,607.6274000192061,2,429610156,1677536842.5902598
1,4,30,534.1000999873504,1,429614562,1677536846.9852602
1,2,30,768.2129000280984,2,429618546,1677536850.9832604
1,2,15,612.0797999869101,2,429623203,1677536855.6272597
1,2,15,550.2790000140667,1,429627953,1677536860.3798132
1,8,-15,528.6520000048913,1,429632125,1677536864.5536418
0,4,0,513.3744000308216,3,429636078,1677536868.5047295
1,8,15,467.48250000784174,1,429640015,1677536872.4377308
1,4,-30,531.0932999677025,1,429643875,1677536876.3120823
1,4,15,476.2701000403613,2,429648234,1677536880.661173
1,4,15,461.13770000776276,1,429652828,1677536885.2601714
1,2,30,652.5975000080653,2,429657109,1677536889.5451717
1,2,-15,374.3558000391349,1,429661640,1677536894.0701728
0,2,30,625.6125999465585,3,429665687,1677536898.1151729
1,2,0,367.3493000064045,1,429670546,1677536902.9820092
1,8,30,510.7270000120625,1,429674984,1677536907.4150105
1,4,30,674.6039999965578,2,429679640,1677536912.0780215
1,2,-30,522.8848000373691,1,429683640,1677536916.0770211
1,2,-15,459.00480000674725,1,429688500,1677536920.9250207
1,8,15,477.83549996931106,1,429693171,1677536925.6020215
1,2,0,994.2159999595024,3,429697078,1677536929.502022
420.69,8,0,5000.0,4,429738000,1677536970.4280796
420.69,8,0,5000.0,5,429750000,1677536982.4280782
420.69,8,0,5000.0,6,429760781,1677536993.2070785
1,4,-15,720.4772999943234,5,429819875,1677537052.3121579
1,4,30,589.3800000161864,5,429824781,1677537057.2102861
1,8,30,598.9074999783188,5,429829375,1677537061.801287
1,2,-30,737.9704000162892,6,429834250,1677537066.6779172
1,4,-15,824.8905999902636,5,429838765,1677537071.1899836
0,8,-15,475.30350001435727,6,429843671,1677537076.0999823
1,8,0,535.2495000083,4,429847390,1677537079.8229825
1,4,-30,730.3255000119098,6,429851812,1677537084.2350194
1,8,0,549.3254999713972,4,429856515,1677537088.945049
1,4,0,549.1578999757767,4,429860515,1677537092.9480505
1,8,15,553.2892000013962,4,429864406,1677537096.8320491
1,8,15,868.3081000312231,5,429868984,1677537101.42105
1,8,-30,626.2230999968015,5,429874093,1677537106.52405
1,8,0,599.9195000007749,6,429878750,1677537111.18005
1,4,0,606.5122999683954,6,429882937,1677537115.3660514
1,4,-30,869.7445000256412,6,429887234,1677537119.6725743
1,8,-30,956.6765999738127,5,429892484,1677537124.9205747
1,4,15,837.1638999637216,6,429896828,1677537129.256573
1,8,30,888.9409999796189,5,429901046,1677537133.4767754
1,4,15,903.0055000297725,6,429906078,1677537138.513774
0,4,-15,519.8432999863289,6,429911015,1677537143.4477742
1,4,-15,644.6190999671817,6,429915156,1677537147.5797734
1,2,30,783.1943999594077,4,429919421,1677537151.8537743
1,8,30,682.9772999593988,4,429924187,1677537156.6097744
0,2,-15,-109.0,6,429928531,1677537160.964774
1,4,-15,619.4452000167221,5,429933531,1677537165.968774
1,4,0,587.3779000216164,5,429937640,1677537170.0644264
1,2,-15,723.5820000027306,6,429941781,1677537174.204426
1,8,-15,767.547500025481,5,429946875,1677537179.3033628
1,2,15,1017.9181999959983,5,429951781,1677537184.2053628
1,4,0,519.2185000018217,5,429956875,1677537189.3113625
1,8,-15,660.320199964568,5,429960937,1677537193.3623626
1,4,-30,471.7765999925323,4,429965125,1677537197.5521245
