CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,8,15,777.182800000142,2,1260375,1677108498.68493
0,2,15,760.692200000145,3,1283750,1677108522.05346
1,8,15,692.503299999922,3,1352531,1677108590.83477
1,4,15,1147.97510000009,3,1371468,1677108609.78177
1,2,15,789.243399999956,2,1376234,1677108614.54877
1,4,15,803.599299999783,3,1386015,1677108624.32691
1,2,15,920.235700000072,1,1400984,1677108639.29373
1,2,15,901.422699999936,2,1418890,1677108657.20775
1,2,15,912.292200000062,2,1428171,1677108666.47575
1,8,15,907.586699999834,4,1580125,1677108818.43867
0,8,15,740.238400000104,6,1607656,1677108845.96229
1,4,15,831.229299999828,6,1659828,1677108898.13541
1,8,15,648.700200000045,5,1664828,1677108903.14245
1,4,15,699.583300000009,5,1683078,1677108921.38459
