CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,4,15,485.537500001024,1,77029187,1677184267.49501
1,8,15,510.443199990201,1,77043093,1677184281.39883
1,8,15,539.420199999237,1,77065437,1677184303.74783
1,2,15,697.29449999833,3,77079078,1677184317.38609
1,4,15,528.727399996947,1,77114984,1677184353.29109
1,4,15,501.645099994144,4,77266187,1677184504.50381
1,8,15,477.328699995647,5,77309296,1677184547.60996
1,4,15,560.818399997894,4,77336140,1677184574.45796
1,2,15,595.342700002599,5,77340578,1677184578.89496
1,8,15,647.197300011991,6,77349625,1677184587.93396
1,2,15,553.949200006551,4,77381281,1677184619.59096
1,2,15,661.748799986904,6,77385203,1677184623.51096
