CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
0,2,15,482.336899960879,3,506072937,1677104175.95119
1,4,15,399.562000002712,3,506124093,1677104227.11474
1,8,15,387.789500000887,1,506157265,1677104260.27998
1,8,15,475.35570000438,2,506170671,1677104273.69087
1,2,15,461.760199974757,1,506187156,1677104290.1732
1,4,15,460.116199971177,4,506301515,1677104404.5354
1,4,15,402.212699988391,6,506305906,1677104408.92183
1,2,15,475.052500023972,4,506309875,1677104412.8871
1,2,15,503.85630002385,5,506318140,1677104421.1541
1,8,15,531.635399962775,6,506369875,1677104472.88879
1,8,15,402.091399996076,5,506400171,1677104503.1819
1,4,15,523.975000014994,4,506417406,1677104520.41472
1,2,15,664.720500001218,6,506430343,1677104533.35876
