CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,4,-15,573.119899996906,1,80672343,1677187910.65647
1,4,-15,699.190800002194,2,80677296,1677187915.61078
1,8,-15,640.48779999977,3,80682171,1677187920.47819
1,2,-15,483.759500010288,1,80704078,1677187942.38795
1,8,-15,410.423899997491,1,80711718,1677187950.02995
1,8,-15,430.189500006614,1,80716250,1677187954.56496
1,4,-15,678.710400007199,2,80725437,1677187963.74695
1,2,-15,516.877400001627,1,80751406,1677187989.70958
1,8,-15,750.315099995001,6,80959375,1677188197.68173
1,4,-15,496.026799996267,4,80992109,1677188230.4257
1,2,-15,708.660999993677,6,81014328,1677188252.63237
1,2,-15,1168.27839999716,6,81061218,1677188299.53156
