CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,4,-15,611.046800008276,2,87605562,1677194843.87918
1,4,-15,420.435500007821,1,87618640,1677194856.95218
1,4,-15,594.903499990702,2,87627656,1677194865.96069
1,2,-15,570.699100001017,3,87631671,1677194869.97669
1,8,-15,528.171100010164,3,87640296,1677194878.60338
1,8,-15,475.297200010042,4,87819156,1677195057.47057
1,2,-15,474.431899998686,4,87832453,1677195070.75861
1,4,-15,462.491299997433,5,87850281,1677195088.59772
1,8,-15,519.304099998786,5,87868984,1677195107.29673
1,2,-15,503.263499991968,4,87900437,1677195138.75453
1,8,-15,413.334100009175,4,87914156,1677195152.46453
0,2,-15,533.061100006686,6,87957656,1677195195.97024
1,2,-15,674.330799997202,5,87961468,1677195199.78624
