CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,2,-15,470.248499998357,2,506807625,1677104910.63459
1,2,-15,626.792499966919,2,506820890,1677104923.90975
1,4,-15,437.606999996584,2,506873015,1677104976.03278
1,4,-15,516.862100045197,1,506877031,1677104980.04078
1,8,-15,472.27650001552,2,506881312,1677104984.32177
0,4,-15,489.012699978426,2,506928734,1677105031.74316
1,4,-15,426.726900037844,6,507065593,1677105168.60522
1,4,-15,449.380300004501,5,507103343,1677105206.36552
1,8,-15,578.505600042641,5,507124265,1677105227.2772
1,8,-15,435.3430999876,6,507133000,1677105236.0132
1,8,-15,535.866499991622,6,507146250,1677105249.2642
1,2,-15,527.612999951467,6,507162421,1677105265.44459
1,2,-15,366.853800016921,4,507170890,1677105273.91259
