DisplayTime;FinishTime;SentenceSet;Sentence
1683751236980;1683751240661;0;7
1683751242919;1683751246969;0;9
1683751249094;1683751253060;0;2
1683751255573;1683751260122;0;6
1683751262117;1683751266044;0;4
1683751268932;1683751272419;0;5
1683751274609;1683751277481;0;8
1683751279188;1683751282216;0;0
1683751284937;1683751288482;0;1
1683751291082;1683751296338;0;3
