DisplayTime;FinishTime;SentenceSet;Sentence
1684185290116;1684185296923;0;9
1684185299688;1684185307260;0;2
1684185309767;1684185315391;0;1
1684185317616;1684185325853;0;6
1684185328183;1684185331910;0;8
1684185334544;1684185338184;0;7
1684185341152;1684185346294;0;3
1684185348314;1684185353759;0;0
1684185356806;1684185362188;0;4
1684185364644;1684185370897;0;5
