DisplayTime;FinishTime;SentenceSet;Sentence
1684535889207;1684535896164;0;1
1684535898799;1684535907796;0;4
1684535910215;1684535914907;0;5
1684535917033;1684535923139;0;9
1684535925801;1684535929577;0;8
1684535932242;1684535936405;0;0
1684535938096;1684535945334;0;6
1684535947729;1684535953109;0;2
1684535955443;1684535962403;0;3
1684535964964;1684535969663;0;7
