DisplayTime;FinishTime;SentenceSet;Sentence
1684703821620;1684703845045;0;2
1684703847637;1684703858629;0;5
1684703861572;1684703871048;0;8
1684703872949;1684703881671;0;9
1684703884575;1684703894418;0;1
1684703896631;1684703904268;0;7
1684703905985;1684703916633;0;3
1684703918940;1684703926904;0;4
1684703928714;1684703941384;0;6
1684703944170;1684703951078;0;0
