DisplayTime;FinishTime;SentenceSet;Sentence
1684784465859;1684784471285;0;1
1684784473299;1684784478219;0;4
1684784480410;1684784483944;0;8
1684784486181;1684784489570;0;0
1684784491350;1684784494714;0;5
1684784496869;1684784501493;0;2
1684784504240;1684784507544;0;9
1684784509327;1684784512422;0;7
1684784515367;1684784522734;0;6
1684784525589;1684784530592;0;3
