Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer,timeDelay
3840,2160,121,50,0,Desktop,1.4,1,1,0.95,-0.05,0.7,1.0575,57.03309693,-1.0475,57.72673031,1.021875,109
