Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer,timeDelay
3840,2160,121,50,0,Desktop,1.3750000000000004,1.0,1.0,1.0,0.0,0.65,1.0025,60.16209476309227,-1.0025,60.31795511221945,1.00625,109
