Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer,timeDelay
3840,2160,121,50,0,Desktop,1.4562500000000005,1.025,1.0375,0.9812500000000001,0.0,0.65,1.0025,60.16209476309227,-1.0025,60.16209476309227,1.0750000000000002,109
