Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
1,4,0,1261.54819997866,3
0,6,-16,-109,3
1,6,-0,609.625099980272,3
1,8,8,581.970099996775,3
1,4,8,369.900799993426,3
1,8,0,631.102299954742,1
1,8,24,674.09869999066,2
0,8,-0,-109,3
0,4,-8,-109,2
1,6,-16,686.953200082295,1
1,8,-8,721.234299995936,3
1,6,-24,786.205200067721,3
1,6,8,440.971000058576,3
1,6,-8,528.25719996728,3
0,4,-0,-109,2
1,4,-8,688.556499950588,2
1,8,-8,907.452000010759,3
1,6,8,737.223499975167,2
1,8,-24,646.118099972606,3
0,6,-24,-109,3
1,8,8,730.731700019911,1
1,6,-0,582.002300009131,1
1,4,8,660.276099978015,3
1,4,0,635.0171999624,2
1,6,-0,430.388500037603,2
1,4,-16,578.709499965422,1
1,8,16,621.475599993952,1
1,8,-8,518.207100042142,1
1,6,8,398.534199976362,1
1,8,-16,630.082399988547,2
1,8,0,456.317300031893,2
1,8,-0,419.971099993214,2
1,4,24,603.438700022176,1
1,8,-8,653.094099889509,3
1,6,16,556.344599983655,1
0,8,8,-109,2
1,4,8,560.567200005986,1
1,8,16,580.202400040813,2
1,4,16,492.006399956532,1
1,6,-0,429.305599940941,2
1,4,-16,832.281500039622,3
1,8,0,562.383199980482,1
1,8,24,655.379299944267,3
1,4,24,509.080100044608,1
1,8,16,437.197899966501,1
1,8,-0,549.050600090064,2
1,4,16,506.407700068317,1
1,4,8,619.736900025979,1
1,8,-16,596.353699973784,3
1,6,-8,751.046899993904,3
1,8,24,430.701599976979,1
1,6,16,624.278300031088,1
1,4,-24,579.950499985367,1
1,4,-24,537.165700047277,2
1,4,-16,527.586999986321,1
1,4,16,594.085700049996,2
1,4,-0,454.673800090328,2
1,8,8,442.393400062807,2
1,8,24,709.26099997852,3
1,6,-8,455.291400020011,3
1,8,0,503.54140001256,2
1,8,16,490.544199998491,2
0,6,8,-109,3
1,4,-24,539.050900083035,1
1,8,-24,611.210799947381,1
1,6,-16,512.686100028455,1
1,4,24,757.831699968316,3
1,8,-8,739.847200046293,2
1,4,24,554.333099917509,2
1,6,-8,457.649599932134,2
1,4,-16,636.14899996575,1
1,6,-24,521.925399949774,1
1,4,-24,659.175899982452,3
1,6,16,514.105100006796,2
1,6,24,723.699900027364,3
1,4,-16,847.089499988593,2
1,6,16,593.025700011291,2
1,6,0,640.510299996473,3
1,4,-0,591.376100023277,3
1,4,16,522.366800051183,1
1,6,0,702.051300028339,1
1,4,-8,648.108999998309,3
1,6,-16,481.689199976623,3
1,8,-16,500.944100026041,3
1,6,-8,556.693099959753,2
1,8,-0,486.815300010145,2
1,4,16,571.434699985199,3
1,6,24,623.163000036962,2
1,8,-0,602.381600005552,3
1,6,-0,538.439600084908,1
1,6,0,535.881600048393,2
1,4,-0,581.099500003271,1
1,4,-24,643.956999931484,2
1,4,-8,673.661699922755,3
1,6,8,433.214300017804,2
1,8,0,610.741499982774,3
1,6,24,941.706300069578,3
1,8,8,535.329200033098,1
1,4,0,660.964699982665,3
1,8,-16,517.544900005683,2
1,8,-24,564.589200014248,1
1,6,16,626.147900064476,1
0,4,0,-109,3
1,4,8,514.681999975815,1
1,4,-8,755.605800015852,3
1,6,0,457.65479997173,1
1,6,0,632.102400003001,2
1,6,-16,418.866899967194,2
1,8,-24,500.658399946056,1
1,4,-0,441.27460004203,2
1,6,-24,638.616500011645,3
1,4,24,554.693600101396,1
1,6,-24,574.804700034671,1
1,6,24,651.85039996542,3
1,8,-16,719.788799932227,3
1,4,0,460.409299991094,3
1,8,24,401.763099999167,1
1,8,16,578.150800018571,1
1,6,24,630.477499970235,3
1,8,-24,705.155800035223,2
1,6,-16,733.821900034323,3
1,8,-0,427.103200051002,3
1,4,-8,476.516800056212,2
0,4,-0,-109,2
1,6,-24,932.260500089265,3
1,8,8,553.787200068124,2
1,6,8,666.173599948175,3
1,4,0,500.516999917105,3
1,4,-0,490.139099940658,2
