Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
1,8,21,549.991499920376,3
1,8,-7,637.303900028579,3
1,4,-7,1150.53969999682,1
1,4,-21,653.458099983633,2
1,4,-21,503.615999998525,3
1,4,-7,516.186500023119,1
1,8,-0,449.372700004838,3
1,4,-14,705.59329999052,2
1,8,-7,466.529900030233,3
1,6,21,480.332900010049,1
1,4,-0,670.277199995704,2
1,4,14,578.58530006744,1
1,8,-14,606.599499992095,2
1,6,-14,633.103700060397,2
1,8,-14,466.208300026134,3
1,4,14,662.500500035472,3
1,4,14,601.720799979754,2
1,4,0,472.970599945635,3
1,4,0,477.1198999919,1
1,8,7,749.824199996889,2
1,6,-21,605.065299951471,1
1,8,-0,498.276299968362,2
1,6,7,389.147999984212,3
1,4,0,645.541100002825,1
0,8,21,-109,3
1,8,-0,426.905700060539,2
1,8,-0,523.970400038175,3
1,6,7,448.969599962234,3
1,4,21,534.62450002227,1
1,6,-0,529.774399994873,2
1,8,21,598.095500081778,1
1,4,-0,595.016500036232,3
1,4,-7,589.434400022961,2
1,6,-21,473.183199934661,1
1,4,7,488.205600002781,2
1,6,-21,526.433599934913,3
1,4,-0,521.941300070845,1
1,6,-0,444.324999986216,1
1,8,-21,420.484400060028,1
1,8,-14,425.215399995446,1
1,6,-0,480.618000085466,1
1,8,0,355.701499906369,1
1,6,7,811.646699960344,3
1,6,-7,458.866700002924,3
1,8,14,521.976999993436,2
1,4,7,464.952400009148,2
1,8,-0,481.37490002811,3
1,8,0,506.01439998392,3
1,8,-21,497.188799953088,1
1,6,-21,515.583700089715,2
1,4,0,500.230699948967,1
1,8,7,489.225900088437,2
1,6,-7,539.347200010903,1
1,8,0,397.297399988398,2
1,4,-0,516.05319993943,1
1,4,21,603.798300082795,1
1,8,-7,542.264799991623,2
1,4,7,501.274499980733,2
1,4,-21,457.188599914312,1
1,6,-7,601.135500063188,2
1,6,0,496.327100027353,3
1,6,21,539.03809998557,3
1,6,0,473.880000001751,3
1,6,0,455.812499913387,2
1,6,21,492.206599967554,1
1,4,-14,523.101199938916,2
1,4,7,441.332400016487,3
1,8,-21,658.299100058153,2
1,6,14,424.685400034301,1
1,8,0,602.259800009429,2
1,4,-14,620.551199940033,3
1,4,-21,434.350500054657,3
1,8,7,466.641700066626,1
1,6,14,450.366600005887,2
1,4,-21,379.459400017746,1
1,4,21,756.286499960348,2
1,8,-7,503.688399967737,1
1,8,14,592.361800078303,3
1,6,-21,612.010399982333,2
1,4,-14,490.461299949326,3
1,8,0,638.187100001611,1
1,8,-14,399.136600023136,1
1,6,-14,629.018799922429,3
1,4,-0,551.447900067084,2
1,4,14,396.414899904281,3
1,8,21,365.599499953911,3
1,6,-14,742.524300058372,2
1,6,-7,419.256100020371,1
1,8,7,386.18289999105,3
1,6,-0,503.007699906826,1
1,6,7,396.282500060275,3
1,8,-7,419.123099938966,2
1,4,0,485.82479991857,3
1,6,14,694.85209992528,2
1,6,14,608.870799941011,1
1,6,21,480.100899989717,1
1,8,-21,431.399799938314,3
1,4,14,645.188900114968,2
0,6,0,-109,2
1,6,-14,605.491299935617,1
1,8,14,500.574800007977,3
1,8,21,580.167100004852,3
1,4,-14,647.393999909051,2
1,4,-7,437.240899944678,2
1,6,14,668.081100037321,1
1,6,7,472.76780003123,2
1,6,-0,484.174899928272,3
1,4,21,445.067300050519,3
1,4,21,525.996100096032,1
1,8,-14,471.800199997611,2
1,8,7,462.104299975559,1
1,8,14,449.349999948405,1
1,8,-21,563.734400024638,3
1,8,14,662.772800013423,3
1,6,-7,384.324100039899,2
1,6,-14,400.894700022414,1
1,4,-7,556.503299911506,3
1,6,21,460.045700016432,3
1,6,0,351.60310001485,3
1,4,7,569.690699976869,2
1,8,21,544.800399973989,3
1,6,0,511.007799938321,2
